specimen.id,species,caste,digitizer,its.mm,body.length.mm,scale,x,y,notes
,,,,,,,1249.667,1332.667,
,,,,,,,1097,1354,
,,,,,,,1071,1398.667,
TWM180615-010,impatiens,Q,JL,7.121231592,29.55214285,140.425,1419.333,587.333,
,,,,,,,1650,704.667,
,,,,,,,1624.667,742,
,,,,,,,1432.667,752.667,
,,,,,,,1171.333,748.667,
,,,,,,,1126,823.333,
TWM180616-002,ternarius,Q,JL,,,141.78,1268.667,302.667,
,,,,,,,1455.333,406.667,
,,,,,,,1438,438.667,
,,,,,,,1276.667,438.667,
,,,,,,,1067.333,424,
,,,,,,,1019.333,488,
TWM180616-003,ternarius,Q,JL,,,141.682,1072,513,
,,,,,,,1263,634,
,,,,,,,1246,663,
,,,,,,,1067,653,
,,,,,,,866,629,
,,,,,,,815,687,
TWM180814-001,perplexus,W,JL,4.365927476,19.58643109,141.014,1003,476,its.large.tilt
,,,,,,,1184,558,
,,,,,,,1178,576,
,,,,,,,1032,592,
,,,,,,,839,589,
,,,,,,,807,639,
TWM180814-014,vagans,M,JL,3.625270144,19.49857291,141.023,1053,423,its.large.tilt
,,,,,,,1201,509,
,,,,,,,1193,527,
,,,,,,,1075,530,
,,,,,,,890,516,
,,,,,,,867,562,
TWM180814-017,ternarius,W,JL,3.836556022,14.92086796,140.273,838,715,its.slight.tilt
,,,,,,,961,786,
,,,,,,,954,805,
,,,,,,,852,807,
,,,,,,,701,794,
,,,,,,,677,830,
TWM180814-018,ternarius,W,JL,2.946355119,15.81980566,141.339,1069,1387.667,its.large.tilt
,,,,,,,1200.333,1443.667,
,,,,,,,1195,1461.667,
,,,,,,,1087.667,1473.667,
,,,,,,,941.667,1477,
,,,,,,,927.667,1515.667,
DMO180529-005,vagans,W,JL,6.492462054,,141.916,1405,344.667,its.large.tilt
,,,,,,,1638.333,438,
,,,,,,,1623.667,464.667,
,,,,,,,1430.333,482,
,,,,,,,1179.667,490,
,,,,,,,1145,555.333,
DRA180523-003,impatiens,Q,JL,7.262870417,,140.241,1289,541,its.slight.tilt
,,,,,,,1524,645,
,,,,,,,1502,683,
,,,,,,,1308,701,
,,,,,,,1047,713,
,,,,,,,1010,787,
DRA180529-012,vagans,W,JL,6.035823601,,141.666,1041.667,364,maybe DRA180529-022?
,,,,,,,1215.667,459.333,
,,,,,,,1203,480.667,
,,,,,,,1077,478,
,,,,,,,859.667,452,
,,,,,,,838.333,500,
DRA180529-024,vagans,W,JL,5.98621488,,141.281,1007,214,its.large.tilt
,,,,,,,1201,303,
,,,,,,,1184,329,
,,,,,,,1041,340,
,,,,,,,825,340,
,,,,,,,792,398,
DRA180607-001,impatiens,Q,JL,6.987463348,,142.121,1226.667,575.333,its.slight.tilt
,,,,,,,1469.333,671.333,
,,,,,,,1453.333,708.667,
,,,,,,,1284,732.667,
,,,,,,,1004,751.333,
,,,,,,,957.333,827.333,
DRA180623-001,impatiens,Q,JL,,,140.403,929,317.333,
,,,,,,,1166.333,448,
,,,,,,,1146.333,478.667,
,,,,,,,949,474.667,
,,,,,,,674.333,462.667,
,,,,,,,637,532,
DRA180623-002,impatiens,Q,JL,,,141.004,1725.333,823.667,
,,,,,,,1953.333,955.667,
,,,,,,,1924,987.667,
,,,,,,,1745.333,991.667,
,,,,,,,1473.333,975.667,
,,,,,,,1417.333,1045,
DRA180814-001,vagans,W,JL,2.905222193,17.76504952,141.735,1201.667,1356,its.large.tilt
,,,,,,,1351,1409.333,
,,,,,,,1348.333,1425.333,
,,,,,,,1235,1445.333,
,,,,,,,1060.333,1461.333,
,,,,,,,1043,1498.667,
DRA180814-006,impatiens,W,JL,5.383297705,21.99220104,141.071,1003,486,its.large.tilt
,,,,,,,1175,573,
,,,,,,,1158,594,
,,,,,,,1026,598,
,,,,,,,816,599,
,,,,,,,787,646,
DRA180814-006a,vagans,W,JL,6.290128965,25.39405525,140.31,1014,511,its.slight.tilt
,,,,,,,1238,607,
,,,,,,,1221,635,
,,,,,,,1043,641,
,,,,,,,815,626,
,,,,,,,781,684,
FJ180603-006,bimaculatus,W,JL,,,141.23,1003,398,
,,,,,,,1146,478,
,,,,,,,1131,497,
,,,,,,,1011,496,
,,,,,,,858,485,
,,,,,,,822,522,
TWM180614-082,terricola,W,JL,,,140.31,1188,341.667,
,,,,,,,1306.667,409,
,,,,,,,1298,425.667,
,,,,,,,1197.333,427.667,
,,,,,,,1056,415,
,,,,,,,1031.333,443.667,
TWM180614-150,cf rufocinctus,W,JL,,,140.305,1318,851,
,,,,,,,1450,940,
,,,,,,,1438,955,
,,,,,,,1338,926,
,,,,,,,1161,906,
,,,,,,,1139,946,
TWM180614-160,terricola,W,JL,,,140.287,1123.333,864.333,
,,,,,,,1241.333,916.333,
,,,,,,,1236,930.333,
,,,,,,,1143.333,935,
,,,,,,,1002.667,939,
,,,,,,,985.333,971.667,
TWM180614-161,vagans,W,JL,,,139.154,1518.333,860.667,
,,,,,,,1675,930.667,
,,,,,,,1663.667,950.667,
,,,,,,,1548.333,965.333,
,,,,,,,1370.333,970,
,,,,,,,1344.333,1017.333,
TWM180614-167,vagans,W,JL,,,140.498,1568.667,351,
,,,,,,,1705.333,421.667,
,,,,,,,1694,439,
,,,,,,,1590,445,
,,,,,,,1432.667,442.333,
,,,,,,,1412,481.667,
TWM180614-168,borealis,W,JL,,,139.72,1188,569,
,,,,,,,1373,679,
,,,,,,,1361,709,
,,,,,,,1216,727,
,,,,,,,986,715,
,,,,,,,941,784,
TWM180614-170,cf rufocinctus,W,JL,,,140.705,1333.667,809,
,,,,,,,1465,861.667,
,,,,,,,1461.667,879,
,,,,,,,1369,895.667,
,,,,,,,1195,905,
,,,,,,,1177,941.667,
TWM180615-006,terricola,W,JL,4.451290227,18.17107799,140.262,1217,465,
,,,,,,,1382,539,
,,,,,,,1371,559,
,,,,,,,1262,574,
,,,,,,,1078,582,
,,,,,,,1050,630,
TWM180621-002,bimaculatus,W,JL,4.769909505,22.07178522,139.924,1006,534,
,,,,,,,1164,612,
,,,,,,,1153,633,
,,,,,,,1021,642,
,,,,,,,840,648,
,,,,,,,811,696,
TWM180621-003,bimaculatus,W,JL,,15.10929088,139.358,1064.667,635.667,
,,,,,,,1188,703.667,
,,,,,,,1184,720.333,
,,,,,,,1080.667,721.667,
,,,,,,,928,715.667,
,,,,,,,905.333,748.333,
TWM180622-002,bimaculatus,W,JL,4.615680761,19.30187759,140.291,1115.333,1282.667,its.large.tilt
,,,,,,,1253.333,1364.667,
,,,,,,,1241.333,1384.667,
,,,,,,,1119.333,1385.333,
,,,,,,,962,1382.667,
,,,,,,,926,1425.333,
TWM180626-001,vagans,W,JL,3.474102974,15.8429342,139.697,1045,652,
,,,,,,,1203,732,
,,,,,,,1189,762,
,,,,,,,1007,779,
,,,,,,,841,764,
,,,,,,,821,807,
TWM180626-002,bimaculatus,W,JL,4.799000678,20.61482284,140.906,1280.333,659,
,,,,,,,1421.667,754.333,
,,,,,,,1407.667,777,
,,,,,,,1279,767.667,
,,,,,,,1118.333,748.333,
,,,,,,,1085.667,794.333,
TWM180626-003,vagans,W,JL,,,140.044,1190.333,562,
,,,,,,,1305,620,
,,,,,,,1291,648,
,,,,,,,1173,664,
,,,,,,,1035,659.333,
,,,,,,,1015.667,696.667,
TWM180626-004,bimaculatus,W,JL,4.52653879,18.45121772,140.983,1001,659,
,,,,,,,1157,723,
,,,,,,,1146.333,743,
,,,,,,,1038.333,755,
,,,,,,,871,767,
,,,,,,,843.667,810.333,
TWM180626-005,bimaculatus,W,JL,4.617644747,18.01020165,140.754,1213.333,900.667,
,,,,,,,1355.333,987.333,
,,,,,,,1342.667,1011.333,
,,,,,,,1219.333,1010,
,,,,,,,1048,996,
,,,,,,,1018.667,1039.333,
TWM180626-006,ternarius,W,JL,4.171409232,17.14862241,139.582,1231.333,617.667,
,,,,,,,1357.333,693.667,
,,,,,,,1344,713.667,
,,,,,,,1237.333,709,
,,,,,,,1078.667,688.333,
,,,,,,,1056.667,722.333,
TWM180626-007,ternarius,W,JL,4.08479113,16.67142599,140.235,1137,552.333,its.slight.tilt
,,,,,,,1258.333,617,
,,,,,,,1245,636.333,
,,,,,,,1151,643.667,
,,,,,,,995,637,
,,,,,,,967.667,676.333,
TWM180626-008,vagans,W,JL,4.545983888,16.8810822,140.089,1204,682,
,,,,,,,1327,759,
,,,,,,,1318,775,
,,,,,,,1226,777,
,,,,,,,1064,757,
,,,,,,,1045,795,
TWM180626-009,vagans,W,JL,4.216130178,18.51324972,140.249,1261,628.667,
,,,,,,,1406.333,710.667,
,,,,,,,1394.333,732.667,
,,,,,,,1281,732,
,,,,,,,1092.333,712.667,
,,,,,,,1068.333,757.333,
TWM180626-010,vagans,W,JL,4.581391389,16.6069074,140.406,1095.667,685,
,,,,,,,1247.667,744.333,
,,,,,,,1243,761,
,,,,,,,1135.667,773,
,,,,,,,955.667,779.667,
,,,,,,,939.667,815.667,
TWM180629-001,borealis,W,JL,5.060528002,20.21957821,140.032,1327.667,635.667,its.slight.tilt
,,,,,,,1468.333,715,
,,,,,,,1453.667,737,
,,,,,,,1353,752.333,
,,,,,,,1192.333,745,
,,,,,,,1158.333,790.333,
TWM180629-003,vagans,W,JL,4.30370075,16.21170374,139.588,1128.333,620,
,,,,,,,1264.333,691.333,
,,,,,,,1255,710.667,
,,,,,,,1157.667,712.667,
,,,,,,,999.667,699.333,
,,,,,,,977,737.333,
TWM180629-005,ternarius,W,JL,3.994260526,17.11791633,140.041,1097.667,478,its.large.tilt
,,,,,,,1221.667,552.667,
,,,,,,,1213,568,
,,,,,,,1109.667,568.667,
,,,,,,,957.667,556,
,,,,,,,934.333,591.333,
TWM180629-006,bimaculatus,W,JL,4.434477763,18.05850796,138.892,1158,559.333,its.large.tilt
,,,,,,,1306,646.667,
,,,,,,,1296.667,666.667,
,,,,,,,1164.667,660.667,
,,,,,,,1010,648,
,,,,,,,972,686,
TWM180629-007,bimaculatus,W,JL,4.622849537,20.20359656,139.706,1106,742,its.large.tilt
,,,,,,,1250,835,
,,,,,,,1239,854,
,,,,,,,1105,850,
,,,,,,,947,836,
,,,,,,,907,881,
TWM180629-008,vagans,W,JL,3.209100218,16.17577927,140.033,1202,670,
,,,,,,,1317.333,735.333,
,,,,,,,1306,754,
,,,,,,,1214.667,751.333,
,,,,,,,1080,734.667,
,,,,,,,1059.333,766.667,
TWM180629-009,vagans,Q,JL,5.917814491,25.38129236,138.721,1338,522,
,,,,,,,1532,616,
,,,,,,,1523,641,
,,,,,,,1371,652,
,,,,,,,1141,638,
,,,,,,,1110,697,
TWM180703-001,terricola,W,JL,5.564208032,22.48575692,139.708,1281,577,
,,,,,,,1440,684,
,,,,,,,1429,700,
,,,,,,,1302,691,
,,,,,,,1099,663,
,,,,,,,1069,705,
TWM180703-002,ternarius,W,JL,4.367066558,16.0618202,139.348,1173.667,714.667,
,,,,,,,1303.667,790,
,,,,,,,1292.333,804.667,
,,,,,,,1188.333,808,
,,,,,,,1027,793.333,
,,,,,,,999,826.667,
TWM180703-003,ternarius,W,JL,4.211476162,17.37234548,140.466,1123,713,
,,,,,,,1259,771,
,,,,,,,1249,788.333,
,,,,,,,1141,795.667,
,,,,,,,980.333,799,
,,,,,,,959.667,833,
TWM180703-004,borealis,W,JL,5.320852699,22.15400346,139.787,1242,560.667,
,,,,,,,1393.333,675.333,
,,,,,,,1378,698,
,,,,,,,1236,695.333,
,,,,,,,1048,667.333,
,,,,,,,1004.667,719.333,
TWM180703-005,borealis,W,JL,4.653321721,19.7799576,140.569,1172,643,
,,,,,,,1304,726,
,,,,,,,1291,748,
,,,,,,,1173,760,
,,,,,,,1012,754,
,,,,,,,977,799,
TWM180703-006,ternarius,W,JL,4.061090165,18.07747525,140.018,1159.333,606,
,,,,,,,1288.667,675.333,
,,,,,,,1279.333,694,
,,,,,,,1165.333,696.667,
,,,,,,,1010,687.333,
,,,,,,,986.667,725.333,
MY180626-007,bimaculatus,W,JL,,,139.576,1172,571,
,,,,,,,1302,660,
,,,,,,,1287,679,
,,,,,,,1176,674,
,,,,,,,1025,660,
,,,,,,,985,695,
MY180626-008,vagans,W,JL,4.402209116,17.64585327,139.807,1122,532,
,,,,,,,1261.333,615.333,
,,,,,,,1248.667,632,
,,,,,,,1144,629.333,
,,,,,,,970,609.333,
,,,,,,,936.667,647.333,
MY180629-001,vagans,W,JL,3.88904543,15.89627293,141.012,1167,733,
,,,,,,,1288,793,
,,,,,,,1281,810,
,,,,,,,1201,820,
,,,,,,,1052,817,
,,,,,,,1026,854,
MY180629-002,vagans,W,JL,3.806135963,14.24849648,139.146,1128.333,842,
,,,,,,,1235,908.667,
,,,,,,,1229,921.333,
,,,,,,,1145.667,921.333,
,,,,,,,1015,904.667,
,,,,,,,999.667,936.667,
MY180629-003,vagans,W,JL,3.605581228,16.16584439,139.718,1148.333,562.333,
,,,,,,,1256.333,625.667,
,,,,,,,1246.333,639.667,
,,,,,,,1167,641,
,,,,,,,1031,629.667,
,,,,,,,1010.333,660.333,
MY180629-004,vagans,W,JL,4.222574643,16.79709252,140.153,1107.667,762,
,,,,,,,1239,815.333,
,,,,,,,1232.333,828,
,,,,,,,1146.333,838,
,,,,,,,996.333,841.333,
,,,,,,,978.333,877.333,
MY180703-002,terricola,W,JL,4.835086762,18.50258663,140.709,1074,763.333,
,,,,,,,1238,846.667,
,,,,,,,1224.667,866.667,
,,,,,,,1106,873.333,
,,,,,,,919.333,866,
,,,,,,,892.667,912,
MY180703-003,terricola,W,JL,4.326038757,21.87668024,140.298,1288,629,its.large.tilt
,,,,,,,1473,709,
,,,,,,,1459,730,
,,,,,,,1332,747,
,,,,,,,1124,748,
,,,,,,,1092,797,
AOI190709-001,borealis,W,JL,4.686777958,18.18048079,140.692,991,534.667,
,,,,,,,1121.667,612,
,,,,,,,1107,631.333,
,,,,,,,1007,642.667,
,,,,,,,855,636.667,
,,,,,,,815.667,678,
DRA180508-009,impatiens,Q,JL,,,141.6,1113,491,
,,,,,,,1353,617,
,,,,,,,1336,649,
,,,,,,,1142,658,
,,,,,,,877,652,
,,,,,,,819,723,
AOI190715-001,impatiens,W,JL,3.692388366,13.24034582,141.083,1254,1250,
,,,,,,,1379,1323,
,,,,,,,1363,1339,
,,,,,,,1272,1340,
,,,,,,,1104,1328,
,,,,,,,1074,1362,
DRA180509-001,bimaculatus,Q,JL,7.158266624,28.84441996,142.344,1093,497,
,,,,,,,1312,620,
,,,,,,,1292,654,
,,,,,,,1108,647,
,,,,,,,890,634,
,,,,,,,825,694,
DRA180509-002,bimaculatus,Q,JL,6.60541839,25.84366477,141.268,1212,420,
,,,,,,,1430,532,
,,,,,,,1410,564,
,,,,,,,1229,573,
,,,,,,,999,572,
,,,,,,,949,638,
DRA180509-004,bimaculatus,Q,JL,6.747005332,26.90875566,141.905,973,444,
,,,,,,,1198,553,
,,,,,,,1178,588,
,,,,,,,997,593,
,,,,,,,770,596,
,,,,,,,712,658,
DRA180509-005,impatiens,Q,JL,7.310658887,32.02980123,140.057,1210.333,410.333,
,,,,,,,1439.667,513,
,,,,,,,1417,543.667,
,,,,,,,1234.333,558.333,
,,,,,,,983.667,570.333,
,,,,,,,949,643.667,
DRA180509-006,vagans,Q,JL,7.008442596,28.37728409,140.998,1023,401,
,,,,,,,1259,509,
,,,,,,,1243,536,
,,,,,,,1058,546,
,,,,,,,808,536,
,,,,,,,757,601,
DRA180509-007,vagans,Q,JL,5.431893121,22.18042105,140.625,1056,544,
,,,,,,,1283,641,
,,,,,,,1268,667,
,,,,,,,1092,675,
,,,,,,,851,672,
,,,,,,,808,728,
DRA180509-008,bimaculatus,Q,JL,7.096320467,26.00425981,140.718,1156,344,
,,,,,,,1367,468,
,,,,,,,1347,499,
,,,,,,,1164,494,
,,,,,,,944,477,
,,,,,,,882,535,
DRA180529-025,impatiens,Q,JL,6.963145653,,138.041,1450,493,
,,,,,,,1693,615,
,,,,,,,1672,646,
,,,,,,,1480,653,
,,,,,,,1198,650,
,,,,,,,1154,717,
DRA180529-026,impatiens,Q,JL,6.074154096,32.54791276,138.742,1596,1253,
,,,,,,,1837,1328,
,,,,,,,1823,1367,
,,,,,,,1635,1400,
,,,,,,,1369,1442,
,,,,,,,1332,1512,
DRA180529-029,impatiens,Q,JL,,,140.011,1426,612,
,,,,,,,1659,740,
,,,,,,,1630,775,
,,,,,,,1432,778,
,,,,,,,1177,758,
,,,,,,,1122,830,
DRA180619-003,borealis,Q,JL,,,138.528,1314,464,
,,,,,,,1500,593,
,,,,,,,1484,618,
,,,,,,,1335,627,
,,,,,,,1124,608,
,,,,,,,1071,670,
DRA180619-004,bimaculatus,W,JL,,,140.159,955.667,561,
,,,,,,,1087.667,634.333,
,,,,,,,1077,654.333,
,,,,,,,969,657,
,,,,,,,811.667,655.667,
,,,,,,,783.667,699,
DRA180720-001,vagans,W,JL,3.217916374,17.03693233,140.004,1115,802,
,,,,,,,1252,879,
,,,,,,,1243,898,
,,,,,,,1138,903,
,,,,,,,962,889,
,,,,,,,944,926,
DRA180720-002,vagans,W,JL,5.461861064,23.97596031,141.668,1048,387,its.slight.tilt
,,,,,,,1218,471,
,,,,,,,1205,493,
,,,,,,,1083,499,
,,,,,,,887,494,
,,,,,,,857,550,
DRA180720-003,vagans,W,JL,2.776173438,18.55702756,141.351,942.333,410.333,
,,,,,,,1072.333,489.667,
,,,,,,,1062.333,507.667,
,,,,,,,949,507,
,,,,,,,793.667,493,
,,,,,,,765,528.333,
DRA190720-004,vagans,W,JL,4.034477341,15.22170933,141.129,927.333,684.667,
,,,,,,,1067.333,757.333,
,,,,,,,1058,775.333,
,,,,,,,945.333,778.667,
,,,,,,,780,772,
,,,,,,,752.667,809.333,
DRA180720-006,bimaculatus,W,JL,4.746331207,17.89254238,141.793,902,908.333,
,,,,,,,1049.333,1006.333,
,,,,,,,1036,1027,
,,,,,,,912.667,1019,
,,,,,,,734.667,1004.333,
,,,,,,,697.333,1045.667,
DRA180720-005,vagans,W,JL,5.137254601,18.07360358,141.35,1039,497,
,,,,,,,1219,593,
,,,,,,,1204,616,
,,,,,,,1063,619,
,,,,,,,855,605,
,,,,,,,827,662,
DRA180720-007,bimaculatus,M,JL,4.483744765,20.82638839,141.339,1025,478,its.large.tilt
,,,,,,,1203,583,
,,,,,,,1188,603,
,,,,,,,1036,597,
,,,,,,,849,589,
,,,,,,,804,642,
DRA180720-008,bimaculatus,M,JL,5.228312393,21.17309715,141.133,1073.333,553,its.large.tilt
,,,,,,,1256,648.333,
,,,,,,,1242,674.333,
,,,,,,,1108,679.667,
,,,,,,,896.667,674.333,
,,,,,,,849.333,722.333,
DRA180720-009,borealis,W,JL,5.714043251,21.25977085,141.29,1095,945,
,,,,,,,1268,1015,
,,,,,,,1261,1038,
,,,,,,,1137,1069,
,,,,,,,958,1087,
,,,,,,,928,1142,
DRA180720-010,borealis,W,JL,5.323196625,17.27615104,141.003,1069,395,its.large.tilt
,,,,,,,1218,498,
,,,,,,,1200,517,
,,,,,,,1078,517,
,,,,,,,906,494,
,,,,,,,864,545,
DRA180805-003,vagans,Q,JL,5.038435206,20.01040965,141.877,1170,373,
,,,,,,,1401,483,
,,,,,,,1385,509,
,,,,,,,1203,508,
,,,,,,,957,486,
,,,,,,,915,547,
DRA180814-003,impatiens,M,JL,,,141.006,1044,478,
,,,,,,,1198,564,
,,,,,,,1185,580,
,,,,,,,1067,584,
,,,,,,,866,575,
,,,,,,,835,617,
DRA180814-004,borealis,M,JL,4.413233476,20.74989687,141.781,964.667,598.667,its.slight.tilt
,,,,,,,1120.667,701.333,
,,,,,,,1106.667,725.333,
,,,,,,,969.333,730,
,,,,,,,784,715.333,
,,,,,,,746,766,
DRA180814-005,borealis,M,JL,4.7960118,17.73600568,141.431,1087,693,its.large.tilt
,,,,,,,1235,779,
,,,,,,,1222,802,
,,,,,,,1107,809,
,,,,,,,900,802,
,,,,,,,876,849,
DRA180814-017,impatiens,W,JL,3.4829826,15.2797077,141.902,1020,1310,its.large.tilt
,,,,,,,1129.333,1372.667,
,,,,,,,1119.333,1387.333,
,,,,,,,1041.333,1391.333,
,,,,,,,896,1384,
,,,,,,,877.333,1412.667,
DRA180819-002,cf rufocinctus,M,JL,,,140.581,998,632,
,,,,,,,1140,722,
,,,,,,,1130,744,
,,,,,,,1018,750,
,,,,,,,830,735,
,,,,,,,797,781,
DRA190709-001,vagans,W,JL,5.894343402,23.38036791,141.01,1304,667,
,,,,,,,1471,760,
,,,,,,,1455,782,
,,,,,,,1323,786,
,,,,,,,1126,765,
,,,,,,,1099,823,
DRA190709-003,bimaculatus,W,JL,4.167562084,17.49433863,140,1183,536,
,,,,,,,1311,621,
,,,,,,,1294,639,
,,,,,,,1193,637,
,,,,,,,1046,628,
,,,,,,,1009,660,
DRA190709-004,impatiens,W,JL,4.310439919,16.69693355,141.536,1203.667,1272,
,,,,,,,1331.667,1348.667,
,,,,,,,1323,1364.667,
,,,,,,,1215,1364.667,
,,,,,,,1050.333,1352,
,,,,,,,1017.667,1385.333,
DRA190709-005,impatiens,W,JL,4.734506391,18.49370138,141.461,1126,1104,its.slight.tilt
,,,,,,,1261,1182,
,,,,,,,1246,1199,
,,,,,,,1145,1201,
,,,,,,,978,1193,
,,,,,,,949,1232,
DRA190709-006,vagans,W,JL,4.175311203,17.18806142,141.116,1029,660.667,
,,,,,,,1148.333,716,
,,,,,,,1139.667,732.667,
,,,,,,,1058.333,740.667,
,,,,,,,921,740,
,,,,,,,900.333,777.333,
DRA190709-007,vagans,M,JL,3.869955595,16.11475172,140.933,944,633,its.large.tilt
,,,,,,,1090.667,681,
,,,,,,,1087.333,698.333,
,,,,,,,986,721.667,
,,,,,,,818.667,743.667,
,,,,,,,801.333,787.667,
DRA190709-008,vagans,W,JL,4.055451822,18.12730416,142,1069.333,524,its.slight.tilt
,,,,,,,1188.667,590,
,,,,,,,1178.667,604,
,,,,,,,1083.333,608,
,,,,,,,936.667,602,
,,,,,,,920,642,
DRA190709-009,vagans,M,JL,3.52150413,18.23129988,142.012,1136,522,its.large.tilt
,,,,,,,1273.333,600,
,,,,,,,1262.667,616,
,,,,,,,1151.333,615.333,
,,,,,,,972.667,596,
,,,,,,,948.667,632,
DRA190709-010,bimaculatus,W,JL,4.390103551,19.96845515,140.256,912,583.667,
,,,,,,,1061.333,640.333,
,,,,,,,1052.667,659.667,
,,,,,,,939.333,675,
,,,,,,,786,688.333,
,,,,,,,762.667,729.667,
DRA190709-011,bimaculatus,W,JL,4.517255374,18.99843449,141.116,1089,550.333,its.slight.tilt
,,,,,,,1236.333,635,
,,,,,,,1226.333,651.667,
,,,,,,,1113,653.667,
,,,,,,,939.667,651.667,
,,,,,,,899.667,687,
DRA190709-012,bimaculatus,W,JL,4.267830898,20.30364094,140.747,1068.667,333,its.slight.tilt
,,,,,,,1210.667,410.333,
,,,,,,,1201.333,430.333,
,,,,,,,1091.333,433,
,,,,,,,938.667,426.333,
,,,,,,,901.333,459,
DRA190709-013,vagans,W,JL,4.092217117,16.96128458,141.78,1189,358,its.large.tilt
,,,,,,,1328.333,424,
,,,,,,,1319.667,441.333,
,,,,,,,1219,451.333,
,,,,,,,1055.667,450,
,,,,,,,1033.667,489.333,
DRA190709-014,vagans,W,JL,3.816196043,15.42217343,141.343,1092.667,541,its.slight.tilt
,,,,,,,1214.667,606.333,
,,,,,,,1203.333,621,
,,,,,,,1110.667,611.667,
,,,,,,,973.333,610.333,
,,,,,,,957.333,647,
DRA190709-015,terricola,W,JL,4.527838679,16.98477707,141.349,1081,430.667,
,,,,,,,1223,504.667,
,,,,,,,1211.667,520.667,
,,,,,,,1117,525.333,
,,,,,,,946.333,519.333,
,,,,,,,927.667,556,
DRA190709-016,ternarius,Q,JL,6.136680614,26.44765651,139.677,1301,567,its.slight.tilt
,,,,,,,1514,694,
,,,,,,,1496,723,
,,,,,,,1315,723,
,,,,,,,1054,709,
,,,,,,,1008,778,
DRA190718-002,perplexus,M,JL,4.611727348,17.79459148,139.474,1221,764,originally identified as rufo-prep
,,,,,,,1397,834,
,,,,,,,1386,862,
,,,,,,,1266,879,
,,,,,,,1048,890,
,,,,,,,1014,947,
FJ170607-006,vagans,W,JL,4.735338516,18.46825557,140.139,1236,492,
,,,,,,,1401,582,
,,,,,,,1384,607,
,,,,,,,1261,608,
,,,,,,,1060,589,
,,,,,,,1035,642,
FJ170617-035,borealis,W,JL,3.912445429,16.11770166,139.686,1207,652,
,,,,,,,1347,701,
,,,,,,,1333,724,
,,,,,,,1233,740,
,,,,,,,1087,750,
,,,,,,,1071,789,
FJ170624-002,impatiens,W,JL,3.960861442,20.86103318,139.393,1066,640,its.large.tilt
,,,,,,,1215,739,
,,,,,,,1206,756,
,,,,,,,1066,748,
,,,,,,,905,731,
,,,,,,,859,773,
FJ170624-004,impatiens,W,JL,3.652490563,16.16355128,140.274,1222.667,672.333,its.large.tilt
,,,,,,,1343.333,754.333,
,,,,,,,1334,771,
,,,,,,,1235.333,769,
,,,,,,,1072.667,753.667,
,,,,,,,1047.333,783.667,
FJ170624-005,impatiens,W,JL,4.868227124,18.20662113,140.191,1130,666.667,
,,,,,,,1288.667,726,
,,,,,,,1271.333,750.667,
,,,,,,,1158,769.333,
,,,,,,,986.667,782,
,,,,,,,966,828.667,
FJ170703-037,borealis,Q,JL,7.267351325,,139.004,1394,501,its.slight.tilt
,,,,,,,1603,637,
,,,,,,,1583,674,
,,,,,,,1392,686,
,,,,,,,1149,667,
,,,,,,,1089,739,
FJ170703-038,vagans,W,JL,4.769432985,18.72725283,139.708,1035.667,705.667,its.large.tilt
,,,,,,,1207.667,795.667,
,,,,,,,1197,816.333,
,,,,,,,1058.333,818.333,
,,,,,,,864.333,803,
,,,,,,,833,847,
FJ170703-039,bimaculatus,W,JL,4.236015374,15.59211538,139.488,1074.667,709.667,
,,,,,,,1212,779.667,
,,,,,,,1204,801,
,,,,,,,1094.667,807.667,
,,,,,,,933.333,805.667,
,,,,,,,906,846.333,
FJ170703-041,ternarius,W,JL,3.996598812,15.57269294,140.486,1109.667,561.667,
,,,,,,,1221.667,633,
,,,,,,,1208.333,650.333,
,,,,,,,1111,649,
,,,,,,,970.333,631.667,
,,,,,,,947,667.667,
FJ170703-042,impatiens,W,JL,3.877909945,14.18176552,140.865,1065.667,481,its.large.tilt
,,,,,,,1185.667,568.333,
,,,,,,,1175.667,586.333,
,,,,,,,1077.667,578.333,
,,,,,,,897.667,551,
,,,,,,,874.333,587,
FJ170703-044,impatiens,W,JL,4.616495003,,139.349,1184,539,
,,,,,,,1321,641,
,,,,,,,1308,657,
,,,,,,,1189,645,
,,,,,,,1019,621,
,,,,,,,982,658,
FJ170703-045,bimaculatus,W,JL,3.721191251,,140.047,1267.333,651.333,its.large.tilt
,,,,,,,1400.667,716.667,
,,,,,,,1391.333,738.667,
,,,,,,,1290,744.667,
,,,,,,,1140,749.333,
,,,,,,,1106.667,788.667,
FJ170703-045a,bimaculatus,W,JL,,,139.821,1301,578,
,,,,,,,1459,659,
,,,,,,,1446,676,
,,,,,,,1313,677,
,,,,,,,1157,677,
,,,,,,,1115,717,
FJ170703-048,ternarius,W,JL,5.050364419,22.23675976,138.937,1057.333,583.333,its.large.tilt
,,,,,,,1167.333,642,
,,,,,,,1161.333,657.333,
,,,,,,,1064,662.667,
,,,,,,,932.667,656,
,,,,,,,912.667,685.333,
FJ170706-007,vagans,W,JL,4.625702976,17.12017789,139.592,1195.333,620.333,its.large.tilt
,,,,,,,1333.333,692.333,
,,,,,,,1326,711.667,
,,,,,,,1212,715,
,,,,,,,1054,703.667,
,,,,,,,1026.667,747,
FJ170706-008,vagans,W,JL,4.305669334,18.2434454,141.158,1210.667,587,its.large.tilt
,,,,,,,1348.667,679.667,
