specimen.id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,digitizer,species.det,provisional.species,caste,its,body.length,scale,name,description
FJ190716-011,2.148249555,0.96268505,2.742215727,0.229494214,0.092836898,1.905519033,0.352601061,0.736009452,0.209924755,0.326769257,2.133124234,0.343667311,2.723865426,0.691985686,0.460282335,DRA,ternarius,ternarius,W,4.040245857,16.39460891,301.946,m01,Mentum length
FJ190724-006,2.099968865,0.89286459,2.860982618,0.223597483,0.12847007,1.852070783,0.358150713,0.732885583,0.220759571,0.310354368,1.974839126,0.425488886,2.767733236,0.596515558,0.493506663,DRA,ternarius,ternarius,W,3.118410592,15.4935152,154.811,m01,Mentum length
FJ190809-002,1.943843387,0.860265739,2.623800615,0.193219763,0.112840671,1.672652117,0.337492592,0.672766316,0.19688393,0.330794419,1.941544049,0.299489144,2.493908992,0.610045146,0.46228353,DRA,ternarius,ternarius,W,3.311960639,13.90488206,307.445,m01,Mentum length
FJ190809-004,2.015551416,0.92091588,2.644559248,0.198165618,0.0878217,1.66162423,0.353912702,0.717043387,0.200987449,0.231737318,2.035007111,0.31519534,2.584945307,0.632703139,0.433969983,DRA,ternarius,ternarius,W,4.100345255,15.47614673,305.16,m01,Mentum length
FJ190809-005,2.127271635,0.889021119,2.870295908,0.211669688,0.085999599,1.685252044,0.361969059,0.757550775,0.214293816,0.319398506,2.184020698,0.329673728,2.569184563,0.616627152,0.473307814,DRA,ternarius,ternarius,W,4.242421828,15.80833933,308.914,m01,Mentum length
FJ190809-006,2.12034399,0.899754004,2.943605709,0.214187082,0.122482499,1.739792301,0.35594063,0.818465503,0.216689708,0.214231251,2.216669679,0.244849127,2.59605712,0.636303931,0.521303017,DRA,ternarius,ternarius,W,4.256094505,14.94658535,306.55,m01,Mentum length
FJ190809-008,2.097998761,0.838131823,2.856871093,0.207248927,0.097555253,1.65651201,0.35020045,0.762994362,0.199077297,0.273468351,2.118395213,0.2689126,2.69432192,0.611620077,0.423276996,DRA,ternarius,ternarius,W,4.070088268,13.6186886,303.467,m01,Mentum length
FJ190809-009,2.031448806,0.848345314,2.658364887,0.203025074,0.103692106,1.724619074,0.361112419,0.707686498,0.203069136,0.245358434,2.006129581,0.271919983,2.53211457,0.641380412,0.447947829,DRA,ternarius,ternarius,W,3.469178965,12.51358725,315.232,m01,Mentum length
FJ190809-010,2.062466361,0.846822849,2.724130123,0.215602251,0.107306222,1.829119831,0.339933852,0.673941677,0.195681462,0.265713591,2.026907198,0.324185871,2.760799906,0.68129433,0.484638476,DRA,ternarius,ternarius,W,4.133157768,14.7012227,323.063,m01,Mentum length
FJ190809-012,2.031372815,0.781426168,2.809610443,0.200302253,0.081172852,1.913343145,0.335650549,0.765541302,0.20502875,0.225681156,2.118302721,0.253182452,2.884790119,0.611017277,0.470416919,DRA,ternarius,ternarius,W,3.699214487,14.45128018,298.955,m01,Mentum length
FJ190809-013,2.073419859,0.84803415,2.793660201,0.208092392,0.108980388,1.8492887,0.445583196,0.764556749,0.198683902,0.328148027,1.97231654,0.340403369,2.718055864,0.639391704,0.48508404,DRA,ternarius,ternarius,W,5.161640885,13.88996231,314.551,m01,Mentum length
FJ190809-014,2.038142624,0.848885307,2.816500769,0.20996602,0.093352668,1.800382404,0.324074408,0.726372595,0.21836555,0.321407509,2.089156061,0.284623135,2.596025697,0.600288398,0.433169105,DRA,ternarius,ternarius,W,3.820026505,13.86262594,321.362,m01,Mentum length
FJ190827-017b,2.227470308,NA,3.175331093,0.211805084,0.104187311,2.014644039,0.393965337,0.807307118,0.219398464,NA,2.114860064,0.320711004,3.013286192,0.680110069,0.558957744,DRA,ternarius,ternarius,W,4.135707709,17.09948063,316.074,m01,Mentum length
DRA180720-009,3.094953355,0.925740378,4.563149922,0.297979423,0.074476305,3.295975061,0.517235194,1.010184843,0.292459531,0.496587925,2.976264829,0.409297207,4.462165576,0.886594194,0.691332894,DRA,borealis,borealis,W,5.714,21.26,158.61904,m01,Mentum length
TWM180724-027,3.031183714,0.856757505,4.702837474,0.27564425,0.114404179,3.207026385,0.475619742,1.096608508,0.2511552,0.367026486,2.860891332,0.436979303,4.528248675,0.914926132,0.591742659,DRA,borealis,borealis,W,4.964,20.928,163.29421,m01,Mentum length
FJ190809-007,2.178554937,0.851309026,2.835850748,0.221503573,0.101196868,1.846818392,0.351490508,0.779227794,0.204365471,0.322833573,2.100009181,0.252939878,2.705587704,0.662833277,0.494209771,DRA,ternarius,ternarius,W,4.208,14.294,310.74677,m01,Mentum length
FJ190827-018,2.380739272,0.942059042,3.07563243,0.22178408,0.107707853,2.040763954,0.341151935,0.776637886,0.197815613,0.270670737,2.321833382,0.305372107,2.917651802,0.658788085,0.567504341,DRA,ternarius,ternarius,W,4.501412065,18.26159722,315.608,m01,Mentum length
FJ190827-019,2.26893247,0.999666007,3.056677299,0.215592503,0.058777243,2.020328889,0.354949293,0.823148128,0.183270027,0.345638479,2.31509974,0.40827531,3.090882943,0.730682228,0.465872164,DRA,ternarius,ternarius,W,4.249313281,18.31611267,307.551,m01,Mentum length
JL190619-001,2.130367402,0.885571746,3.015228288,0.219375628,0.115307701,1.712839052,0.37106528,0.846450877,0.234652056,0.320930778,2.075845995,0.325950173,2.759936729,0.687382539,0.439087228,DRA,ternarius,ternarius,W,4.262662477,17.73905489,316.574,m01,Mentum length
FJ190619-006,2.24550834,1.037586922,3.015906351,0.239543451,0.121609798,1.826305742,0.427858681,0.809566362,0.22312945,0.36657804,2.003254803,0.303912637,2.797881952,0.797669092,0.624906285,DRA,terricola,terricola,W,4.78197102,19.96802543,166.729,m01,Mentum length
FJ190619-009,2.247730842,1.083805755,3.084156274,0.244958604,0.118167171,1.854483766,0.359617565,0.907553942,0.232458096,0.353907506,2.151668821,0.310245685,2.814580991,0.792146414,0.470234368,DRA,terricola,terricola,W,4.88796576,18.19281733,304.862,m01,Mentum length
FJ190628-001,2.282970212,0.95231213,2.785688319,0.26082326,0.140866052,1.6407502,0.409201211,0.68984882,0.266358605,0.369650075,1.987495308,0.324399251,2.732622466,0.720319913,0.503517953,DRA,terricola,terricola,W,4.901665955,16.82465054,312.21,m01,Mentum length
FJ190724-002,2.255987816,1.023575358,2.885366602,0.247864633,0.116405083,1.866142525,0.427135978,0.841896104,0.215241164,0.340326193,2.139544565,0.374153378,2.728299421,0.688691424,0.484012116,DRA,terricola,terricola,W,4.207281652,18.01213246,147.244,m01,Mentum length
FJ190724-003,2.369463021,1.076483063,2.946729324,0.24292931,0.107642906,1.979882435,0.400506879,0.831830851,0.24185555,0.396102114,2.329930778,0.422298147,2.886206177,0.740297304,0.5284544,DRA,terricola,terricola,W,5.345313041,17.88439247,151.831,m01,Mentum length
JL190619-008,2.250894814,1.019957104,2.977666308,0.255320648,0.118371404,1.741307255,0.389504603,0.797762552,0.2544107,0.381432415,2.033547044,0.302247405,2.648413542,0.696940374,0.489402292,DRA,terricola,terricola,W,3.935366082,18.9588665,303.292,m01,Mentum length
JL190628-002,2.189162571,0.877967677,3.039972291,0.241164201,0.116672058,2.051897723,0.389422656,0.791246698,0.230480894,0.383688289,2.205742288,0.322636945,2.942546527,0.70477301,0.526060144,DRA,terricola,terricola,W,3.907283908,15.35557616,301.709,m01,Mentum length
JL190628-006,2.226168766,1.020368088,2.761000305,0.256166336,0.12556373,1.648972191,0.434922637,0.825108204,0.266588462,0.293473415,2.124933523,0.365937877,2.528486309,0.692014151,0.588882744,DRA,terricola,terricola,W,4.984433529,20.36877489,308.676,m01,Mentum length
JL190703-009,2.307185971,1.077670906,3.413498336,0.266172507,0.119816735,2.01914045,0.424515345,0.929493486,0.226658562,0.387871335,2.393176456,0.328174186,3.07439551,0.822135817,0.561462455,DRA,terricola,terricola,W,5.502543927,16.73642106,160.805,m01,Mentum length
JL190703-010,2.313505406,1.059373637,3.025543134,0.263251937,0.114404113,1.894023656,0.42390957,0.858268812,0.259335376,0.373738345,2.153296936,0.405466038,2.933313524,0.747392667,0.610169954,DRA,terricola,terricola,W,4.718791544,18.94342794,157.337,m01,Mentum length
JL190711-005,2.42595373,1.134222985,3.015931396,0.242711667,0.123773469,1.83130779,0.389911611,0.845917075,0.250283084,0.375489388,2.20898318,0.408674481,2.860857392,0.732917592,0.543891952,DRA,terricola,terricola,W,4.720923671,22.71402858,158.504,m01,Mentum length
JL190711-006,2.4366107,1.077764422,3.192422581,0.247972021,0.143013736,2.013021338,0.376065678,0.836041052,0.265653858,0.399885122,2.430183493,0.368428935,3.047060532,0.751195306,0.629597276,DRA,terricola,terricola,W,4.685130041,17.8666108,153.902,m01,Mentum length
JL190724-001,2.334380924,1.049729141,2.97910538,0.237569723,0.116926774,1.898204384,0.390910111,0.83866081,0.232498104,0.33656514,2.311491608,0.396961899,2.795774745,0.74613536,0.582467441,DRA,terricola,terricola,W,4.903914796,17.44882568,156.871,m01,Mentum length
MY180703-003,2.515726284,1.10532682,3.341175344,0.271155437,0.121143094,1.981631382,0.450769425,0.885023578,0.289451719,0.353517165,2.413163366,0.391616999,3.04342344,0.854465264,0.592001176,DRA,terricola,terricola,W,4.326,21.877,214.6928,m01,Mentum length
MY180703-005,2.29178301,0.963211644,3.006975054,0.264162332,0.117836861,1.84799209,0.428274873,0.880636401,0.284608501,0.329751087,2.186034073,0.294362715,2.812040711,0.676604492,0.501242557,DRA,terricola,terricola,W,4.56,18.668,231.63117,m01,Mentum length
FJ190724-001,2.412621286,0.989999702,3.505927236,0.222457805,0.122856322,2.393712152,0.303432795,0.871909761,0.228222605,0.406343362,2.495308308,0.404420692,3.337593679,0.554741237,0.492682545,DRA,,vagans,M,3.54220357,15.491854,134.022,m01,Mentum length
JL190806-001,2.86540073,0.865008017,4.499704038,0.242712676,0.10691302,3.015242357,0.328897781,0.939292961,0.192345863,0.311765587,3.001814465,0.414710227,4.118927154,0.834136849,0.608439654,DRA,,cf vagans,M,5.056621985,18.82433467,218.913,m01,Mentum length
HFN190709-002,3.043999892,1.102157103,NA,0.268581494,NA,2.930654446,0.463319838,1.047440104,0.256353909,NA,3.09257107,0.567972726,3.6247819,0.894522242,0.653576771,DRA,vagans,cf sandersoni,W,5.991,24.387,204.50482,m01,Mentum length
FJ190815-001,2.682025356,0.877322109,4.252147324,0.22409982,0.128518641,2.774722189,0.412516837,1.020500702,0.243205402,0.367475095,2.524124073,0.352596362,3.723049759,0.761001403,0.521831329,DRA,vagans,cf vagans,W,4.194049382,18.25465512,199.56,m01,Mentum length
FJ190815-005,2.737982182,0.949904931,4.29599621,0.239272416,0.054921785,2.859850367,0.395513018,1.013637726,0.199010897,0.34353555,2.740703545,0.269116646,3.397477631,0.74395179,0.607649245,DRA,vagans,cf vagans,W,4.575362944,17.93545823,257.496,m01,Mentum length
DRA190709-006,2.090775078,0.865084572,2.814613331,0.219971846,0.095623412,1.868013969,0.347806012,0.774233257,0.220052701,0.344207033,2.15221069,0.318825299,2.432759907,0.624642687,0.50790398,DRA,vagans,cf vagans,W,4.175311203,17.18806142,316.123,m01,Mentum length
DRA190709-008,2.233655682,0.9287809,3.137631933,0.225055699,0.101568829,1.946137671,0.358970361,0.793923174,0.193224751,0.35358694,2.343969163,0.345893288,2.953044255,0.689845752,0.5007359,DRA,vagans,cf vagans,W,4.055451822,18.12730416,308.982,m01,Mentum length
DRA190709-013,2.620591888,0.898470368,4.140159507,0.240465983,0.070724231,2.717689735,0.416458988,0.990758393,0.265312936,0.359399875,2.593757428,NA,3.848606585,0.681818415,0.482185526,DRA,vagans,cf vagans,W,4.092,16.961,152.28628,m01,Mentum length
DRA190709-014,2.04573129,0.794648384,2.863449508,0.197768794,0.090256713,2.018666856,0.314131961,0.70866415,0.197111789,NA,2.059422403,0.321337268,2.90100337,0.599684464,0.427841662,DRA,vagans,cf vagans,W,3.816196043,15.42217343,310.424,m01,Mentum length
FJ190628-002,2.222009804,0.959141006,2.815562212,0.246187828,0.106184518,1.622518955,0.326373333,0.85173126,0.263844957,0.367564535,2.267139192,0.342161155,2.760226502,0.751856734,0.546024827,DRA,terricola,cf vagans,W,4.655862903,18.04695928,314.17,m01,Mentum length
FJ190703-001,2.24397707,0.901528112,3.63403891,0.24425623,0.111244896,2.073977201,0.364491218,0.761258638,0.201295545,0.334087334,2.269773322,0.382295637,2.89518074,0.651118077,0.539061224,DRA,vagans,cf vagans,W,3.506968667,17.42931989,152.816,m01,Mentum length
FJ190703-002,2.231237235,0.876275783,3.123919334,0.23396417,0.114783117,1.767523021,0.325033399,0.795015315,0.219993255,0.387839678,2.308294199,0.325613599,2.937705103,0.695842506,0.567748669,DRA,vagans,cf vagans,W,4.046042623,16.75721241,306.894,m01,Mentum length
FJ190703-007,2.432091855,1.037670614,3.663469309,0.238693987,0.123462071,2.153792131,0.383513546,0.963803112,0.237677041,0.425006863,2.631899934,0.431831925,3.334712742,0.764654903,0.572523054,DRA,vagans,cf vagans,W,4.380654766,15.36548883,160.274,m01,Mentum length
FJ190703-009,2.413654145,0.985851563,3.518464532,0.230573066,0.125593432,2.100936381,0.394023324,0.9325375,0.22466836,0.313976177,2.417657994,0.422000305,3.280443774,0.733386357,0.518771431,DRA,perplexus,cf vagans,W,4.505506592,19.21960979,308.603,m01,Mentum length
FJ190703-012,2.416098112,0.983730519,3.476531899,0.236127967,0.121629998,2.216371089,0.425170054,0.890592877,0.242979159,0.387868747,2.531073385,0.391159981,3.207213901,0.614516321,0.545431628,DRA,vagans,cf vagans,W,4.581926329,18.99997086,296.436,m01,Mentum length
FJ190709-001,2.301350463,0.831925589,3.012603112,0.212355682,0.095716616,2.007740345,0.324735347,0.78706032,0.182650589,0.327956903,2.123046399,0.316330445,2.898031028,0.62665291,0.504423249,DRA,vagans,cf vagans,W,4.116863734,18.71097752,307.724,m01,Mentum length
FJ190709-011,2.532503297,0.88867906,3.728281862,0.279287704,0.125424546,2.35695199,0.438444352,0.982297819,0.273693865,0.411134238,2.60475159,0.505995979,3.47943366,0.805834553,0.635008115,DRA,vagans,cf vagans,W,4.307294443,22.59225076,263.093,m01,Mentum length
FJ190716-003,2.329835637,0.839082759,3.482331628,0.256157465,0.108647293,2.159713643,0.307839757,0.976250434,0.224717056,0.401935644,2.395427878,0.451416845,3.20790963,0.686112561,0.537548601,DRA,perplexus,cf vagans,W,4.073243776,16.54975355,256.323,m01,Mentum length
FJ190716-010,2.49066991,0.865741798,3.84615396,0.229693988,0.094446448,2.500875287,0.383257717,0.990159538,0.230263067,0.443554929,2.695395813,0.299353752,3.748985591,0.704070347,0.516663473,DRA,vagans,cf vagans,M,4.568948427,21.23623261,255.676,m01,Mentum length
FJ190827-001,2.955638434,0.942713016,4.846009602,0.280354175,0.115141337,3.105700546,0.439769376,1.155359562,0.265669212,0.279990137,3.032573065,0.415735841,4.53240907,0.810439777,0.690893498,DRA,vagans,cf vagans,W,4.55788866,20.1212617,252.446,m01,Mentum length
FJ190827-003,3.087359966,0.917064378,5.021270174,0.27748666,0.103581001,3.415894219,0.447433769,1.14504581,0.265722277,0.315780607,3.152403854,0.48104009,4.417533127,0.827121067,0.56502607,DRA,vagans,cf vagans,W,4.728319308,19.58359651,213.27,m01,Mentum length
FJ190827-004,3.019934686,0.872293941,4.729310829,0.26208623,0.109069351,3.287443695,0.506885537,1.0927289,0.216693841,0.321785179,2.994516249,0.358129923,4.562857887,0.869039444,0.642041996,DRA,vagans,cf bimaculatus,W,4.578058802,20.80424029,207.307,m01,Mentum length
JL190703-002,2.088115714,0.860389417,3.005305374,0.238532176,0.088424875,1.985242411,0.36862654,0.694549683,0.244097855,0.356608492,2.149919841,0.401552371,2.735301636,0.491761025,0.445652632,DRA,vagans,cf vagans,W,3.701778698,17.02627191,307.639,m01,Mentum length
JL190703-004b,2.282609527,0.84001069,3.156697495,0.225460104,0.122596172,2.049603422,0.364395359,0.739816964,0.21670299,0.357527917,2.221581182,0.29930539,2.984466761,0.68827175,0.494010237,DRA,vagans,cf vagans,W,4.305259534,16.75474852,300.269,m01,Mentum length
JL190710-001,2.495636998,0.933673594,3.647734703,0.25592998,0.113847821,2.298986558,0.436539733,1.0478248,0.219458163,0.400757284,2.520871878,0.398597905,3.36017191,0.698589111,0.55995662,DRA,perplexus,cf vagans,W,4.421286347,20.69498476,254.726,m01,Mentum length
JL190716-003,2.103300649,0.780726281,2.943008893,0.190522687,0.103763247,1.830446189,0.305421976,0.759984794,0.209774717,0.318910512,2.207699375,0.272457933,2.638538816,0.458291375,0.394198909,DRA,vagans,cf vagans,W,3.715591025,14.96202854,299.223,m01,Mentum length
JL190716-005b,1.962948578,0.755787992,2.853096336,0.191820327,0.085024743,1.823142479,0.33903715,0.703301319,0.184197168,0.284762536,1.874760912,0.290621636,2.69248731,0.559964334,0.4587573,DRA,vagans,cf vagans,W,,,314.026,m01,Mentum length
JL190724-006,2.426970038,0.999586325,3.475067845,0.233577076,0.133166014,2.156208536,0.418065209,0.844160635,0.197077849,0.387472285,2.528723692,0.426359907,3.205733006,0.748621689,0.605638771,DRA,vagans,cf vagans,W,3.794047963,17.40393428,137.741,m01,Mentum length
JL190809-003,2.279805699,0.763108492,3.134544269,0.220228089,0.114495718,2.181867315,0.368280451,0.751934163,0.215060193,0.339540652,2.379964528,0.372026343,3.135015771,0.698799116,0.515305951,DRA,vagans,cf vagans,W,4.117207916,16.33525713,302.777,m01,Mentum length
JL190809-005,2.72553843,0.869090526,4.223422284,0.239017238,0.096144305,2.77032222,0.38013836,0.95981808,0.209270257,0.3640519,2.830821611,0.386973307,3.974565247,0.751395074,0.504860711,DRA,vagans,cf vagans,W,4.207972083,17.80338638,242.195,m01,Mentum length
JMS190709-001,2.127850421,0.891602327,3.109414944,0.259090705,0.142112587,1.992177323,0.35214583,0.748925992,0.203079307,0.364794296,2.331843523,0.30007892,2.836588143,0.666032393,0.44503418,DRA,vagans,cf vagans,W,3.869364213,17.91755483,160.036,m01,Mentum length
MM190709-001,2.232966174,0.786204223,2.918634227,0.204309137,0.114607976,1.905496318,0.352040452,0.769140203,0.175855545,0.359263945,2.173511639,0.357187926,2.742915543,0.610717365,0.444744276,DRA,vagans,cf vagans,W,3.793166626,17.83949057,303.374,m01,Mentum length
MT190709-001,2.314048561,0.869274831,3.136871788,0.202057125,0.116550494,1.981348394,0.362249316,0.715600062,0.201545784,0.379722758,2.369080366,0.350401861,2.889581701,0.681722641,0.584632738,DRA,vagans,cf vagans,W,4.033774699,18.34809751,153.909,m01,Mentum length
PF190709-001,2.283934005,0.891057305,3.103525441,0.217819018,0.095178715,1.993304912,0.374295403,0.809198741,0.213776259,0.344887909,2.291022418,0.365263413,2.851383438,0.676019962,0.491918892,DRA,vagans,cf vagans,W,4.010070567,14.53396301,158.8,m01,Mentum length
PF190718-001,2.558603893,1.014305412,3.527447183,0.244132713,0.127946364,2.29404196,0.366753451,0.951534479,0.201202453,0.367598438,2.575157737,0.379620274,3.348676707,0.735196875,0.562033088,DRA,vagans,cf vagans,W,4.130249978,16.25547884,122.641,m01,Mentum length
PF190724-006,2.400900113,1.004922924,3.392688755,0.233505109,0.119218991,2.247348521,0.354283741,0.793346204,0.232453294,0.362590368,2.539392376,0.332592298,3.210916746,0.718390534,0.534655236,DRA,vagans,cf vagans,W,4.272229783,18.97033069,134.672,m01,Mentum length
FJ190703-004,2.958094147,1.205956601,4.268113714,0.307867751,0.149022496,2.856033578,0.532188037,0.975342172,0.256550987,0.479939201,3.168843059,0.391005708,4.08892939,0.875811858,0.652915617,DRA,,cf vagans,Q,5.469556065,21.52559399,209.544,m01,Mentum length
DRA190709-009,2.457058449,0.88312828,3.479154785,0.240082454,0.12179865,2.331690875,0.336609471,0.823907583,0.216313884,0.382432259,2.308452083,0.305400849,3.167492922,0.656274248,0.542408146,DRA,vagans,cf vagans,M,3.52150413,18.23129988,157.179,m01,Mentum length
JL190703-001,2.969775167,1.187242775,4.128140803,0.266049286,0.148708635,2.674282022,0.483954531,0.895176572,0.220325897,0.495476865,3.069277867,0.55387569,3.86641383,0.878214476,0.612057749,DRA,,cf vagans,Q,5.189541252,21.85940799,206.998,m01,Mentum length
JL190619-002,2.142171593,0.864826619,2.729594052,0.221483634,0.113820819,1.643436017,0.32575455,0.674453047,0.238645838,0.28397598,2.028605496,0.301684897,2.615295239,0.649565163,0.479668434,DRA,ternarius,ternarius,W,4.022332718,17.46983835,312.577,m01,Mentum length
JL190619-007,2.24471779,0.835099044,3.02465027,0.234684302,0.126175797,1.931072982,0.389471338,0.773153182,0.244013121,0.320258387,2.246399289,0.326767442,2.6899544,0.676102844,0.37979616,DRA,ternarius,ternarius,W,4.106724036,17.37801013,312.941,m01,Mentum length
JL190619-010,2.143663491,0.869979305,2.820954918,0.207424818,0.107452348,1.772660413,0.34258266,0.737395677,0.216318424,0.2538424,2.180286446,0.324982544,2.82663024,0.65597708,0.423269571,DRA,ternarius,ternarius,W,4.088422893,16.95784212,310.215,m01,Mentum length
JL190628-001,2.07641212,0.862747563,3.058899218,0.207380849,0.111768871,1.881082323,0.344718425,0.701559023,0.230446968,0.361307947,2.187948533,0.309200497,2.81674131,0.629155564,0.462699948,DRA,ternarius,ternarius,W,3.872695844,16.20474329,313.132,m01,Mentum length
JL190703-005,2.210178829,0.988163605,2.906872538,0.22968479,0.120176489,1.898154894,0.290873279,0.763243821,0.224767022,0.370218677,2.188986765,0.423060897,2.828008113,0.673520678,0.586649115,DRA,ternarius,ternarius,W,4.042851311,17.13522261,153.834,m01,Mentum length
JL190703-006,2.100390624,0.932460726,2.748058967,0.223550853,0.097104299,1.832674765,0.351002626,0.717620385,0.220182974,0.310785296,2.216631363,0.369762108,2.707522002,0.605638164,0.408182531,DRA,ternarius,ternarius,W,3.670808725,19.99203011,158.055,m01,Mentum length
JL190703-011,2.111214467,0.934532474,2.568664558,0.222522531,0.114616639,1.798237509,0.366815806,0.691584139,0.22781485,0.299291572,2.217796641,0.296056944,2.571869253,0.719473657,0.555581755,DRA,ternarius,ternarius,W,3.310388184,16.55741627,152.676,m01,Mentum length
JL190711-001,2.123356828,0.934237454,2.800720406,0.22393918,0.107148478,1.890875704,0.373448473,0.703030762,0.213784786,0.293506099,2.182652594,0.42990206,2.716713421,0.648877687,0.474584984,DRA,ternarius,ternarius,W,3.664677013,16.55421453,298.651,m01,Mentum length
JL190716-001,2.078156644,0.898444347,2.691999231,0.202504354,0.099936906,1.752682541,0.339217153,0.674117461,0.208608837,0.275072855,1.960868315,0.347323904,2.580772559,0.640388294,0.48017013,DRA,ternarius,ternarius,W,3.739446411,15.73362433,161.347,m01,Mentum length
JL190716-002,1.97014667,0.863441189,2.618634851,0.199784289,0.097568197,1.544455219,0.34342649,0.685620438,0.204766314,0.332970825,2.064101429,0.229561961,2.521540772,0.512030034,0.449361967,DRA,ternarius,ternarius,W,3.820895522,15.21150733,157.155,m01,Mentum length
JL190716-006,2.253144649,0.971904841,3.111030266,0.228436961,0.138206785,1.937137313,0.36906452,0.708189279,0.221788821,0.323058649,2.287685795,0.290718883,2.89331758,0.662444869,0.517503012,DRA,ternarius,ternarius,W,4.026626016,18.77887119,150.233,m01,Mentum length
JL190716-007,1.878393564,0.804407895,2.452325516,0.209647632,0.085677365,1.580553919,0.327216125,0.650842013,0.219542861,0.288443559,1.998542168,NA,2.446690669,0.526275759,0.419644391,DRA,ternarius,ternarius,W,3.496858609,16.17474716,311.634,m01,Mentum length
JL190716-008,2.107548007,0.943983982,2.800660703,0.210316544,0.121123742,1.682579933,0.34294003,0.716256463,0.235460036,0.343785244,2.157586157,0.327077854,2.676473823,0.660458845,0.447738524,DRA,ternarius,ternarius,W,3.983727938,15.80038517,298.031,m01,Mentum length
JL190716-009,1.713441754,0.677588298,2.033949998,0.172600405,0.061004392,1.350254913,0.290171952,0.503517279,0.166677122,0.270146843,1.724170252,0.239281911,2.098923553,0.54742734,0.367067034,DRA,ternarius,ternarius,W,4.842972418,20.16493871,309.09545,m01,Mentum length
JL190724-002,2.342864163,1.047188322,3.058125106,0.209138474,0.129555264,2.003114098,0.365107841,0.756670347,0.190414015,0.340882407,2.383655604,NA,2.903813059,0.636163789,0.506414292,DRA,ternarius,ternarius,W,4.415349985,15.25223119,158.521,m01,Mentum length
JL190724-004,2.275488411,0.960047798,3.081360537,0.213508503,0.108132954,1.957932296,0.395037432,0.717300393,0.229427693,0.313545968,2.386890478,0.308312479,2.912627344,0.688096489,0.524589452,DRA,ternarius,ternarius,W,3.95985727,16.12122515,150.007,m01,Mentum length
JL190724-005,2.19535098,0.896274366,2.758731788,0.22093739,0.084771226,1.844598217,0.347710814,0.694980344,0.209327619,0.308131437,2.203845265,0.339670874,2.761654547,0.622319518,0.485531839,DRA,ternarius,ternarius,W,3.351557083,15.71945997,159.24,m01,Mentum length
JL190809-001,2.028622645,0.899680842,2.742441633,0.185057285,0.084178924,1.76527899,0.335560542,0.652657158,0.214411336,0.315922593,2.048448724,0.319607315,2.502218837,0.67164159,0.436228698,DRA,ternarius,ternarius,W,3.54655647,14.08792134,302.609,m01,Mentum length
JL190809-002,2.087753308,0.874352319,2.752458606,0.190499685,0.096697455,1.843937153,0.303583858,0.608618794,0.170097908,0.222416047,2.227283392,0.358333323,2.651599011,0.641143208,0.462506615,DRA,ternarius,ternarius,W,3.842310846,16.64336896,317.44,m01,Mentum length
JL190809-004,2.077703575,0.828334439,2.805895771,0.218214469,0.103094991,1.870317403,0.311756327,0.692552462,0.189612724,0.280222859,2.251253614,0.249703359,2.615172006,0.624941789,0.461408373,DRA,ternarius,ternarius,W,3.717006783,15.09278439,304.408,m01,Mentum length
JL190809-006,2.297178227,0.899628699,2.841750493,0.229221996,0.127458812,1.975179915,0.357926696,0.734631402,0.211697553,0.347549,2.370035469,0.347380755,2.889403691,0.701419408,0.489618382,DRA,ternarius,ternarius,W,3.891659445,17.38042159,303.366,m01,Mentum length
JL190809-007,1.955396714,0.820965426,2.650506288,0.194409044,0.072925249,1.787865774,0.307387656,0.661941816,0.179240324,0.254570507,2.024007306,0.259673783,2.467057545,0.608366652,0.433503537,DRA,ternarius,ternarius,W,3.397214956,13.43358148,349.307,m01,Mentum length
MY190619-003,2.341859796,0.916235313,3.033903314,0.21936779,0.148120337,1.938977326,0.387237993,0.766421746,0.236396519,0.324439091,2.323477279,0.36088329,2.852213995,0.690380877,0.561992242,DRA,ternarius,ternarius,W,3.506699781,15.86588249,158.555,m01,Mentum length
FJ190628-008,2.675557627,0.906523463,NA,0.234796596,NA,2.377536411,0.473147437,0.889028673,0.243229832,0.387259474,2.746046533,0.392941378,3.766710114,0.769364478,0.565168761,DRA,bimaculatus,bimaculatus,W,4.263,18.431,260.60101,m01,Mentum length
FJ190822-008,2.635944822,0.872164013,NA,0.217888247,NA,2.687287084,0.433597569,0.8624894,0.191344705,NA,2.827678789,0.290431541,NA,0.629819955,0.500783745,DRA,,bimaculatus,M,3.987,18.367,245.07958,m01,Mentum length
JL190731-005,2.774315097,0.944002565,4.263737405,0.247216031,0.111217882,2.909386832,0.486937649,1.024381543,0.238800537,0.405985795,2.891273953,0.36921596,3.913399386,0.763703321,0.62624719,DRA,bimaculatus,bimaculatus,W,4.693,18.362,103.12883,m01,Mentum length
PF190709-006,3.420884938,1.344060315,5.167755023,0.317281614,0.19228873,2.545257526,0.496356274,0.953895267,0.276744447,0.593394443,3.398401447,0.6368663,4.580175446,0.8207813,0.755960138,DRA,impatiens,impatiens,Q,6.963,31.95,95.38999,m01,Mentum length
DRA190709-005,2.314781744,0.86805323,NA,0.238870399,NA,2.093724807,0.400755961,0.453260674,0.218030184,NA,2.332046828,0.287333805,3.009266232,0.642474224,0.488679991,DRA,impatiens,impatiens,W,4.735,18.494,313.37872,m01,Mentum length
