specimen.id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,digitizer,species.det,provisional.species,caste,its,body.length,scale,name,description
JL190703-013,2.117507197,0.789421035,3.458122494,0.221447152,0.102813407,2.237913317,0.383273482,0.778565124,0.190621855,0.329108831,2.146526486,0.317459056,3.042332421,0.657395988,0.509501717,DRA,bimaculatus,bimaculatus,W,3.703,16.239,319.31176,m01,Mentum length
JL190716-005a,2.051544374,0.672186636,3.12239136,0.199701224,0.084952108,2.038862891,0.382639925,0.758226267,0.184654282,0.376309261,2.053439992,0.327025643,3.041943628,0.630420877,0.449827228,DRA,bimaculatus,bimaculatus,W,3.739,14.166,318.04402,m01,Mentum length
JL190724-003,2.635621406,0.988378569,4.486341532,0.248614746,0.159799361,2.977378978,0.432243946,0.988811368,0.253721316,0.312058228,2.717073536,0.438271106,4.091428283,0.807722049,0.569106149,DRA,bimaculatus,bimaculatus,W,4.657,18.392,109.28861,m01,Mentum length
JL190731-004,3.009938003,1.006299239,5.061427664,0.260021406,0.172116525,3.328474358,0.358501906,1.138516586,0.26312318,0.401219269,2.908594617,0.370824342,4.512402065,0.879827014,0.628601901,DRA,bimaculatus,bimaculatus,W,5.139,19.413,103.35376,m01,Mentum length
JL190806-004,2.662533638,0.976987845,4.339314435,0.25046709,0.1360041,2.921787329,0.474619318,1.043836855,0.243410265,0.414174219,2.812863156,0.403243497,3.926488347,0.791984483,0.546040411,DRA,bimaculatus,bimaculatus,W,4.297,19.267,242.52835,m01,Mentum length
JL190806-008,2.78757382,0.977282665,4.51104141,0.252048382,0.139920173,2.988028383,0.436459784,1.049333095,0.233660973,0.445784894,2.911459289,0.346245008,4.24923592,0.868701025,0.597472326,DRA,bimaculatus,bimaculatus,W,4.767,19.691,201.01962,m01,Mentum length
LMB190715-001,2.875581518,1.102821945,4.825078505,0.248339284,0.12205165,2.990530098,0.436133376,1.077670742,0.231279137,0.399375542,2.942592655,0.406838867,4.295813946,0.809571095,0.496678618,DRA,bimaculatus,bimaculatus,W,5.107,22.65,197.99888,m01,Mentum length
MY190619-002,2.533380644,0.8404444,4.0095372,0.232061111,0.128142135,2.538947056,0.413369033,0.970785164,0.245830209,0.33508345,2.476560518,0.34495744,3.438668227,0.706455523,0.502299406,DRA,bimaculatus,bimaculatus,W,4.234,19.75,258.58848,m01,Mentum length
MY190621-001,2.446392855,0.956457965,4.230492849,0.246545405,0.125652801,2.637173464,0.407456522,1.025300461,0.261301783,0.358852349,2.403013846,0.379329841,3.75431645,0.697014099,0.543069003,DRA,bimaculatus,bimaculatus,W,3.936,17.23,235.60796,m01,Mentum length
MY190621-002,2.371435808,0.939247779,3.975666903,0.21963239,0.113175492,2.485287651,0.395979126,0.919996993,0.247642834,0.363506526,2.453452125,0.448940508,3.525437965,0.724472262,0.548608577,DRA,bimaculatus,bimaculatus,W,4.216,18.265,246.45486,m01,Mentum length
PF190709-008,2.771217521,0.996364465,4.242038165,0.292107191,0.156483923,2.417222537,0.473052825,1.058825158,0.274840524,0.379259622,2.759634302,0.471835724,3.816792395,0.840808989,0.596284784,DRA,bimaculatus,bimaculatus,W,4.552,21.459,251.75385,m01,Mentum length
PF190709-009,2.430188122,0.981839065,4.035439632,0.228779684,0.099172569,2.596971038,0.382373669,0.955116673,0.184929909,0.401874328,2.452475139,0.379883084,3.726673509,0.735806141,0.492447928,DRA,bimaculatus,bimaculatus,W,4.248,17.896,259.65789,m01,Mentum length
PF190724-001,2.953971302,1.249966216,5.085222382,0.283998368,0.158291775,3.352873404,0.449040791,1.055782897,0.281827623,0.444458681,3.168279201,0.41209953,4.658611863,0.858934639,0.597298589,DRA,bimaculatus,bimaculatus,W,5.58,24.069,104.19,m01,Mentum length
PF190724-008,2.444387799,0.95148228,4.051488567,0.178945613,0.077010495,2.764835382,0.350508965,0.923766823,0.194131082,0.382113293,2.390303168,0.345965723,3.62570356,0.651204463,0.554886727,DRA,bimaculatus,bimaculatus,W,4.141,18.397,153.15497,m01,Mentum length
FJ190809-011,1.756756522,0.734156089,2.551390297,0.180832553,0.078995251,1.683652283,0.315298259,0.647805603,0.182071845,NA,1.917493524,0.231384345,2.35499239,0.467141683,0.381975977,DRA,fervidus,cf borealis,W,3.441106384,13.91595619,308.00649,m01,Mentum length
FJ190703-003,3.717809058,1.375011365,6.26826315,0.36076966,0.173567247,4.381023935,0.587811045,1.306527146,0.287561455,0.501086229,3.82556417,0.554440047,5.730367111,0.97231143,0.864926568,DRA,cf borealis,borealis,WQ,6.075,22.34,85.02353,m01,Mentum length
JL190628-003,3.756276466,1.258610396,6.177234566,0.336157451,0.127354167,4.345789058,0.504012103,1.200283568,0.287282511,0.480295092,3.706638133,0.525853831,5.624394558,1.03860606,0.679435486,DRA,borealis,cf borealis,Q,6.891,21.805,91.42088,m01,Mentum length
MY190619-004,3.801549608,1.352636804,5.921043944,0.336560146,0.137440322,3.984616731,0.43493477,1.2289814,0.261075314,0.487412961,4.106587003,0.438824497,5.464202937,1.044142241,0.800413271,DRA,borealis,cf borealis,Q,6.926,27.454,81.81551,m01,Mentum length
FJ190709-002,2.763690501,1.235374585,4.948787773,0.275386855,0.115756031,3.676506684,0.506128407,1.101866349,0.258879449,NA,2.749567459,0.425382834,4.285033514,0.790614338,0.56910285,DRA,borealis,cf borealis,W,5.056,22.899,108.33077,m01,Mentum length
FJ190809-003,2.812892833,1.021425455,4.828662136,0.285814663,0.10181725,3.219309417,0.55066098,1.06350296,0.266724285,0.448024814,2.874606763,0.373545852,4.17574874,0.816176745,0.601325447,DRA,borealis,cf borealis,W,5.207,19.825,196.43037,m01,Mentum length
FJ190827-002,3.349373106,1.014493809,5.400917037,0.277307038,0.101133973,3.409109335,0.522565005,1.061684621,0.281121137,0.414932478,3.528026837,0.346197446,5.058449908,0.933443625,0.601331215,DRA,borealis,cf borealis,W,5.551664494,23.475,200.15994,m01,Mentum length
FJ190827-005,3.126147227,1.026744651,5.252319132,0.29263901,0.124347677,3.536338839,0.46589961,1.089519471,0.259575871,0.46213135,3.171214795,0.42322961,4.809331107,0.994004433,0.621697493,DRA,borealis,cf borealis,W,5.561463982,24.94417327,209.09116,m01,Mentum length
FJ190827-007,3.173041995,1.141159739,5.473280622,0.304414426,0.104063743,3.5075225,0.505956444,1.106574494,0.254472864,0.36903579,3.239426238,0.458821798,4.935037591,0.879690981,0.560219014,DRA,borealis,cf borealis,W,5.575,19.273,172.2353,m01,Mentum length
JL190619-006,3.322870889,1.160698305,5.592920026,0.350366153,0.155048428,3.931591499,0.531811905,1.079157903,0.271171966,0.47686607,3.183020811,0.405686781,5.010686789,1.011679856,0.757356301,DRA,borealis,cf borealis,W,6.146,26.31,90.39666,m01,Mentum length
PRM190709-001,2.771520919,1.086245587,4.897999158,0.219718332,0.142164956,3.329123919,0.445974182,1.015232177,0.260879732,0.446410974,3.024289926,0.502134462,4.291904314,0.817379294,0.600466936,DRA,borealis,cf borealis,W,4.955,20.119,151.00993,m01,Mentum length
FJ190711-001a,3.538008691,1.342670273,5.866123113,0.338377362,0.142920875,4.239892839,0.55461536,1.125584615,0.276670619,0.432405535,3.73971593,0.394982013,5.078307476,1.022430119,0.757962694,DRA,borealis,cf fervidus,Q,7.104,36.347,178.53851,m01,Mentum length
AOI190709-001,2.691624443,0.950429037,4.15097256,0.264006254,0.082042189,2.740169261,0.45259468,1.022567296,0.2289731,0.41535671,2.496918751,0.351272595,3.91383486,0.732250815,0.540081978,DRA,borealis,cf fervidus,W,4.687,18.18,240.09257,m01,Mentum length
FJ190709-003,2.597260976,0.935367334,3.797873247,0.258425939,0.095831489,2.516913673,0.425814708,0.873848161,0.216902146,0.394747483,2.54935493,0.343341737,3.592503849,0.746906026,0.524230365,DRA,borealis,cf fervidus,W,4.386216547,18.99150626,224.77643,m01,Mentum length
FJ190827-009,2.9844994,1.068658968,4.895554789,0.309202509,0.081416217,3.400503499,0.570696711,0.98829869,0.232386323,0.450021096,3.070057738,0.349787143,4.068483903,0.756832783,0.444236503,DRA,borealis,cf fervidus,W,4.507,19.801,200.04,m01,Mentum length
FJ190827-017a,2.939059614,0.967055566,4.79807748,0.288539921,0.08948724,3.390018431,0.481605009,1.022260835,0.218844542,0.351777467,3.042074942,0.406152219,4.430491555,0.899420252,0.572564443,DRA,borealis,cf fervidus,W,4.891,21.755,212.61467,m01,Mentum length
DRA190824-005,2.242157386,0.877147268,3.497942948,0.238373283,0.126164113,2.134613144,0.356874302,0.790671417,0.252047875,0.293791454,2.416137554,0.2568114,3.228066297,0.764023327,0.454891192,DRA,impatiens,impatiens,M,4.157562138,17.19849035,296.66479,m01,Mentum length
DRA190815-002,2.147543904,0.905859759,3.610018406,0.156532094,0.097832559,2.352627127,0.384401029,0.8271429,0.242908617,0.360470168,2.126258004,0.28545357,3.047554568,0.632121834,0.508883138,DRA,impatiens,impatiens,W,4.275624412,17.74775119,255.53865,m01,Mentum length
DRA190815-003,2.299574262,0.761444147,3.71059336,0.240925577,0.083866274,2.491966467,0.359997152,0.807726686,0.239455409,0.33238444,2.214229149,0.308365291,3.085017068,0.653604038,0.495948726,DRA,impatiens,impatiens,W,4.01207417,17.81981828,244.50949,m01,Mentum length
DRA190815-004,2.464558598,0.998192669,3.63273262,0.266799233,0.102440648,2.555901769,0.399478887,0.873562286,0.255679734,0.35567508,2.491742913,0.333145717,3.463746554,0.702409463,0.553293943,DRA,impatiens,impatiens,W,4.500044577,20.22766202,260.63853,m01,Mentum length
AOI190715-001,2.174092465,0.93038186,3.358263787,0.219218219,0.104783311,2.082344795,0.380785437,0.846328368,0.207338222,0.34643163,2.265207122,0.262650565,2.851306224,0.688510032,0.428696497,DRA,impatiens,impatiens,W,3.692388366,13.24034582,324.41674,m01,Mentum length
DRA190709-004,2.153610552,0.940039866,3.36087299,0.23602565,0.122432235,2.220618245,0.399360048,0.838613441,0.208886646,0.350447757,2.260057854,0.388377323,3.038543068,0.681370343,0.473245061,DRA,impatiens,impatiens,W,4.31,16.697,153.72414,m01,Mentum length
DRA190824-006,2.001830669,0.8082193,2.91534961,0.221809435,0.087141047,1.988021468,0.328512077,0.706625976,0.21019044,0.278201269,2.209378117,0.299403242,2.858131266,0.607946623,0.470901504,DRA,impatiens,impatiens,W,3.817879397,15.11198098,355.93008,m01,Mentum length
FJ190529-001,3.613197726,1.361594446,5.253303868,0.323547273,0.192944174,3.782276362,0.467607796,1.141201695,0.260792768,0.333539714,3.497884389,0.692636109,4.769215663,1.078698352,0.81030282,DRA,impatiens,impatiens,W,6.147381338,22.94759351,169.41206,m01,Mentum length
FJ190612-002,2.13241944,0.827374241,3.370323736,0.201597374,0.101510715,2.240169999,0.345221608,0.749429186,0.215593054,0.322527242,2.315995191,0.296268284,2.959653789,0.694520402,0.504012517,DRA,impatiens,impatiens,W,4.321,17.141,304.23675,m01,Mentum length
FJ190627-004,2.343335047,0.990952727,3.83100924,0.244599474,0.11749524,2.558114561,0.336996597,0.861295643,0.250067613,0.310669694,2.477060201,0.330270396,3.457330651,0.758476758,0.555122393,DRA,impatiens,impatiens,W,4.212,19.807,148.93548,m01,Mentum length
FJ190703-013,2.132562598,0.984159256,3.246323243,0.225260485,0.108996401,2.261478506,0.376693219,0.785604408,0.185554432,0.298084568,2.127203785,0.343661517,2.862631852,0.545731955,0.456496895,DRA,impatiens,impatiens,W,4.166,18.066,161.4779,m01,Mentum length
FJ190705-003,2.210775427,0.910532973,3.491834596,0.244004027,0.104471788,2.256548417,0.406867126,0.927001674,0.250279976,0.335428442,2.373513347,0.329829639,3.181583049,0.73559307,0.493638717,DRA,impatiens,impatiens,W,4.720565334,20.09659559,251.7181,m01,Mentum length
FJ190705-005,2.300279672,0.972562292,3.664205027,0.243524271,0.131918957,2.1738239,0.437747135,0.934807655,0.234181874,0.365519308,2.430925411,0.307034275,3.33954653,0.741670801,0.508122372,DRA,impatiens,impatiens,W,4.332,17.949,153.30435,m01,Mentum length
FJ190710-003,2.47353766,1.031148301,3.963084429,0.270091183,0.128015704,2.427750846,0.444306203,0.95414471,0.241838135,0.418265332,2.535222211,0.399211391,3.520127559,0.815194302,0.549591466,DRA,impatiens,impatiens,W,5.02,17.698,243.1497,m01,Mentum length
FJ190710-004,2.418465473,1.041556474,3.978604729,0.256169403,0.143668269,2.529068083,0.415637416,0.892451548,0.251684689,0.324031892,2.585610339,0.317014532,3.503385305,0.763080515,0.550845364,DRA,impatiens,impatiens,W,5.446,18.484,124.94443,m01,Mentum length
FJ190715-002,2.42811374,0.986393928,3.663034622,0.238432295,0.09802862,2.169540731,0.413202446,0.90776909,0.261348001,0.350682411,2.572494551,0.35914364,3.272226489,0.712395605,0.523962417,DRA,impatiens,impatiens,W,4.433,20.322,292.98464,m01,Mentum length
FJ190716-004,2.079326772,0.910115982,3.343069039,0.226323237,0.113357841,2.150502795,0.37101213,0.794960676,0.189109764,0.333241669,2.248813546,0.29165474,3.003708068,0.623066982,0.501597425,DRA,bimaculatus,bimaculatus,W,3.125,16.118,141.42136,m01,Mentum length
FJ190716-009,2.360018808,1.034373767,3.769971915,0.258621225,0.129060517,2.43031603,0.425827618,0.851029082,0.233875192,NA,2.480620859,0.328937376,3.325973008,0.761679964,0.526700493,DRA,impatiens,impatiens,W,5.141,18.325,248.80514,m01,Mentum length
FJ190814-006,2.570108728,0.997880123,3.961898276,0.249732806,0.115155714,2.373623089,0.434842718,0.888440074,0.263124823,0.348051087,2.647136545,0.436367254,3.578383452,0.760870023,0.645861239,DRA,impatiens,impatiens,W,4.875,21.493,217.79093,m01,Mentum length
FJ190814-007,2.304047304,0.927972703,3.790086734,0.23888198,0.102747029,2.480786737,0.4276588,0.914967866,0.220043875,0.268622763,2.321325686,0.392232296,3.349260567,0.604541333,0.404409618,DRA,impatiens,impatiens,W,4.78,17.611,249.61481,m01,Mentum length
FJ190814-008,2.643234471,1.025711409,4.241586971,0.257875679,0.117025741,2.657367349,0.456971293,0.875409517,0.226328625,0.395989907,2.807440537,0.446742239,3.842603822,0.811054113,0.533818158,DRA,impatiens,impatiens,W,4.821,22.784,259.8119,m01,Mentum length
FJ190822-001,2.402793107,0.924865846,3.891628088,0.243556559,0.108787257,2.587570416,0.399563262,0.938511468,0.258040015,0.383400484,2.498908522,0.4076918,3.441351073,0.744392465,0.501279951,DRA,impatiens,impatiens,W,4.743933079,14.44409535,246.34935,m01,Mentum length
FJ190822-002,2.845044589,1.042785087,6.260216053,0.275073761,0.145979926,3.211603528,0.529214237,1.02948699,0.266886477,0.336288103,2.934289234,0.41005578,3.954864293,0.820751966,0.565429417,DRA,impatiens,impatiens,W,5.09,23.187,174.49865,m01,Mentum length
FJ190827-014,2.380927987,0.947674131,3.559516965,0.225091705,0.103890855,2.289264605,0.390056572,0.86015146,0.246061579,0.256955217,2.459557091,0.36315903,3.267478116,0.720929483,0.525117403,DRA,impatiens,impatiens,W,4.804,17.507,292.65983,m01,Mentum length
FJ190827-015,2.372052433,0.983322197,3.808229164,0.241864315,0.111108808,2.329752299,0.441844756,0.879573555,0.215647492,0.321632246,2.561124337,0.259098213,3.370679905,0.765771601,0.524780222,DRA,impatiens,impatiens,W,4.49,18.872,252.36658,m01,Mentum length
FJ190827-016,2.282188566,0.900971737,3.434221409,0.232674366,0.099159936,2.274056831,0.38029976,0.858411519,0.223297233,0.212756437,2.342825582,0.358968091,3.20853292,0.714238435,0.451724034,DRA,impatiens,impatiens,W,4.533,16.274,293.15146,m01,Mentum length
FJ190828-001,2.310072326,1.03336134,3.891313384,0.22887636,0.097809758,2.388315451,0.425829311,0.902242945,0.214539993,0.312863854,2.348213562,0.336345664,3.560820223,0.723271302,0.540490362,DRA,impatiens,impatiens,W,4.867,19.483,252.92599,m01,Mentum length
FJ190828-002,2.416474715,0.98825456,4.114904705,0.267504933,0.115053797,2.920425885,0.48734234,0.934094188,0.247754956,0.355946282,2.815064771,0.408405518,3.954095071,0.885269219,0.675360597,DRA,impatiens,impatiens,W,5.389,22.819,209.40126,m01,Mentum length
FJ190828-003,2.754189251,1.088746613,4.27795412,0.265914093,0.109209552,2.75504003,0.419281219,0.996951826,0.283240466,NA,2.737915979,0.486458292,4.003444178,0.950669441,0.50045551,DRA,impatiens,impatiens,W,5.532358258,16.20993943,210.65401,m01,Mentum length
FJ190905-001,2.1203227,0.86160364,3.35839871,0.227800553,0.078491495,2.378111025,0.348205712,0.794664855,0.208611921,0.32866065,2.189100363,0.33710744,3.143330178,0.718338968,0.479812724,DRA,impatiens,impatiens,W,4.196,17.538,299.66648,m01,Mentum length
FJ190905-002,2.521775534,0.938175391,3.894842514,0.291041704,0.089814568,2.474127075,0.451045323,0.933603249,0.258512668,0.307625515,2.780584816,0.343246838,3.498070585,0.736910932,0.544278361,DRA,impatiens,impatiens,W,4.917,19.592,248.90962,m01,Mentum length
FJ190905-003,2.246093619,0.855044029,3.541855547,0.231600064,0.105983742,2.377726439,0.372868928,0.802867986,0.212026983,0.398934642,2.198362821,0.343775483,3.299157988,0.782730031,0.511670601,DRA,impatiens,impatiens,W,4.871,16.609,265.38693,m01,Mentum length
JL190627-002,2.544775808,0.794419251,3.283456824,0.162462595,0.125054826,2.161936869,0.333132341,0.812487015,0.226791781,0.336562686,2.082867479,0.313006358,2.92982205,0.568780483,0.384716092,DRA,impatiens,impatiens,W,4.002,15.244,155.08062,m01,Mentum length
JL190710-002,2.270577378,0.940481385,3.498650603,0.230188082,0.127711907,2.212683165,0.324789497,0.857823237,0.197989714,NA,2.194609449,0.313548482,3.222583547,0.684873725,0.470603803,DRA,impatiens,impatiens,W,4.654,17.04,150.6154,m01,Mentum length
JL190716-011,2.453395057,0.916215494,3.665266165,0.258525182,0.102091547,2.366065478,0.446587075,0.892688659,0.255573723,0.345412748,2.31239746,0.362857354,3.494982469,0.837792737,0.59842339,DRA,impatiens,impatiens,W,4.784,19.024,235.28706,m01,Mentum length
JL190716-012,2.1834061,0.967333911,3.405003297,0.234231186,0.111199942,2.22693006,0.38036739,0.846332039,0.219308972,0.387278202,2.234344664,0.331341245,3.079315142,0.68253119,0.492987982,DRA,impatiens,impatiens,W,4.413,17.944,301.91095,m01,Mentum length
JL190731-001,2.168241122,0.909058524,3.289660163,0.215387194,0.093071733,2.176808152,0.359154418,0.760851318,0.20695521,0.325085512,2.172931386,0.332202119,3.084830537,0.67632108,0.428174829,DRA,impatiens,impatiens,W,4.298,16.8,151.94882,m01,Mentum length
JL190806-005,2.577322984,1.030452706,3.968680055,0.249848393,0.113948408,2.764768426,0.438998821,0.914255565,0.288546966,0.283512558,2.602598993,0.361199273,3.411146539,0.761805038,0.554240565,DRA,impatiens,impatiens,W,4.924,21.444,286.5302,m01,Mentum length
JL190806-006,2.371918174,0.928205561,3.734474415,0.239224148,0.125754212,2.417784863,0.447773875,0.889976261,0.232519629,0.297815792,2.389624236,0.431416328,3.221257133,0.662129994,0.508495489,DRA,impatiens,impatiens,W,4.263,17.707,256.44493,m01,Mentum length
JL190806-007,2.795838542,1.14646312,4.241643062,0.246408184,0.132759064,2.72734551,0.471612765,1.013721137,0.242535628,0.460538503,2.636968586,0.364371654,3.981337491,0.851658319,0.597455053,DRA,impatiens,impatiens,W,,21.907,251.7459,m01,Mentum length
JL190910-001,2.396654244,0.965547277,3.988321763,0.2519236,0.124510285,2.609647885,0.487179589,0.943004659,0.261909379,0.429051974,2.505107979,0.446476752,3.618704187,0.806357664,0.520244559,DRA,impatiens,impatiens,W,5.015,19.538,254.54098,m01,Mentum length
PF190724-002,2.614473745,1.096240707,3.923597943,0.260311198,0.108931376,2.640272529,0.366303291,0.939401355,0.254594178,0.379165275,2.54828055,0.360089481,3.597516795,0.762257615,0.502091285,DRA,impatiens,impatiens,W,4.788,20.199,125.90826,m01,Mentum length
PF190724-003,2.485775087,0.962939342,3.899694491,0.246332171,0.112016,2.513765845,0.380142956,0.90726038,0.249629643,0.350826288,2.541148706,0.390497587,3.449929823,0.778988845,0.53315294,DRA,impatiens,impatiens,W,5.169,21.195,251.09538,m01,Mentum length
DRA220815-024,4.348632674,NA,6.730946083,0.294256281,0.094730673,3.783878354,0.3765854,1.201397563,0.23782577,0.48934452,2.925424117,0.481073211,4.876335819,0.555594781,NA,DRA,borealis,cf fervidus,W,4.686471622,18.65135402,190.37857,m01,Mentum length
DRA220815-021,3.101846188,0.906624209,4.539441121,0.193230975,0.098058074,3.247539906,0.38143987,0.867731849,0.170469437,0.455696635,2.8876679,0.468733986,4.970660939,0.642319212,NA,DRA,borealis,borealis,M,4.597031288,20.05274926,232.55107,m01,Mentum length
DRA220815-020,3.067126983,0.645351009,6.239013904,0.277381979,0.190225612,3.111031472,0.306524073,0.99008711,0.217893173,0.348026719,2.767260783,0.282726637,4.130915191,0.586695321,0.389253308,DRA,borealis,borealis,M,4.498975388,17.76012006,183.98369,m01,Mentum length
PF190724-004,2.344079186,0.941638688,3.340687121,0.223784899,0.093925569,2.122103482,0.349894373,0.804718761,0.188019756,0.293113569,2.473178632,0.369529614,3.206134397,0.656385688,0.458345079,DRA,impatiens,impatiens,W,4.091,16.165,313.31064,m01,Mentum length
PF190709-003,2.130315647,0.822190398,3.020982889,0.232757064,0.100995815,2.026325336,0.376319087,0.83158354,0.227257492,0.403566922,2.269381332,0.411580826,2.822553604,0.627156908,0.442537069,DRA,rufocinctus,cf rufocinctus,W,4.215,16.022,299.2524,m01,Mentum length
DRA190718-002,2.298138206,0.7253999,3.205405187,0.220136737,0.086130125,1.898393461,0.396496997,0.780969006,0.186403263,0.321802449,2.3146938,0.34101084,3.112694736,0.693001472,0.458499035,DRA,perplexus,perplexus,M,4.612,17.795,297.77247,m01,Mentum length
JL190711-008,2.331079159,0.917706977,3.382772868,0.222008331,0.106171674,2.305093502,0.347632208,0.903653636,0.220426944,0.380898765,2.359178898,0.361022185,3.239544076,0.708993895,0.469649063,DRA,vagans,cf sandersoni,M,4.345,16.612,302.44338,m01,Mentum length
FJ190709-009,2.490876039,1.020222789,3.562476034,0.249315397,0.116481015,2.152848475,0.456290621,0.925290706,0.247062942,0.370594413,2.437686199,0.451296415,3.309464868,0.708846051,0.53882583,DRA,vagans,cf sandersoni,W,4.645,15.697,242.55309,m01,Mentum length
HFN190709-001,2.839524469,1.3560488,4.565107397,0.315586152,0.1804158,2.835715551,0.517131342,1.12473917,0.315586152,0.464693995,3.124384867,0.333206774,4.034834444,0.953755387,0.697866241,DRA,vagans,cf sandersoni,W,5.187088882,21.2387502,211.62703,m01,Mentum length
LMB190709-001,3.037503899,1.184437118,4.379332836,0.253215635,0.14974254,2.71671132,0.45772506,1.096875788,0.261850443,0.453353937,2.912749779,0.593172268,4.072406723,0.874005179,0.636505576,DRA,vagans,cf sandersoni,W,5.736,22.369,214.1692,m01,Mentum length
FJ190827-012,2.65989262,0.820543255,3.700400524,0.232670477,0.088383285,2.451751571,0.287245615,0.74276135,0.200086157,0.280978452,2.7613419,0.270511235,3.45250872,0.812470998,0.555066473,DRA,bimaculatus,cf sandersoni,Q,6.445,24.203,248.80157,m01,Mentum length
DRA190709-001,2.832252571,1.193393087,4.065911615,0.289528516,0.144871307,2.743185716,0.440076447,1.057746159,0.246519164,0.32013054,2.829369618,0.478413852,3.772224495,0.847952923,0.645982303,DRA,vagans,cf sandersoni,W,5.894,23.38,239.46978,m01,Mentum length
FJ190809-001,2.097272094,0.805797411,2.871057409,0.187435099,0.075571494,1.93480439,0.294460012,0.740759933,0.184984236,0.310140212,2.046171,0.305629398,2.729047637,0.643173157,0.45553579,DRA,ternarius,ternarius,M,4.028,16.044,303.16259,m01,Mentum length
JL190809-008,2.299368106,0.916424556,3.135043735,0.205953549,0.101414203,2.155313246,0.35753244,0.822079946,0.201495484,0.239473575,2.114388243,0.288161859,3.058079559,0.676566943,0.418731813,DRA,ternarius,ternarius,M,3.945,16.841,298.43443,m01,Mentum length
DRA190709-015,2.044208494,0.871950448,2.550823529,0.221559722,0.088968211,1.710190992,0.345114237,0.679076687,0.218743577,0.338354433,1.920347503,0.314225979,2.498714673,0.642643493,0.516505218,DRA,ternarius,ternarius,W,4.528,16.985,323.51679,m01,Mentum length
DRA190824-001,2.15898813,0.803369302,3.044490924,0.200226119,0.104803151,1.918143893,0.395067578,0.81987955,0.196851452,0.19673981,2.061997627,0.345818648,2.912188926,0.639711434,0.481820997,DRA,ternarius,ternarius,W,3.728090046,15.19538521,284.47847,m01,Mentum length
DRA190824-002,2.005868227,0.706925276,2.618416738,0.190751216,0.085168083,1.662267983,0.360858277,0.722076173,0.187946649,0.195939208,1.942884458,0.35238707,2.535399345,0.623827945,0.472100761,DRA,ternarius,ternarius,W,3.50237329,11.50016184,336.1339,m01,Mentum length
DRA190824-003,2.012401022,0.969352764,2.995836924,0.199338197,0.10348327,2.116961071,0.349909246,0.734671035,0.207503864,0.296381051,2.307615471,0.264229795,2.857427443,0.60672343,0.467788388,DRA,ternarius,ternarius,W,3.123394776,16.46957931,309.49708,m01,Mentum length
FJ190619-003,2.11365994,1.064257662,3.090306206,0.23930866,0.102377422,2.066804434,0.382074211,0.841078045,0.225885307,0.364810211,2.128138839,0.368727629,2.657158618,0.667798544,0.514399923,DRA,ternarius,ternarius,W,4.019258487,16.42328612,310.66381,m01,Mentum length
FJ190619-004,2.186873815,0.974691578,2.861343945,0.216183998,0.080977652,2.050462538,0.357216348,0.750602269,0.217712754,0.301642719,2.117320793,0.315482433,2.743813536,0.679535968,0.465288006,DRA,ternarius,ternarius,W,3.529018305,15.91967741,153.13756,m01,Mentum length
FJ190619-007,2.202566153,0.807583581,2.960412953,0.240466343,0.074647934,1.845444804,0.354206388,0.81228345,0.249150183,0.270241332,1.886067206,0.278625705,2.942429387,0.547197007,0.469863614,DRA,ternarius,ternarius,W,4.242865113,17.14082928,158.081,m01,Mentum length
FJ190619-010,2.166164801,0.83313825,2.904456549,0.227815744,0.11069131,1.913234247,0.32503765,0.791954945,0.21139342,0.26878225,2.030172643,0.330118887,2.838960214,0.635501495,0.488409208,DRA,ternarius,ternarius,W,3.966394109,16.61220903,277.30849,m01,Mentum length
FJ190621-002,1.91345224,0.881267815,2.654635436,0.210710458,0.101686872,1.686041863,0.360977956,0.755633924,0.1680987,0.276518961,1.989122353,0.286913119,2.575657424,0.618714618,0.489564597,DRA,ternarius,ternarius,W,3.845663848,14.83543728,311.67219,m01,Mentum length
FJ190628-006,2.275775437,0.949391986,3.132641778,0.231844741,0.140378395,2.006236096,0.382484287,0.793943516,0.232304109,0.333333354,2.061068911,0.314602493,2.868153723,0.664039423,0.495340522,DRA,ternarius,ternarius,W,4.139635407,14.77755859,158.15183,m01,Mentum length
FJ190628-014,2.099347357,0.862538136,2.679645817,0.218931086,0.081674191,1.794446708,0.339069168,0.751525695,0.225500703,0.33565785,2.008800283,0.449759776,2.695981804,0.637043341,0.46028599,DRA,ternarius,ternarius,W,3.678220013,16.32222474,306.339,m01,Mentum length
FJ190703-010,2.169118365,0.945321212,2.858518914,0.212639831,0.104686925,1.763319937,0.300144665,0.759358009,0.22414443,NA,2.038034489,0.425931863,2.902351614,0.612693787,0.467990094,DRA,ternarius,ternarius,W,4.061370951,16.87854015,323.229,m01,Mentum length
FJ190711-009,2.073648904,0.909194835,2.698814407,0.222539626,0.101308748,1.778805447,0.351575787,0.739882636,0.197379231,0.31446459,2.00038614,0.341533056,2.57321008,0.581532027,0.471993238,DRA,ternarius,ternarius,W,3.589744494,12.38532627,158.20697,m01,Mentum length
FJ190716-001,2.163995952,0.883388801,2.771237174,0.235228115,0.107849529,1.738287802,0.358618394,0.683886505,0.236201034,0.320070963,2.145502811,0.321015323,2.659678403,0.642030679,0.531951556,DRA,ternarius,ternarius,W,4.040816027,15.8439397,311.29,m01,Mentum length
