specimen.ID,digitizer,species.det,provisional.species,caste,ITS,body.length,scale,name,description,value
,,,,,,,,m05,Flabellum length,22.36068
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,567.4567
,,,,,,,,m07,Labial palpomere 1 width,103.21929
,,,,,,,,m08,Labial palpomere 2 length,208.35013
,,,,,,,,m09,Labial palpomere 2 width,46.51404
,,,,,,,,m10,Distal labial palpomeres length,78.7683
,,,,,,,,m11,Stipes length,548.54312
,,,,,,,,m12,Maxillary palp length,88.04039
,,,,,,,,m13,Galea length,773.66889
,,,,,,,,m14,Galea width,168.16923
,,,,,,,,m15,"Stipes width, across from palp",123.62668
FJ190709-007,DRA,bimaculatus,bimaculatus,W,4.36,19.92,104.3887,m01,Mentum length,272.09006
,,,,,,,104.7855,m02,Mentum width,113.28283
,,,,,ITS pixels,BL pixels,102.88343,m03,Glossa length,458.01747
,,,,,,,104.69479,m04,"Glossa width, at mid-point",26.1725
,,,,,,,,m05,Flabellum length,11.04536
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,310.05806
,,,,,,,,m07,Labial palpomere 1 width,41.07615
,,,,,,,,m08,Labial palpomere 2 length,103.54347
,,,,,,,,m09,Labial palpomere 2 width,27.57263
,,,,,,,,m10,Distal labial palpomeres length,37.5
,,,,,,,,m11,Stipes length,276.78552
,,,,,,,,m12,Maxillary palp length,39.5362
,,,,,,,,m13,Galea length,410.70228
,,,,,,,,m14,Galea width,83.33333
,,,,,,,,m15,"Stipes width, across from palp",60.98816
FJ190709-010,DRA,bimaculatus,bimaculatus,W,4.504,17.962,105.55357,m01,Mentum length,273.53428
,,,,,,,104.80935,m02,Mentum width,112.72089
,,,,,ITS pixels,BL pixels,106.94391,m03,Glossa length,463.09586
,,,,,,,106.17438,m04,"Glossa width, at mid-point",25.55169
,,,,,,,108.81751,m05,Flabellum length,14.14214
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,293.72096
,,,,,,,,m07,Labial palpomere 1 width,51.35065
,,,,,,,,m08,Labial palpomere 2 length,106.25964
,,,,,,,,m09,Labial palpomere 2 width,24.08319
,,,,,,,,m10,Distal labial palpomeres length,37.53517
,,,,,,,,m11,Stipes length,279.14234
,,,,,,,,m12,Maxillary palp length,39.60359
,,,,,,,,m13,Galea length,429.10242
,,,,,,,,m14,Galea width,78.25315
,,,,,,,,m15,"Stipes width, across from palp",60.84589
FJ190709-012,DRA,bimaculatus,bimaculatus,W,4.192,17.878,249.81593,m01,Mentum length,589.45398
,,,,,,,258.14724,m02,Mentum width,223.2577
,,,,,ITS pixels,BL pixels,253.69273,m03,Glossa length,947.8502
,,,,,,,259.083,m04,"Glossa width, at mid-point",57.27128
,,,,,,,,m05,Flabellum length,29.04403
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,651.04915
,,,,,,,,m07,Labial palpomere 1 width,99.08078
,,,,,,,,m08,Labial palpomere 2 length,219.00913
,,,,,,,,m09,Labial palpomere 2 width,58.21512
,,,,,,,,m10,Distal labial palpomeres length,92.13034
,,,,,,,,m11,Stipes length,597.62195
,,,,,,,,m12,Maxillary palp length,70.17439
,,,,,,,,m13,Galea length,860.20256
,,,,,,,,m14,Galea width,166.66667
,,,,,,,,m15,"Stipes width, across from palp",125.82881
FJ190710-001,DRA,bimaculatus,bimaculatus,W,4.471,21.839,102.45975,m01,Mentum length,278.82073
,,,,,,,104.67569,m02,Mentum width,108.33744
,,,,,ITS pixels,BL pixels,105.9481,m03,Glossa length,481.75097
,,,,,,,106.62551,m04,"Glossa width, at mid-point",29.06888
,,,,,,,,m05,Flabellum length,14.8024
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,317.02721
,,,,,,,,m07,Labial palpomere 1 width,39.77751
,,,,,,,,m08,Labial palpomere 2 length,107.68937
,,,,,,,,m09,Labial palpomere 2 width,25.005
,,,,,,,,m10,Distal labial palpomeres length,41.11265
,,,,,,,,m11,Stipes length,290.77182
,,,,,,,,m12,Maxillary palp length,59.5252
,,,,,,,,m13,Galea length,440.29902
,,,,,,,,m14,Galea width,86.70784
,,,,,,,,m15,"Stipes width, across from palp",62.32576
FJ190716-005,DRA,bimaculatus,bimaculatus,W,3.842,18.6,118.35915,m01,Mentum length,287.39172
,,,,,,,119.94814,m02,Mentum width,131.04876
,,,,,ITS pixels,BL pixels,118.73406,m03,Glossa length,477.50707
,,,,,,,,m04,"Glossa width, at mid-point",30.01666
,,,,,,,,m05,Flabellum length,14.70072
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,284.93196
,,,,,,,,m07,Labial palpomere 1 width,47.7121
,,,,,,,,m08,Labial palpomere 2 length,128.99612
,,,,,,,,m09,Labial palpomere 2 width,28.38623
,,,,,,,,m10,Distal labial palpomeres length,50
,,,,,,,,m11,Stipes length,294.2448
,,,,,,,,m12,Maxillary palp length,53.37082
,,,,,,,,m13,Galea length,434.9963
,,,,,,,,m14,Galea width,89.18395
,,,,,,,,m15,"Stipes width, across from palp",67.34653
FJ190716-006,DRA,bimaculatus,bimaculatus,W,4.977,20.382,106.66771,m01,Mentum length,299.80827
,,,,,,,106.04244,m02,Mentum width,122.14745
,,,,,ITS pixels,BL pixels,106.40489,m03,Glossa length,522.69398
,,,,,,,,m04,"Glossa width, at mid-point",29.06888
,,,,,,,,m05,Flabellum length,12.4052
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,346.30189
,,,,,,,,m07,Labial palpomere 1 width,41.23106
,,,,,,,,m08,Labial palpomere 2 length,119.15443
,,,,,,,,m09,Labial palpomere 2 width,31.62278
,,,,,,,,m10,Distal labial palpomeres length,51.43712
,,,,,,,,m11,Stipes length,319.78118
,,,,,,,,m12,Maxillary palp length,66.93612
,,,,,,,,m13,Galea length,476.74208
,,,,,,,,m14,Galea width,90.24658
,,,,,,,,m15,"Stipes width, across from palp",63.34386
FJ190716-007,DRA,bimaculatus,bimaculatus,W,5.675,22.727,199.62465,m01,Mentum length,590.66065
,,,,,,,201.54955,m02,Mentum width,250.59928
,,,,,ITS pixels,BL pixels,203.76021,m03,Glossa length,1029.12001
,,,,,,,200.87807,m04,"Glossa width, at mid-point",54.14795
,,,,,,,,m05,Flabellum length,26.00855
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,736.11835
,,,,,,,,m07,Labial palpomere 1 width,108.36153
,,,,,,,,m08,Labial palpomere 2 length,226.37236
,,,,,,,,m09,Labial palpomere 2 width,45.56802
,,,,,,,,m10,Distal labial palpomeres length,79.52079
,,,,,,,,m11,Stipes length,660.91519
,,,,,,,,m12,Maxillary palp length,109.72288
,,,,,,,,m13,Galea length,953.4909
,,,,,,,,m14,Galea width,184.14004
,,,,,,,,m15,"Stipes width, across from palp",136.26771
FJ190716-008,DRA,bimaculatus,bimaculatus,W,5.141,18.325,200.5293,m01,Mentum length,552.09057
,,,,,,,203.06649,m02,Mentum width,204.1568
,,,,,ITS pixels,BL pixels,206.15528,m03,Glossa length,901.2103
,,,,,,,206.46549,m04,"Glossa width, at mid-point",56.0357
,,,,,,,,m05,Flabellum length,31.1787
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,572.65871
,,,,,,,,m07,Labial palpomere 1 width,92.19544
,,,,,,,,m08,Labial palpomere 2 length,225.57704
,,,,,,,,m09,Labial palpomere 2 width,56.08921
,,,,,,,,m10,Distal labial palpomeres length,94.84725
,,,,,,,,m11,Stipes length,565.51746
,,,,,,,,m12,Maxillary palp length,88.4138
,,,,,,,,m13,Galea length,827.51314
,,,,,,,,m14,Galea width,172.24692
,,,,,,,,m15,"Stipes width, across from palp",128.80994
FJ190716-013,DRA,bimaculatus,bimaculatus,W,5.453,21.583,218.76928,m01,Mentum length,622.97673
,,,,,,,214.89532,m02,Mentum width,216.33308
,,,,,ITS pixels,BL pixels,219.27152,m03,Glossa length,986.9306
,,,,,,,214.40149,m04,"Glossa width, at mid-point",55.02727
,,,,,,,215.87033,m05,Flabellum length,27.85678
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,672.46148
,,,,,,,,m07,Labial palpomere 1 width,90.32288
,,,,,,,,m08,Labial palpomere 2 length,238.41327
,,,,,,,,m09,Labial palpomere 2 width,58.80287
,,,,,,,,m10,Distal labial palpomeres length,83.73503
,,,,,,,,m11,Stipes length,628.21511
,,,,,,,,m12,Maxillary palp length,83.69256
,,,,,,,,m13,Galea length,895.14245
,,,,,,,,m14,Galea width,184.26068
,,,,,,,,m15,"Stipes width, across from palp",140.50702
FJ190724-004,DRA,bimaculatus,bimaculatus,W,4.994,22.591,104.31683,m01,Mentum length,295.04237
,,,,,,,105.67876,m02,Mentum width,111.16204
,,,,,ITS pixels,BL pixels,106.17438,m03,Glossa length,518.14282
,,,,,,,105.30907,m04,"Glossa width, at mid-point",31.40064
,,,,,,,104.31683,m05,Flabellum length,14.21487
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,336.8356
,,,,,,,,m07,Labial palpomere 1 width,40.80305
,,,,,,,,m08,Labial palpomere 2 length,112.67456
,,,,,,,,m09,Labial palpomere 2 width,28.63564
,,,,,,,,m10,Distal labial palpomeres length,45.50946
,,,,,,,,m11,Stipes length,325.54706
,,,,,,,,m12,Maxillary palp length,48.85705
,,,,,,,,m13,Galea length,463.82894
,,,,,,,,m14,Galea width,89.75275
,,,,,,,,m15,"Stipes width, across from palp",68.93798
FJ190814-004,DRA,bimaculatus,bimaculatus,W,3.51,17.335,250.3198,m01,Mentum length,592.57067
,,,,,,,255.16269,m02,Mentum width,220.22716
,,,,,ITS pixels,BL pixels,256.63203,m03,Glossa length,987.45126
,,,,,,,256.63203,m04,"Glossa width, at mid-point",55.31727
,,,,,,,255.53865,m05,Flabellum length,30.51639
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,658.44126
,,,,,,,,m07,Labial palpomere 1 width,89.18395
,,,,,,,,m08,Labial palpomere 2 length,214.46782
,,,,,,,,m09,Labial palpomere 2 width,57.27128
,,,,,,,,m10,Distal labial palpomeres length,91.49621
,,,,,,,,m11,Stipes length,637.65264
,,,,,,,,m12,Maxillary palp length,87.72685
,,,,,,,,m13,Galea length,888.01702
,,,,,,,,m14,Galea width,185.72142
,,,,,,,,m15,"Stipes width, across from palp",130.64626
FJ190814-009,DRA,bimaculatus,bimaculatus,W,3.616,18.726,221.81975,m01,Mentum length,587.0741
,,,,,,,222.71955,m02,Mentum width,214.5973
,,,,,ITS pixels,BL pixels,224.58851,m03,Glossa length,976.63731
,,,,,,,220.92533,m04,"Glossa width, at mid-point",58.68182
,,,,,,,,m05,Flabellum length,24.69818
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,647.19085
,,,,,,,,m07,Labial palpomere 1 width,82.89217
,,,,,,,,m08,Labial palpomere 2 length,228.12472
,,,,,,,,m09,Labial palpomere 2 width,51.03376
,,,,,,,,m10,Distal labial palpomeres length,82.32186
,,,,,,,,m11,Stipes length,621.45635
,,,,,,,,m12,Maxillary palp length,95.45214
,,,,,,,,m13,Galea length,883.79988
,,,,,,,,m14,Galea width,195.47321
,,,,,,,,m15,"Stipes width, across from palp",130.81624
FJ190827-013,DRA,bimaculatus,bimaculatus,W,4.783,21.404,202.0396,m01,Mentum length,570.22452
,,,,,,,203.09604,m02,Mentum width,226.00885
,,,,,ITS pixels,BL pixels,207.17143,m03,Glossa length,959.34144
,,,,,,,207.54758,m04,"Glossa width, at mid-point",48
,,,,,,,,m05,Flabellum length,25.01999
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,652.76412
,,,,,,,,m07,Labial palpomere 1 width,95.77056
,,,,,,,,m08,Labial palpomere 2 length,198.65548
,,,,,,,,m09,Labial palpomere 2 width,51.26402
,,,,,,,,m10,Distal labial palpomeres length,87.13208
,,,,,,,,m11,Stipes length,606.84759
,,,,,,,,m12,Maxillary palp length,70
,,,,,,,,m13,Galea length,896.97269
,,,,,,,,m14,Galea width,158.5714
,,,,,,,,m15,"Stipes width, across from palp",127.17792
JL190619-009,DRA,bimaculatus,bimaculatus,W,4.33,20.745,236.23717,m01,Mentum length,614.02932
,,,,,,,235.37205,m02,Mentum width,212.00943
,,,,,ITS pixels,BL pixels,239.73319,m03,Glossa length,1032.10852
,,,,,,,235.26156,m04,"Glossa width, at mid-point",58.13777
,,,,,,,,m05,Flabellum length,30.06659
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,662.82426
,,,,,,,,m07,Labial palpomere 1 width,78.16009
,,,,,,,,m08,Labial palpomere 2 length,252.00198
,,,,,,,,m09,Labial palpomere 2 width,60.00833
,,,,,,,,m10,Distal labial palpomeres length,89.1852
,,,,,,,,m11,Stipes length,619.03437
,,,,,,,,m12,Maxillary palp length,108.58279
,,,,,,,,m13,Galea length,889.33433
,,,,,,,,m14,Galea width,192.06018
,,,,,,,,m15,"Stipes width, across from palp",167.09279
JL190627-001,DRA,bimaculatus,bimaculatus,W,3.832,13.861,254.24398,m01,Mentum length,546.36618
,,,,,,,251.8571,m02,Mentum width,208.77739
,,,,,ITS pixels,BL pixels,257.72078,m03,Glossa length,906.29385
,,,,,,,253.81095,m04,"Glossa width, at mid-point",53.36666
,,,,,,,,m05,Flabellum length,31.09841
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,570.79282
,,,,,,,,m07,Labial palpomere 1 width,94.70422
,,,,,,,,m08,Labial palpomere 2 length,229.43021
,,,,,,,,m09,Labial palpomere 2 width,53.39996
,,,,,,,,m10,Distal labial palpomeres length,99.92886
,,,,,,,,m11,Stipes length,612.02469
,,,,,,,,m12,Maxillary palp length,81.44253
,,,,,,,,m13,Galea length,854.27448
,,,,,,,,m14,Galea width,183.30788
,,,,,,,,m15,"Stipes width, across from palp",122.14381
JL190628-005,DRA,bimaculatus,bimaculatus,W,4.798,21.216,208.43224,m01,Mentum length,576.03125
,,,,,,,215.64786,m02,Mentum width,230.0087
,,,,,ITS pixels,BL pixels,210.23796,m03,Glossa length,950.07579
,,,,,,,211.10187,m04,"Glossa width, at mid-point",56
,,,,,,,214.70911,m05,Flabellum length,23.00543
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,635.46868
,,,,,,,,m07,Labial palpomere 1 width,98.05214
,,,,,,,,m08,Labial palpomere 2 length,232.96352
,,,,,,,,m09,Labial palpomere 2 width,53.99588
,,,,,,,,m10,Distal labial palpomeres length,94.3563
,,,,,,,,m11,Stipes length,628.36649
,,,,,,,,m12,Maxillary palp length,93.67556
,,,,,,,,m13,Galea length,887.50937
,,,,,,,,m14,Galea width,176.50936
,,,,,,,,m15,"Stipes width, across from palp",125.31205
JL190703-003,DRA,bimaculatus,bimaculatus,W,3.778,17.016,149.80654,m01,Mentum length,322.89472
,,,,,,,150.41609,m02,Mentum width,138.23531
,,,,,ITS pixels,BL pixels,146.81962,m03,Glossa length,620.1008
,,,,,,,,m04,"Glossa width, at mid-point",32.2374
,,,,,,,,m05,Flabellum length,15.04161
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,390.82193
,,,,,,,,m07,Labial palpomere 1 width,58.82176
,,,,,,,,m08,Labial palpomere 2 length,134.48337
,,,,,,,,m09,Labial palpomere 2 width,33.69141
,,,,,,,,m10,Distal labial palpomeres length,60.53465
,,,,,,,,m11,Stipes length,364.53563
,,,,,,,,m12,Maxillary palp length,42.00529
,,,,,,,,m13,Galea length,512.4521
,,,,,,,,m14,Galea width,104.80246
,,,,,,,,m15,"Stipes width, across from palp",74.86284
JL190703-007,DRA,bimaculatus,bimaculatus,W,4.382,19.435,200.15133,m01,Mentum length,529.72823
,,,,,,,203.93027,m02,Mentum width,221.12842
,,,,,ITS pixels,BL pixels,204.24386,m03,Glossa length,858.50205
,,,,,,,,m04,"Glossa width, at mid-point",51.8802
,,,,,,,,m05,Flabellum length,27.36583
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,555.30892
,,,,,,,,m07,Labial palpomere 1 width,90.68627
,,,,,,,,m08,Labial palpomere 2 length,197.82372
,,,,,,,,m09,Labial palpomere 2 width,50.19075
,,,,,,,,m10,Distal labial palpomeres length,90.23426
,,,,,,,,m11,Stipes length,524.39341
,,,,,,,,m12,Maxillary palp length,77.06851
,,,,,,,,m13,Galea length,772.61008
,,,,,,,,m14,Galea width,149.42854
,,,,,,,,m15,"Stipes width, across from palp",124.85013
JL190703-013,DRA,bimaculatus,bimaculatus,W,3.703,16.239,319.31176,m01,Mentum length,676.14495
,,,,,,,315.88606,m02,Mentum width,252.07142
,,,,,ITS pixels,BL pixels,314.94126,m03,Glossa length,1104.21918
,,,,,,,,m04,"Glossa width, at mid-point",70.71068
,,,,,,,,m05,Flabellum length,32.82953
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,714.59204
,,,,,,,,m07,Labial palpomere 1 width,122.38373
,,,,,,,,m08,Labial palpomere 2 length,248.605
,,,,,,,,m09,Labial palpomere 2 width,60.8678
,,,,,,,,m10,Distal labial palpomeres length,105.08832
,,,,,,,,m11,Stipes length,685.41115
,,,,,,,,m12,Maxillary palp length,101.36841
,,,,,,,,m13,Galea length,971.45252
,,,,,,,,m14,Galea width,209.91427
,,,,,,,,m15,"Stipes width, across from palp",162.68989
JL190716-005a,DRA,bimaculatus,bimaculatus,W,3.739,14.166,318.04402,m01,Mentum length,652.48142
,,,,,,,314.40102,m02,Mentum width,213.78494
,,,,,ITS pixels,BL pixels,313.63673,m03,Glossa length,993.0579
,,,,,,,316.43641,m04,"Glossa width, at mid-point",63.51378
,,,,,,,,m05,Flabellum length,27.01851
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,648.44815
,,,,,,,,m07,Labial palpomere 1 width,121.69634
,,,,,,,,m08,Labial palpomere 2 length,241.14933
,,,,,,,,m09,Labial palpomere 2 width,58.72819
,,,,,,,,m10,Distal labial palpomeres length,119.68291
,,,,,,,,m11,Stipes length,653.08431
,,,,,,,,m12,Maxillary palp length,104.00855
,,,,,,,,m13,Galea length,967.47198
,,,,,,,,m14,Galea width,200.50159
,,,,,,,,m15,"Stipes width, across from palp",143.06486
JL190724-003,DRA,bimaculatus,bimaculatus,W,4.657,18.392,109.28861,m01,Mentum length,288.0434
,,,,,,,108.46658,m02,Mentum width,108.01852
,,,,,ITS pixels,BL pixels,110.11358,m03,Glossa length,490.30603
,,,,,,,107.33592,m04,"Glossa width, at mid-point",27.17076
,,,,,,,,m05,Flabellum length,17.46425
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,325.39361
,,,,,,,,m07,Labial palpomere 1 width,47.23934
,,,,,,,,m08,Labial palpomere 2 length,108.06582
,,,,,,,,m09,Labial palpomere 2 width,27.72885
,,,,,,,,m10,Distal labial palpomeres length,34.10441
,,,,,,,,m11,Stipes length,296.94519
,,,,,,,,m12,Maxillary palp length,47.89804
,,,,,,,,m13,Galea length,447.14651
,,,,,,,,m14,Galea width,88.27482
,,,,,,,,m15,"Stipes width, across from palp",62.19682
JL190731-004,DRA,bimaculatus,bimaculatus,W,5.139,19.413,103.35376,m01,Mentum length,311.08841
,,,,,,,106.06602,m02,Mentum width,104.00481
,,,,,ITS pixels,BL pixels,104.23531,m03,Glossa length,523.11758
,,,,,,,103.94229,m04,"Glossa width, at mid-point",26.87419
,,,,,,,,m05,Flabellum length,17.78889
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,344.01034
,,,,,,,,m07,Labial palpomere 1 width,37.05252
,,,,,,,,m08,Labial palpomere 2 length,117.66997
,,,,,,,,m09,Labial palpomere 2 width,27.19477
,,,,,,,,m10,Distal labial palpomeres length,41.46752
,,,,,,,,m11,Stipes length,300.61419
,,,,,,,,m12,Maxillary palp length,38.32609
,,,,,,,,m13,Galea length,466.37372
,,,,,,,,m14,Galea width,90.93343
,,,,,,,,m15,"Stipes width, across from palp",64.96837
JL190806-004,DRA,bimaculatus,bimaculatus,W,4.297,19.267,242.52835,m01,Mentum length,645.73989
,,,,,,,246.65766,m02,Mentum width,236.94725
,,,,,ITS pixels,BL pixels,250.39169,m03,Glossa length,1052.40677
,,,,,,,244.2949,m04,"Glossa width, at mid-point",60.74537
,,,,,,,,m05,Flabellum length,32.98485
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,708.61626
,,,,,,,,m07,Labial palpomere 1 width,115.10864
,,,,,,,,m08,Labial palpomere 2 length,253.16003
,,,,,,,,m09,Labial palpomere 2 width,59.03389
,,,,,,,,m10,Distal labial palpomeres length,100.44899
,,,,,,,,m11,Stipes length,682.19906
,,,,,,,,m12,Maxillary palp length,97.79798
,,,,,,,,m13,Galea length,952.28474
,,,,,,,,m14,Galea width,192.07869
,,,,,,,,m15,"Stipes width, across from palp",132.43028
JL190806-008,DRA,bimaculatus,bimaculatus,W,4.767,19.691,201.01962,m01,Mentum length,560.35703
,,,,,,,203.37595,m02,Mentum width,196.45299
,,,,,ITS pixels,BL pixels,205.12977,m03,Glossa length,906.80783
,,,,,,,208.11108,m04,"Glossa width, at mid-point",50.66667
,,,,,,,205.17743,m05,Flabellum length,28.1267
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,600.65233
,,,,,,,,m07,Labial palpomere 1 width,87.73698
,,,,,,,,m08,Labial palpomere 2 length,210.93654
,,,,,,,,m09,Labial palpomere 2 width,46.97044
,,,,,,,,m10,Distal labial palpomeres length,89.61151
,,,,,,,,m11,Stipes length,585.26044
,,,,,,,,m12,Maxillary palp length,69.60204
,,,,,,,,m13,Galea length,854.17979
,,,,,,,,m14,Galea width,174.62595
,,,,,,,,m15,"Stipes width, across from palp",120.10366
LMB190715-001,DRA,bimaculatus,bimaculatus,W,5.107,22.65,197.99888,m01,Mentum length,569.36192
,,,,,,,205.54102,m02,Mentum width,218.35751
,,,,,ITS pixels,BL pixels,202.81135,m03,Glossa length,955.36014
,,,,,,,,m04,"Glossa width, at mid-point",49.1709
,,,,,,,,m05,Flabellum length,24.16609
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,592.12161
,,,,,,,,m07,Labial palpomere 1 width,86.35392
,,,,,,,,m08,Labial palpomere 2 length,213.3776
,,,,,,,,m09,Labial palpomere 2 width,45.79301
,,,,,,,,m10,Distal labial palpomeres length,79.07591
,,,,,,,,m11,Stipes length,582.63005
,,,,,,,,m12,Maxillary palp length,80.55364
,,,,,,,,m13,Galea length,850.56635
,,,,,,,,m14,Galea width,160.29417
,,,,,,,,m15,"Stipes width, across from palp",98.34181
MY190619-002,DRA,bimaculatus,bimaculatus,W,4.234,19.75,258.58848,m01,Mentum length,655.10305
,,,,,,,258.99035,m02,Mentum width,217.32924
,,,,,ITS pixels,BL pixels,260,m03,Glossa length,1036.82013
,,,,,,,,m04,"Glossa width, at mid-point",60.00833
,,,,,,,,m05,Flabellum length,33.13608
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,656.54246
,,,,,,,,m07,Labial palpomere 1 width,106.89247
,,,,,,,,m08,Labial palpomere 2 length,251.03386
,,,,,,,,m09,Labial palpomere 2 width,63.56886
,,,,,,,,m10,Distal labial palpomeres length,86.64872
,,,,,,,,m11,Stipes length,640.41002
,,,,,,,,m12,Maxillary palp length,89.20202
,,,,,,,,m13,Galea length,889.19999
,,,,,,,,m14,Galea width,182.68126
,,,,,,,,m15,"Stipes width, across from palp",129.88884
MY190621-001,DRA,bimaculatus,bimaculatus,W,3.936,17.23,235.60796,m01,Mentum length,576.38963
,,,,,,,235.89075,m02,Mentum width,225.34911
,,,,,ITS pixels,BL pixels,235.42302,m03,Glossa length,996.73779
,,,,,,,236.51544,m04,"Glossa width, at mid-point",58.08806
,,,,,,,,m05,Flabellum length,29.6048
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,621.33906
,,,,,,,,m07,Labial palpomere 1 width,96
,,,,,,,,m08,Labial palpomere 2 length,241.56895
,,,,,,,,m09,Labial palpomere 2 width,61.56478
,,,,,,,,m10,Distal labial palpomeres length,84.54847
,,,,,,,,m11,Stipes length,566.16919
,,,,,,,,m12,Maxillary palp length,89.37313
,,,,,,,,m13,Galea length,884.54684
,,,,,,,,m14,Galea width,164.22207
,,,,,,,,m15,"Stipes width, across from palp",127.95138
MY190621-002,DRA,bimaculatus,bimaculatus,W,4.216,18.265,246.45486,m01,Mentum length,584.45188
,,,,,,,247.69336,m02,Mentum width,231.48218
,,,,,ITS pixels,BL pixels,249.6157,m03,Glossa length,979.82243
,,,,,,,242.42112,m04,"Glossa width, at mid-point",54.12947
,,,,,,,,m05,Flabellum length,27.89265
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,612.51122
,,,,,,,,m07,Labial palpomere 1 width,97.59098
,,,,,,,,m08,Labial palpomere 2 length,226.73773
,,,,,,,,m09,Labial palpomere 2 width,61.03278
,,,,,,,,m10,Distal labial palpomeres length,89.58795
,,,,,,,,m11,Stipes length,604.6652
,,,,,,,,m12,Maxillary palp length,110.64357
,,,,,,,,m13,Galea length,868.86132
,,,,,,,,m14,Galea width,178.54971
,,,,,,,,m15,"Stipes width, across from palp",135.20725
PF190709-008,DRA,bimaculatus,bimaculatus,W,4.552,21.459,251.75385,m01,Mentum length,697.66468
,,,,,,,258.06201,m02,Mentum width,250.83859
,,,,,ITS pixels,BL pixels,255.63255,m03,Glossa length,1067.94944
,,,,,,,256.12497,m04,"Glossa width, at mid-point",73.53911
,,,,,,,,m05,Flabellum length,39.39543
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,608.54508
,,,,,,,,m07,Labial palpomere 1 width,119.09287
,,,,,,,,m08,Labial palpomere 2 length,266.56331
,,,,,,,,m09,Labial palpomere 2 width,69.19216
,,,,,,,,m10,Distal labial palpomeres length,95.48007
,,,,,,,,m11,Stipes length,694.74856
,,,,,,,,m12,Maxillary palp length,118.78646
,,,,,,,,m13,Galea length,960.89218
,,,,,,,,m14,Galea width,211.6769
,,,,,,,,m15,"Stipes width, across from palp",150.11699
PF190709-009,DRA,bimaculatus,bimaculatus,W,4.248,17.896,259.65789,m01,Mentum length,631.01752
,,,,,,,259.48325,m02,Mentum width,254.94226
,,,,,ITS pixels,BL pixels,259.15418,m03,Glossa length,1047.83374
,,,,,,,258.99979,m04,"Glossa width, at mid-point",59.40445
,,,,,,,,m05,Flabellum length,25.75094
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,674.32402
,,,,,,,,m07,Labial palpomere 1 width,99.28634
,,,,,,,,m08,Labial palpomere 2 length,248.00358
,,,,,,,,m09,Labial palpomere 2 width,48.01851
,,,,,,,,m10,Distal labial palpomeres length,104.34984
,,,,,,,,m11,Stipes length,636.80452
,,,,,,,,m12,Maxillary palp length,98.63964
,,,,,,,,m13,Galea length,967.66018
,,,,,,,,m14,Galea width,191.05787
,,,,,,,,m15,"Stipes width, across from palp",127.86799
PF190724-001,DRA,bimaculatus,bimaculatus,W,5.58,24.069,104.19,m01,Mentum length,307.77427
,,,,,,,102.45433,m02,Mentum width,130.23398
,,,,,ITS pixels,BL pixels,102.11323,m03,Glossa length,529.82932
,,,,,,,105.43034,m04,"Glossa width, at mid-point",29.58979
,,,,,,,,m05,Flabellum length,16.49242
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,349.33588
,,,,,,,,m07,Labial palpomere 1 width,46.78556
,,,,,,,,m08,Labial palpomere 2 length,110.00202
,,,,,,,,m09,Labial palpomere 2 width,29.36362
,,,,,,,,m10,Distal labial palpomeres length,46.30815
,,,,,,,,m11,Stipes length,330.10301
,,,,,,,,m12,Maxillary palp length,42.93665
