specimen.ID,digitizer,species.det,provisional.species,caste,ITS,body.length,scale,name,description,value
JL190628-001,DRA,ternarius,ternarius,W,3.872695844,16.20474329,313.132,m01,Mentum length,650.19108
,,,,,,,,m02,Mentum width,270.15387
,,,,,ITS pixels,BL pixels,,m03,Glossa length,957.83923
,,,,,,,,m04,"Glossa width, at mid-point",64.93758
,,,,,,,,m05,Flabellum length,34.99841
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,589.02707
,,,,,,,,m07,Labial palpomere 1 width,107.94237
,,,,,,,,m08,Labial palpomere 2 length,219.68058
,,,,,,,,m09,Labial palpomere 2 width,72.16032
,,,,,,,,m10,Distal labial palpomeres length,113.13708
,,,,,,,,m11,Stipes length,685.1167
,,,,,,,,m12,Maxillary palp length,96.82057
,,,,,,,,m13,Galea length,882.01184
,,,,,,,,m14,Galea width,197.00874
,,,,,,,,m15,"Stipes width, across from palp",144.88616
JL190703-005,DRA,ternarius,ternarius,W,4.042851311,17.13522261,153.834,m01,Mentum length,340.00065
,,,,,,,,m02,Mentum width,152.01316
,,,,,ITS pixels,BL pixels,,m03,Glossa length,447.17583
,,,,,,,,m04,"Glossa width, at mid-point",35.33333
,,,,,,,,m05,Flabellum length,18.48723
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,292.00076
,,,,,,,,m07,Labial palpomere 1 width,44.7462
,,,,,,,,m08,Labial palpomere 2 length,117.41285
,,,,,,,,m09,Labial palpomere 2 width,34.57681
,,,,,,,,m10,Distal labial palpomeres length,56.95222
,,,,,,,,m11,Stipes length,336.74059
,,,,,,,,m12,Maxillary palp length,65.08115
,,,,,,,,m13,Galea length,435.0438
,,,,,,,,m14,Galea width,103.61038
,,,,,,,,m15,"Stipes width, across from palp",90.24658
JL190703-006,DRA,ternarius,ternarius,W,3.670808725,19.99203011,158.055,m01,Mentum length,331.97724
,,,,,,,,m02,Mentum width,147.38008
,,,,,ITS pixels,BL pixels,,m03,Glossa length,434.34446
,,,,,,,,m04,"Glossa width, at mid-point",35.33333
,,,,,,,,m05,Flabellum length,15.34782
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,289.66341
,,,,,,,,m07,Labial palpomere 1 width,55.47772
,,,,,,,,m08,Labial palpomere 2 length,113.42349
,,,,,,,,m09,Labial palpomere 2 width,34.80102
,,,,,,,,m10,Distal labial palpomeres length,49.12117
,,,,,,,,m11,Stipes length,350.34967
,,,,,,,,m12,Maxillary palp length,58.44275
,,,,,,,,m13,Galea length,427.93739
,,,,,,,,m14,Galea width,95.72414
,,,,,,,,m15,"Stipes width, across from palp",64.51529
JL190703-011,DRA,ternarius,ternarius,W,3.310388184,16.55741627,152.676,m01,Mentum length,322.33178
,,,,,,,,m02,Mentum width,142.68068
,,,,,ITS pixels,BL pixels,,m03,Glossa length,392.17343
,,,,,,,,m04,"Glossa width, at mid-point",33.97385
,,,,,,,,m05,Flabellum length,17.49921
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,274.54771
,,,,,,,,m07,Labial palpomere 1 width,56.00397
,,,,,,,,m08,Labial palpomere 2 length,105.5883
,,,,,,,,m09,Labial palpomere 2 width,34.78186
,,,,,,,,m10,Distal labial palpomeres length,45.69464
,,,,,,,,m11,Stipes length,338.60432
,,,,,,,,m12,Maxillary palp length,45.20079
,,,,,,,,m13,Galea length,392.66271
,,,,,,,,m14,Galea width,109.84636
,,,,,,,,m15,"Stipes width, across from palp",84.824
JL190711-001,DRA,ternarius,ternarius,W,3.664677013,16.55421453,298.651,m01,Mentum length,634.14264
,,,,,,,,m02,Mentum width,279.01095
,,,,,ITS pixels,BL pixels,,m03,Glossa length,836.43795
,,,,,,,,m04,"Glossa width, at mid-point",66.87966
,,,,,,,,m05,Flabellum length,32
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,564.71192
,,,,,,,,m07,Labial palpomere 1 width,111.53076
,,,,,,,,m08,Labial palpomere 2 length,209.96084
,,,,,,,,m09,Labial palpomere 2 width,63.84704
,,,,,,,,m10,Distal labial palpomeres length,87.65589
,,,,,,,,m11,Stipes length,651.85138
,,,,,,,,m12,Maxillary palp length,128.39068
,,,,,,,,m13,Galea length,811.34918
,,,,,,,,m14,Galea width,193.78797
,,,,,,,,m15,"Stipes width, across from palp",141.73528
JL190716-001,DRA,ternarius,ternarius,W,3.739446411,15.73362433,161.347,m01,Mentum length,335.30434
,,,,,,,,m02,Mentum width,144.9613
,,,,,ITS pixels,BL pixels,,m03,Glossa length,434.346
,,,,,,,,m04,"Glossa width, at mid-point",32.67347
,,,,,,,,m05,Flabellum length,16.12452
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,282.79007
,,,,,,,,m07,Labial palpomere 1 width,54.73167
,,,,,,,,m08,Labial palpomere 2 length,108.76683
,,,,,,,,m09,Labial palpomere 2 width,33.65841
,,,,,,,,m10,Distal labial palpomeres length,44.38218
,,,,,,,,m11,Stipes length,316.38022
,,,,,,,,m12,Maxillary palp length,56.03967
,,,,,,,,m13,Galea length,416.39991
,,,,,,,,m14,Galea width,103.32473
,,,,,,,,m15,"Stipes width, across from palp",77.47401
JL190716-002,DRA,ternarius,ternarius,W,3.820895522,15.21150733,157.155,m01,Mentum length,309.6184
,,,,,,,,m02,Mentum width,135.6941
,,,,,ITS pixels,BL pixels,,m03,Glossa length,411.53156
,,,,,,,,m04,"Glossa width, at mid-point",31.3971
,,,,,,,,m05,Flabellum length,15.33333
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,242.71886
,,,,,,,,m07,Labial palpomere 1 width,53.97119
,,,,,,,,m08,Labial palpomere 2 length,107.74868
,,,,,,,,m09,Labial palpomere 2 width,32.18005
,,,,,,,,m10,Distal labial palpomeres length,52.32803
,,,,,,,,m11,Stipes length,324.38386
,,,,,,,,m12,Maxillary palp length,36.07681
,,,,,,,,m13,Galea length,396.27274
,,,,,,,,m14,Galea width,80.46808
,,,,,,,,m15,"Stipes width, across from palp",70.61948
JL190716-006,DRA,ternarius,ternarius,W,4.026626016,18.77887119,150.233,m01,Mentum length,338.49668
,,,,,,,,m02,Mentum width,146.01218
,,,,,ITS pixels,BL pixels,,m03,Glossa length,467.37941
,,,,,,,,m04,"Glossa width, at mid-point",34.31877
,,,,,,,,m05,Flabellum length,20.76322
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,291.02195
,,,,,,,,m07,Labial palpomere 1 width,55.44567
,,,,,,,,m08,Labial palpomere 2 length,106.3934
,,,,,,,,m09,Labial palpomere 2 width,33.32
,,,,,,,,m10,Distal labial palpomeres length,48.53407
,,,,,,,,m11,Stipes length,343.6859
,,,,,,,,m12,Maxillary palp length,43.67557
,,,,,,,,m13,Galea length,434.67178
,,,,,,,,m14,Galea width,99.52108
,,,,,,,,m15,"Stipes width, across from palp",77.74603
JL190716-007,DRA,ternarius,ternarius,W,3.496858609,16.17474716,311.634,m01,Mentum length,585.3713
,,,,,,,,m02,Mentum width,250.68085
,,,,,ITS pixels,BL pixels,,m03,Glossa length,764.22801
,,,,,,,,m04,"Glossa width, at mid-point",65.33333
,,,,,,,,m05,Flabellum length,26.69998
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,492.55434
,,,,,,,,m07,Labial palpomere 1 width,101.97167
,,,,,,,,m08,Labial palpomere 2 length,202.8245
,,,,,,,,m09,Labial palpomere 2 width,68.41702
,,,,,,,,m10,Distal labial palpomeres length,89.88882
,,,,,,,,m11,Stipes length,622.81369
,,,,,,,,m12,Maxillary palp length,NA
,,,,,,,,m13,Galea length,762.472
,,,,,,,,m14,Galea width,164.00542
,,,,,,,,m15,"Stipes width, across from palp",130.77546
JL190716-008,DRA,ternarius,ternarius,W,3.983727938,15.80038517,298.031,m01,Mentum length,628.11464
,,,,,,,,m02,Mentum width,281.33649
,,,,,ITS pixels,BL pixels,,m03,Glossa length,834.68371
,,,,,,,,m04,"Glossa width, at mid-point",62.68085
,,,,,,,,m05,Flabellum length,36.09863
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,501.46098
,,,,,,,,m07,Labial palpomere 1 width,102.20676
,,,,,,,,m08,Labial palpomere 2 length,213.46663
,,,,,,,,m09,Labial palpomere 2 width,70.17439
,,,,,,,,m10,Distal labial palpomeres length,102.45866
,,,,,,,,m11,Stipes length,643.02756
,,,,,,,,m12,Maxillary palp length,97.47934
,,,,,,,,m13,Galea length,797.67217
,,,,,,,,m14,Galea width,196.83721
,,,,,,,,m15,"Stipes width, across from palp",133.43996
JL190716-009,DRA,ternarius,ternarius,W,4.842972418,20.16493871,309.09545,m01,Mentum length,529.61705
,,,,,,,301.7615,m02,Mentum width,209.43946
,,,,,ITS pixels,BL pixels,309.09545,m03,Glossa length,628.68469
,,,,,,,,m04,"Glossa width, at mid-point",53.35
,,,,,,,,m05,Flabellum length,18.85618
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,417.35765
,,,,,,,,m07,Labial palpomere 1 width,89.69083
,,,,,,,,m08,Labial palpomere 2 length,155.6349
,,,,,,,,m09,Labial palpomere 2 width,51.51914
,,,,,,,,m10,Distal labial palpomeres length,83.50116
,,,,,,,,m11,Stipes length,532.93318
,,,,,,,,m12,Maxillary palp length,73.96095
,,,,,,,,m13,Galea length,648.76772
,,,,,,,,m14,Galea width,169.2073
,,,,,,,,m15,"Stipes width, across from palp",113.45875
JL190724-002,DRA,ternarius,ternarius,W,4.415349985,15.25223119,158.521,m01,Mentum length,371.39317
,,,,,,,,m02,Mentum width,166.00134
,,,,,ITS pixels,BL pixels,,m03,Glossa length,484.77705
,,,,,,,,m04,"Glossa width, at mid-point",33.15284
,,,,,,,,m05,Flabellum length,20.53723
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,317.53565
,,,,,,,,m07,Labial palpomere 1 width,57.87726
,,,,,,,,m08,Labial palpomere 2 length,119.94814
,,,,,,,,m09,Labial palpomere 2 width,30.18462
,,,,,,,,m10,Distal labial palpomeres length,54.03702
,,,,,,,,m11,Stipes length,377.85947
,,,,,,,,m12,Maxillary palp length,NA
,,,,,,,,m13,Galea length,460.31535
,,,,,,,,m14,Galea width,100.84532
,,,,,,,,m15,"Stipes width, across from palp",80.2773
JL190724-004,DRA,ternarius,ternarius,W,3.95985727,16.12122515,150.007,m01,Mentum length,341.33919
,,,,,,,,m02,Mentum width,144.01389
,,,,,ITS pixels,BL pixels,,m03,Glossa length,462.22565
,,,,,,,,m04,"Glossa width, at mid-point",32.02777
,,,,,,,,m05,Flabellum length,16.2207
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,293.70355
,,,,,,,,m07,Labial palpomere 1 width,59.25838
,,,,,,,,m08,Labial palpomere 2 length,107.60008
,,,,,,,,m09,Labial palpomere 2 width,34.41576
,,,,,,,,m10,Distal labial palpomeres length,47.03409
,,,,,,,,m11,Stipes length,358.05028
,,,,,,,,m12,Maxillary palp length,46.24903
,,,,,,,,m13,Galea length,436.91449
,,,,,,,,m14,Galea width,103.21929
,,,,,,,,m15,"Stipes width, across from palp",78.69209
JL190724-005,DRA,ternarius,ternarius,W,3.351557083,15.71945997,159.24,m01,Mentum length,349.58769
,,,,,,,,m02,Mentum width,142.72273
,,,,,ITS pixels,BL pixels,,m03,Glossa length,439.30045
,,,,,,,,m04,"Glossa width, at mid-point",35.18207
,,,,,,,,m05,Flabellum length,13.49897
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,293.73382
,,,,,,,,m07,Labial palpomere 1 width,55.36947
,,,,,,,,m08,Labial palpomere 2 length,110.66867
,,,,,,,,m09,Labial palpomere 2 width,33.33333
,,,,,,,,m10,Distal labial palpomeres length,49.06685
,,,,,,,,m11,Stipes length,350.94032
,,,,,,,,m12,Maxillary palp length,54.08919
,,,,,,,,m13,Galea length,439.76587
,,,,,,,,m14,Galea width,99.09816
,,,,,,,,m15,"Stipes width, across from palp",77.31609
JL190809-001,DRA,ternarius,ternarius,W,3.54655647,14.08792134,302.609,m01,Mentum length,613.87947
,,,,,,,,m02,Mentum width,272.25152
,,,,,ITS pixels,BL pixels,,m03,Glossa length,829.88752
,,,,,,,,m04,"Glossa width, at mid-point",56
,,,,,,,,m05,Flabellum length,25.4733
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,534.18931
,,,,,,,,m07,Labial palpomere 1 width,101.54364
,,,,,,,,m08,Labial palpomere 2 length,197.49993
,,,,,,,,m09,Labial palpomere 2 width,64.8828
,,,,,,,,m10,Distal labial palpomeres length,95.60102
,,,,,,,,m11,Stipes length,619.87902
,,,,,,,,m12,Maxillary palp length,96.71605
,,,,,,,,m13,Galea length,757.19394
,,,,,,,,m14,Galea width,203.24479
,,,,,,,,m15,"Stipes width, across from palp",132.00673
JL190809-002,DRA,ternarius,ternarius,W,3.842310846,16.64336896,317.44,m01,Mentum length,662.73641
,,,,,,,,m02,Mentum width,277.5544
,,,,,ITS pixels,BL pixels,,m03,Glossa length,873.74046
,,,,,,,,m04,"Glossa width, at mid-point",60.47222
,,,,,,,,m05,Flabellum length,30.69564
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,585.33941
,,,,,,,,m07,Labial palpomere 1 width,96.36966
,,,,,,,,m08,Labial palpomere 2 length,193.19995
,,,,,,,,m09,Labial palpomere 2 width,53.99588
,,,,,,,,m10,Distal labial palpomeres length,70.60375
,,,,,,,,m11,Stipes length,707.02884
,,,,,,,,m12,Maxillary palp length,113.74933
,,,,,,,,m13,Galea length,841.72359
,,,,,,,,m14,Galea width,203.5245
,,,,,,,,m15,"Stipes width, across from palp",146.8181
JL190809-004,DRA,ternarius,ternarius,W,3.717006783,15.09278439,304.408,m01,Mentum length,632.46959
,,,,,,,,m02,Mentum width,252.15163
,,,,,ITS pixels,BL pixels,,m03,Glossa length,854.13712
,,,,,,,,m04,"Glossa width, at mid-point",66.42623
,,,,,,,,m05,Flabellum length,31.38294
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,569.33958
,,,,,,,,m07,Labial palpomere 1 width,94.90112
,,,,,,,,m08,Labial palpomere 2 length,210.81851
,,,,,,,,m09,Labial palpomere 2 width,57.71963
,,,,,,,,m10,Distal labial palpomeres length,85.30208
,,,,,,,,m11,Stipes length,685.29961
,,,,,,,,m12,Maxillary palp length,76.0117
,,,,,,,,m13,Galea length,796.07928
,,,,,,,,m14,Galea width,190.23728
,,,,,,,,m15,"Stipes width, across from palp",140.4564
JL190809-006,DRA,ternarius,ternarius,W,3.891659445,17.38042159,303.366,m01,Mentum length,696.88577
,,,,,,,,m02,Mentum width,272.91676
,,,,,ITS pixels,BL pixels,,m03,Glossa length,862.09048
,,,,,,,,m04,"Glossa width, at mid-point",69.53816
,,,,,,,,m05,Flabellum length,38.66667
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,599.20243
,,,,,,,,m07,Labial palpomere 1 width,108.58279
,,,,,,,,m08,Labial palpomere 2 length,222.86219
,,,,,,,,m09,Labial palpomere 2 width,64.22184
,,,,,,,,m10,Distal labial palpomeres length,105.43455
,,,,,,,,m11,Stipes length,718.98818
,,,,,,,,m12,Maxillary palp length,105.38351
,,,,,,,,m13,Galea length,876.54684
,,,,,,,,m14,Galea width,212.7868
,,,,,,,,m15,"Stipes width, across from palp",148.53357
JL190809-007,DRA,ternarius,ternarius,W,3.397214956,13.43358148,349.307,m01,Mentum length,683.03376
,,,,,,,,m02,Mentum width,286.76897
,,,,,ITS pixels,BL pixels,,m03,Glossa length,925.8404
,,,,,,,,m04,"Glossa width, at mid-point",67.90844
,,,,,,,,m05,Flabellum length,25.4733
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,624.51403
,,,,,,,,m07,Labial palpomere 1 width,107.37266
,,,,,,,,m08,Labial palpomere 2 length,231.22091
,,,,,,,,m09,Labial palpomere 2 width,62.6099
,,,,,,,,m10,Distal labial palpomeres length,88.92326
,,,,,,,,m11,Stipes length,706.99992
,,,,,,,,m12,Maxillary palp length,90.70587
,,,,,,,,m13,Galea length,861.76047
,,,,,,,,m14,Galea width,212.50673
,,,,,,,,m15,"Stipes width, across from palp",151.42582
MY190619-003,DRA,ternarius,ternarius,W,3.506699781,15.86588249,158.555,m01,Mentum length,371.31358
,,,,,,,,m02,Mentum width,145.27369
,,,,,ITS pixels,BL pixels,,m03,Glossa length,481.04054
,,,,,,,,m04,"Glossa width, at mid-point",34.78186
,,,,,,,,m05,Flabellum length,23.48522
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,307.43455
,,,,,,,,m07,Labial palpomere 1 width,61.39852
,,,,,,,,m08,Labial palpomere 2 length,121.52
,,,,,,,,m09,Labial palpomere 2 width,37.48185
,,,,,,,,m10,Distal labial palpomeres length,51.44144
,,,,,,,,m11,Stipes length,368.39894
,,,,,,,,m12,Maxillary palp length,57.21985
,,,,,,,,m13,Galea length,452.23279
,,,,,,,,m14,Galea width,109.46334
,,,,,,,,m15,"Stipes width, across from palp",89.10668
FJ190628-008,DRA,bimaculatus,bimaculatus,W,4.263,18.431,260.60101,m01,Mentum length,697.25302
,,,,,,,261.18363,m02,Mentum width,236.24093
,,,,,ITS pixels,BL pixels,263.55855,m03,Glossa length,NA
,,,,,,,,m04,"Glossa width, at mid-point",61.18823
,,,,,,,,m05,Flabellum length,NA
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,619.58839
,,,,,,,,m07,Labial palpomere 1 width,123.3027
,,,,,,,,m08,Labial palpomere 2 length,231.68177
,,,,,,,,m09,Labial palpomere 2 width,63.38594
,,,,,,,,m10,Distal labial palpomeres length,100.92021
,,,,,,,,m11,Stipes length,715.6225
,,,,,,,,m12,Maxillary palp length,102.40092
,,,,,,,,m13,Galea length,981.60846
,,,,,,,,m14,Galea width,200.49716
,,,,,,,,m15,"Stipes width, across from palp",147.28355
FJ190822-008,DRA,,bimaculatus,M,3.987,18.367,245.07958,m01,Mentum length,646.01625
,,,,,,,241.56895,m02,Mentum width,213.74959
,,,,,ITS pixels,BL pixels,242.71428,m03,Glossa length,NA
,,,,,,,,m04,"Glossa width, at mid-point",53.39996
,,,,,,,,m05,Flabellum length,NA
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,658.59919
,,,,,,,,m07,Labial palpomere 1 width,106.26591
,,,,,,,,m08,Labial palpomere 2 length,211.37854
,,,,,,,,m09,Labial palpomere 2 width,46.89468
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,693.00633
,,,,,,,,m12,Maxillary palp length,71.17884
,,,,,,,,m13,Galea length,NA
,,,,,,,,m14,Galea width,154.35601
,,,,,,,,m15,"Stipes width, across from palp",122.73187
JL190731-005,DRA,bimaculatus,bimaculatus,W,4.693,18.362,103.12883,m01,Mentum length,286.11187
,,,,,,,104.1644,m02,Mentum width,97.35388
,,,,,ITS pixels,BL pixels,102.55622,m03,Glossa length,439.71425
,,,,,,,,m04,"Glossa width, at mid-point",25.4951
,,,,,,,,m05,Flabellum length,11.46977
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,300.04166
,,,,,,,,m07,Labial palpomere 1 width,50.21731
,,,,,,,,m08,Labial palpomere 2 length,105.64327
,,,,,,,,m09,Labial palpomere 2 width,24.62722
,,,,,,,,m10,Distal labial palpomeres length,41.86884
,,,,,,,,m11,Stipes length,298.1737
,,,,,,,,m12,Maxillary palp length,38.07681
,,,,,,,,m13,Galea length,403.5843
,,,,,,,,m14,Galea width,78.75983
,,,,,,,,m15,"Stipes width, across from palp",64.58414
PF190709-006,DRA,impatiens,impatiens,Q,6.963,31.95,95.38999,m01,Mentum length,326.31818
,,,,,,,93.771,m02,Mentum width,128.2099
,,,,,ITS pixels,BL pixels,93.70832,m03,Glossa length,492.9521
,,,,,,,92.41888,m04,"Glossa width, at mid-point",30.26549
,,,,,,,,m05,Flabellum length,18.34242
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,242.79209
,,,,,,,,m07,Labial palpomere 1 width,47.34742
,,,,,,,,m08,Labial palpomere 2 length,90.99206
,,,,,,,,m09,Labial palpomere 2 width,26.39865
,,,,,,,,m10,Distal labial palpomeres length,56.60389
,,,,,,,,m11,Stipes length,324.17348
,,,,,,,,m12,Maxillary palp length,60.75067
,,,,,,,,m13,Galea length,436.90289
,,,,,,,,m14,Galea width,78.29432
,,,,,,,,m15,"Stipes width, across from palp",72.11103
DRA190709-005,DRA,impatiens,impatiens,W,4.735,18.494,313.37872,m01,Mentum length,725.40334
,,,,,,,317.52655,m02,Mentum width,272.02941
,,,,,ITS pixels,BL pixels,312.12533,m03,Glossa length,NA
,,,,,,,,m04,"Glossa width, at mid-point",74.8569
,,,,,,,,m05,Flabellum length,NA
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,656.1288
,,,,,,,,m07,Labial palpomere 1 width,125.58839
,,,,,,,,m08,Labial palpomere 2 length,142.04225
,,,,,,,,m09,Labial palpomere 2 width,68.32602
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,730.81385
,,,,,,,,m12,Maxillary palp length,90.0443
,,,,,,,,m13,Galea length,943.04
,,,,,,,,m14,Galea width,201.33775
,,,,,,,,m15,"Stipes width, across from palp",153.14191
FJ190709-008,DRA,impatiens,impatiens,W,4.715,18.478,156.55315,m01,Mentum length,359.89443
,,,,,,,157.49145,m02,Mentum width,140.93655
,,,,,ITS pixels,BL pixels,157.49145,m03,Glossa length,508.84139
,,,,,,,,m04,"Glossa width, at mid-point",36.08016
,,,,,,,,m05,Flabellum length,15.84649
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,343.18767
,,,,,,,,m07,Labial palpomere 1 width,65.00598
,,,,,,,,m08,Labial palpomere 2 length,88.90694
,,,,,,,,m09,Labial palpomere 2 width,36.05551
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,341.47979
,,,,,,,,m12,Maxillary palp length,46.31203
,,,,,,,,m13,Galea length,483.73265
,,,,,,,,m14,Galea width,104.85334
,,,,,,,,m15,"Stipes width, across from palp",87.31552
FJ190711-010,DRA,impatiens,impatiens,W,4.675,18.02,127.88276,m01,Mentum length,317.29762
,,,,,,,129.86916,m02,Mentum width,127.98785
,,,,,ITS pixels,BL pixels,126.88972,m03,Glossa length,438.00051
,,,,,,,131.38112,m04,"Glossa width, at mid-point",30.88329
,,,,,,,,m05,Flabellum length,13.49897
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,287.6518
,,,,,,,,m07,Labial palpomere 1 width,44.47221
,,,,,,,,m08,Labial palpomere 2 length,105.90772
,,,,,,,,m09,Labial palpomere 2 width,28.38623
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,304.18708
,,,,,,,,m12,Maxillary palp length,41.51085
,,,,,,,,m13,Galea length,417.75458
,,,,,,,,m14,Galea width,86.73075
,,,,,,,,m15,"Stipes width, across from palp",63.28068
JL190731-002,DRA,impatiens,impatiens,W,4.933,18.322,137.68402,m01,Mentum length,350.47539
,,,,,,,135.72849,m02,Mentum width,130.97413
,,,,,ITS pixels,BL pixels,140.02698,m03,Glossa length,NA
,,,,,,,138.11428,m04,"Glossa width, at mid-point",34.61535
,,,,,,,,m05,Flabellum length,NA
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,333.29333
,,,,,,,,m07,Labial palpomere 1 width,51.44144
,,,,,,,,m08,Labial palpomere 2 length,NA
,,,,,,,,m09,Labial palpomere 2 width,33.57248
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,354.47677
,,,,,,,,m12,Maxillary palp length,47.57537
,,,,,,,,m13,Galea length,NA
,,,,,,,,m14,Galea width,98.37118
,,,,,,,,m15,"Stipes width, across from palp",70.63207
JL190731-003,DRA,impatiens,impatiens,W,5.028,19.64,149.33929,m01,Mentum length,381.9296
,,,,,,,153.07369,m02,Mentum width,144.00154
,,,,,ITS pixels,BL pixels,152.82815,m03,Glossa length,NA
,,,,,,,,m04,"Glossa width, at mid-point",39.87759
,,,,,,,,m05,Flabellum length,NA
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,368.78178
,,,,,,,,m07,Labial palpomere 1 width,72.92309
,,,,,,,,m08,Labial palpomere 2 length,128.94271
,,,,,,,,m09,Labial palpomere 2 width,37.35714
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,399.28213
,,,,,,,,m12,Maxillary palp length,53.27513
,,,,,,,,m13,Galea length,516.88561
,,,,,,,,m14,Galea width,105.60303
,,,,,,,,m15,"Stipes width, across from palp",84.10047
PF190709-005,DRA,impatiens,impatiens,W,4.582,18.822,160.67635,m01,Mentum length,393.80198
,,,,,,,163.60657,m02,Mentum width,152.65502
,,,,,ITS pixels,BL pixels,162.54914,m03,Glossa length,NA
,,,,,,,,m04,"Glossa width, at mid-point",39.6092
,,,,,,,,m05,Flabellum length,NA
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,371.61151
,,,,,,,,m07,Labial palpomere 1 width,52.71728
,,,,,,,,m08,Labial palpomere 2 length,128.33983
,,,,,,,,m09,Labial palpomere 2 width,37.71236
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,402.39837
,,,,,,,,m12,Maxillary palp length,55.44567
,,,,,,,,m13,Galea length,512.93708
,,,,,,,,m14,Galea width,118.37605
,,,,,,,,m15,"Stipes width, across from palp",92.86789
JL190711-002,DRA,ternarius,ternarius,W,4.443,18.35,154.6796,m01,Mentum length,364.67642
,,,,,,,157.13123,m02,Mentum width,146.18101
,,,,,ITS pixels,BL pixels,156.84104,m03,Glossa length,NA
,,,,,,,,m04,"Glossa width, at mid-point",38.00585
,,,,,,,,m05,Flabellum length,NA
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,315.64607
,,,,,,,,m07,Labial palpomere 1 width,50.6184
,,,,,,,,m08,Labial palpomere 2 length,94.44105
,,,,,,,,m09,Labial palpomere 2 width,31.53129
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,311.63298
,,,,,,,,m12,Maxillary palp length,67.91571
,,,,,,,,m13,Galea length,474.18064
,,,,,,,,m14,Galea width,106.35371
,,,,,,,,m15,"Stipes width, across from palp",77.706
PF190724-005,DRA,ternarius,ternarius,W,3.39,15.436,159.95138,m01,Mentum length,335.33565
,,,,,,,161.10728,m02,Mentum width,134.00166
,,,,,ITS pixels,BL pixels,160.90025,m03,Glossa length,399.33333
,,,,,,,,m04,"Glossa width, at mid-point",32.67347
,,,,,,,,m05,Flabellum length,17.38454
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,267.13709
,,,,,,,,m07,Labial palpomere 1 width,51.51914
,,,,,,,,m08,Labial palpomere 2 length,78.40918
,,,,,,,,m09,Labial palpomere 2 width,31.58762
,,,,,,,,m10,Distal labial palpomeres length,59.04715
,,,,,,,,m11,Stipes length,352.66131
,,,,,,,,m12,Maxillary palp length,49.59292
,,,,,,,,m13,Galea length,383.55448
,,,,,,,,m14,Galea width,91.37225
,,,,,,,,m15,"Stipes width, across from palp",62.17538
FJ190718-001,DRA,,cf vagans,M,3.631,19.883,123.17648,m01,Mentum length,304.90162
,,,,,,,125.6733,m02,Mentum width,117.0394
,,,,,ITS pixels,BL pixels,124.26674,m03,Glossa length,NA
,,,,,,,122.61774,m04,"Glossa width, at mid-point",27.72885
,,,,,,,,m05,Flabellum length,NA
