specimen.id,species,caste,image.initials,digitizer,its.mm,body.length.mm,l1_femurL_1,l1_femurL_2,l1_femurW_1,l1_femurW_2,l1_tibiaL_1,l1_tibiaL_2,l1_tibiaW_1,l1_tibiaW_2,l1_btarsL_1,l1_btarsL_2,l1_btarsW_1,l1_btarsW_2,l2_femurL_1,l2_femurL_2,l2_femurW_1,l2_femurW_2,l2_tibiaL_1,l2_tibiaL_2,l2_tibiaW_1,l2_tibiaW_2,l2_btarsL_1,l2_btarsL_2,l2_btarsW_1,l2_btarsW_2,l3_femurL_1,l3_femurL_2,l3_femurW_1,l3_femurW_2,l3_tibiaL_1,l3_tibiaL_2,l3_tibiaW_1,l3_tibiaW_2,l3_btarsL_1,l3_btarsL_2,l3_btarsW_1,l3_btarsW_2,notes
FJ190827-006,cf bimaculatus,M,DY,DY,4.124395485,17.94805379,3.922,3.667,0.652,0.784,,2.285,,0.574,2.835,2.043,0.427,0.502,2.971,3.273,1.217,1.391,3.013,2.676,1.063,1.083,3.257,3.261,0.502,0.587,3.932,4.166,1.224,1.021,4.079,4.353,1.13,0.913,3.049,3.111,0.763,0.696,
FJ190827-007,borealis,W,PF,DMO,5.575,19.273,2.904,2.977,1.101,0.789,2.436,2.488,0.746,0.732,2.083,2.196,0.702,0.701,3.46,3.154,1.372,1.301,3.063,2.986,0.998,1.1,3.049,3.25,0.638,0.79,3.911,,1.194,,4.268,,1.423,,3.185,,1.322,,
FJ190827-008,impatiens,M,DY,DY,3.308709235,15.16810773,,,,,1.955,,0.585,,1.661,,0.414,,,2.563,,1.112,2.49,2.648,0.866,0.826,2.918,2.728,0.547,0.587,3.514,4.053,0.879,0.914,3.739,3.614,0.891,0.936,2.967,2.592,0.538,0.779,
FJ190827-009,borealis,W,PF,DMO,4.507,19.801,2.784,2.579,0.864,0.791,2.398,2.144,0.691,0.732,1.73,1.797,0.618,0.628,3.027,,1.264,,2.761,,1.023,,2.536,,0.568,,3.798,4.529,1.143,1.167,4.229,4.158,1.221,1.283,2.818,2.778,1.141,1.011,
FJ190827-013,bimaculatus,W,DY,DY,4.783,21.404,2.783,2.828,0.849,0.654,2.326,2.343,0.612,0.766,2.152,2.153,0.691,0.634,2.723,3.445,1.205,1.305,2.896,2.456,1.14,1.348,2.617,2.959,0.957,1.066,4.152,3.156,1.114,1.279,3.983,4.12,1.439,1.285,3.05,2.652,1.13,1.326,
FJ190827-014,impatiens,W,DY,DY,4.804,17.507,3.213,3.172,0.61,0.612,2.017,2.082,0.492,0.701,1.741,1.799,0.522,0.591,3.805,2.965,1.152,0.999,2.544,2.574,0.739,0.936,2.573,2.427,0.675,0.766,4.09,3.372,0.996,1.085,4.13,3.796,1.365,1.292,2.558,2.716,1.081,1.147,
FJ190827-015,impatiens,W,DY,DY,4.49,18.872,2.577,3.36,0.805,0.892,2.174,2.302,0.671,0.675,2.017,1.813,0.524,0.671,3.413,3.026,1.109,0.953,2.307,2.178,0.914,1.069,2.49,2.463,0.772,0.96,4.496,3.679,1.117,1.176,3.776,3.987,1.217,1.123,2.706,2.541,1.139,1.09,
FJ190827-016,impatiens,W,DY,DY,4.533,16.274,3.022,3.053,0.609,0.502,1.892,1.987,0.616,0.603,1.802,1.839,0.601,0.63,2.895,,1.044,,2.427,,0.839,,2.558,,0.671,,4.029,3.171,1.011,0.971,3.796,3.844,1.265,1.387,2.665,2.558,1.152,1.147,
FJ190827-017a,borealis,W,DY,DY,4.891,21.755,3.602,,0.839,,2.177,,0.749,,1.719,,0.627,,2.979,,1.356,,2.613,,0.973,,2.781,,0.804,,2.979,3.195,1.356,1.27,2.613,3.999,0.973,1.239,2.781,2.526,0.804,0.936,
FJ190827-017b,ternarius,W,DY,PF,4.135707709,17.09948063,2.022,2.002,0.571,0.659,1.693,1.591,0.47,0.452,1.335,1.409,0.382,0.409,2.498,2.223,0.619,0.794,2.179,1.911,0.834,0.814,1.629,1.91,0.581,0.567,2.396,2.43,0.856,0.903,2.842,2.93,0.97,0.949,1.907,1.93,0.857,0.922,
FJ190827-018,ternarius,W,DY,PF,4.501412065,18.26159722,,,,,1.434,1.784,0.445,0.443,1.282,1.346,0.359,0.311,2.393,2.58,0.933,0.893,2.084,2.194,0.716,0.798,1.913,1.908,0.564,0.428,3.133,2.947,0.775,0.811,2.834,2.761,0.877,0.957,1.742,1.889,0.589,0.861,
FJ190827-019,ternarius,W,DY,PF,4.249313281,18.31611267,1.541,1.746,0.439,0.531,1.62,1.602,0.463,0.461,1.288,1.061,0.372,0.329,2.411,2.285,0.879,0.952,2.092,2.009,0.654,0.658,1.944,1.801,0.46,0.544,2.547,2.661,0.746,0.897,2.837,2.999,0.808,0.773,2.017,1.877,0.736,0.65,
FJ190828-001,impatiens,W,DY,DY,4.867,19.483,3.767,3.407,0.72,0.764,2.207,2.204,0.633,0.679,1.891,2.095,0.665,0.618,3.165,2.923,1.14,1.26,2.567,2.648,0.901,0.917,2.722,2.777,0.679,0.616,4.245,4.275,1.06,1.236,3.932,4.037,1.372,1.854,2.761,2.409,1.503,1.445,
FJ190828-002,impatiens,W,DY,DY,5.389,22.819,2.885,3.87,0.664,0.772,2.387,2.336,0.828,0.87,2.012,2.118,0.823,0.622,3.248,3.839,1.396,1.261,3.153,2.898,1.313,1.518,2.829,2.957,1.089,1.044,3.925,3.735,1.435,1.381,4.957,4.429,1.293,1.219,3.053,2.87,1.244,1.381,
FJ190828-003,impatiens,W,DY,DY,5.532358258,16.20993943,,,,,,,,,,,,,4.245,4.275,1.06,1.236,3.932,4.037,1.372,1.854,2.761,2.409,1.503,1.445,4.825,5.27,1.297,1.25,4.486,4.792,1.417,1.64,3.188,3.54,1.43,1.365,
FJ190828-004,bimaculatus,M,DY,DY,4.488,19.222,2.987,2.987,0.927,0.927,2.174,2.174,0.667,0.667,2.058,2.058,0.467,0.467,3.229,3.003,1.547,1.4,2.905,2.913,1,1.054,3.058,2.986,0.828,0.804,3.628,3.767,1.006,1.104,3.873,3.954,1.283,0.969,3.171,2.729,0.898,0.791,
FJ190905-001,impatiens,W,DY,DY,4.196,17.538,,2.222,,0.79,,1.731,,0.682,2.222,,0.79,,,,,,1.998,1.816,1.001,0.663,2.324,1.761,0.805,0.631,2.826,,0.951,,3.683,3.626,1.737,1.41,2.413,2.395,0.723,1.429,
FJ190905-002,impatiens,W,DY,DY,4.917,19.592,2.866,2.416,0.808,0.846,2.494,2.923,0.636,0.766,2.085,,0.615,,3.035,,1.349,,2.713,2.798,0.976,0.954,3.033,3.015,0.861,0.791,3.706,3.757,1.144,1.071,4.116,4.12,1.322,0.953,3.169,2.449,1.322,0.955,
FJ190905-003,impatiens,W,PF,DMO,4.871,16.609,2.227,2.549,0.654,0.784,2.353,2.237,0.654,0.678,1.503,1.921,0.569,0.649,2.815,2.894,1.087,1.064,2.645,2.565,0.978,1.059,2.779,2.861,0.69,0.827,3.732,3.544,1.149,1.109,3.994,3.953,0.995,1.327,2.837,2.55,1.162,1.295,
GFO190709-001,borealis,Q,PF,DY,,,3.675,3.982,1.165,1.186,2.937,3.035,0.927,0.983,2.479,2.605,0.973,0.892,4.441,4.488,1.887,1.614,3.437,3.61,1.472,1.46,3.878,3.766,1.04,1.025,5.4,5.214,1.587,1.674,5.507,5.631,1.877,2,3.707,3.599,1.312,1.393,
GSM220614-001,vagans,W,MEM,MEM,4.393601375,14.98672219,2.24784447,,0.752917238,,1.667406629,,0.626325496,,1.76331844,,0.367238771,,2.679066765,,1.023514227,,2.342613718,,0.734858396,,2.498594718,,0.751801123,,3.221741844,,0.941096296,,3.687230448,,1.03148043,,2.665980188,,1.03148043,,
HFN190709-001,vagans,W,CL,PF,5.187088882,21.2387502,3.34,3.033,1.037,0.661,2.246,2.082,0.755,0.534,,1.499,,0.459,3.038,,1.034,,2.536,,1.115,,2.5,2.468,0.753,0.863,3.242,2.987,1.033,0.954,3.549,3.878,1.211,1.001,2.4,,1.024,,
HHW230629-001,vagans,W,MEM,MEM,3.639758217,19.0642442,3.153201525,,0.844772121,,2.436375917,,0.689687346,,1.998883788,,0.4431705,,3.462632658,,1.19024259,,2.979215561,,1.263082577,,3.2410102,,0.758703591,,4.160316661,,1.192841361,,4.715406015,,1.394675383,,3.28035238,,1.150682893,,
JAL230713-001,borealis,W,MEM,MEM,,,3.504075588,,0.918240149,,3.093785866,,1.034047824,,2.591198852,,0.443742874,,4.477790699,,1.696917932,,4.133100516,,1.566673359,,3.922927455,,0.610338206,,4.986809263,,1.703411979,,5.803951352,,1.779522444,,3.488047847,,1.431036965,,
JAL230713-002,vagans,W,MEM,MEM,3.511367239,11.9512451,1.987856638,,0.647529397,,1.504619678,,0.507983272,,1.307396245,,0.265722102,,2.217165133,,0.954976911,,2.029944594,,0.604337334,,1.942560726,,0.334852474,,2.518037434,,0.859452304,,3.013754665,,0.933823072,,1.984637695,,0.914229267,,
JAL230713-003,vagans,W,MEM,MEM,,,2.052396168,,0.651956005,,1.605254917,,0.574861581,,1.451044721,,0.353724843,,2.516772111,,0.944839022,,2.344990961,,0.917858109,,2.156444817,,0.587217826,,2.702414671,,0.92941907,,3.103568276,,1.079124441,,2.290591462,,0.945468843,,
JL190619-003,ternarius,Q,CL,CL,6.293,27.034,2.334,2.497,0.732,0.651,2.237,2.162,0.704,0.744,1.865,1.967,0.727,0.668,3,2.35,1.041,1.009,2.859,,0.938,,2.908,2.624,0.777,0.989,3.144,3.231,1.023,1.135,4.177,4.087,1.077,1.333,2.97,2.599,1.093,0.762,
JL190627-001,bimaculatus,W,DY,DY,3.832,13.861,2.304,2.291,0.738,0.749,1.848,1.644,0.566,0.723,1.592,1.467,0.496,0.644,2.502,,1.026,,2.231,2.051,0.791,0.874,2.217,2.149,0.717,0.627,2.614,2.722,0.785,0.924,3.196,2.896,0.674,0.609,1.897,1.867,0.739,0.763,
JL190627-002,impatiens,W,CL,CL,4.002,15.244,2.207,2.206,0.613,0.703,1.861,1.953,0.509,0.613,1.703,1.962,0.459,0.72,3.033,2.839,0.899,0.891,2.548,2.555,0.824,0.836,,,0.76,,3.252,3.179,0.824,0.975,,3.544,1.068,1.092,,2.161,,0.908,
JL190703-001,vagans,Q,DY,PF,5.19,21.859,2.303,,0.65,,1.921,,0.612,,1.433,,0.464,,2.959,2.426,0.781,0.9,2.324,1.948,0.88,0.763,2.254,2.294,0.706,0.621,2.852,3.094,0.902,0.849,3.45,3.513,0.923,1.181,2.25,2.226,0.859,0.765,
JL190703-003,bimaculatus,W,DY,DY,3.778,17.016,,,,,1.74,,0.604,,1.445,,0.415,,2.47,2.491,1.158,0.848,2.021,2.296,0.925,0.963,2.148,2.276,0.695,0.585,3.132,2.856,0.965,1.109,3.003,2.961,0.953,0.805,1.983,2.146,0.917,0.631,
JL190703-004a,bimaculatus,W,DY,DY,4.23,16.349,2.395,2.552,0.78,0.731,2.172,2.008,0.739,0.743,1.968,1.915,0.724,0.679,,3.101,,1.296,2.588,,1.052,,2.705,,0.914,,3.601,,1.35,,2.432,3.457,1.203,1.501,2.553,2.645,1.153,0.96,
JL190703-004b,vagans,W,DY,DY,4.305259534,16.75474852,2.084,,0.665,,1.721,,0.609,,1.408,,0.461,,2.53,,1.013,,2.159,,0.818,,2.027,,0.597,,2.827,,0.896,,3.124,,1.04,,2.265,,0.712,,
JL190703-005,ternarius,W,CL,CL,4.042851311,17.13522261,,,,,,,,,,,,,2.499,2.727,1.078,1.179,2.426,2.416,0.916,0.866,2.256,2.274,0.642,0.588,3.523,3.113,0.914,0.951,3.344,3.309,1.092,0.699,2.708,2.57,1.048,0.699,
JL190703-006,ternarius,W,CL,CL,3.670808725,19.99203011,2.2,,0.618,0.481,1.896,1.989,0.573,0.596,,1.541,0.504,0.403,2.363,2.568,1.093,0.975,2.293,2.306,0.745,0.826,2.19,,0.524,,2.812,3.262,0.81,1.064,3.456,3.163,0.886,0.94,,2.249,0.818,0.787,
JL190703-007,bimaculatus,W,DY,DY,4.382,19.435,2.48,2.576,0.784,0.807,2.139,2.152,0.635,0.615,2.529,2.032,0.646,0.597,3.86,2.852,1.305,1.022,2.489,2.488,1.087,0.979,2.604,2.555,0.751,0.79,3.595,3.428,1.205,1.19,3.702,3.879,1.241,1.365,2.469,2.408,0.981,1.092,
JL190703-008,bimaculatus,W,CL,CL,4.687,20.537,2.417,,0.677,,2.333,,0.744,,1.844,,0.715,,3.414,,1.048,,2.793,2.7,1.045,1.123,2.794,2.708,0.612,0.909,3.718,3.459,1.202,0.852,3.844,3.919,0.939,1.066,2.884,2.787,1.095,1.123,
JL190703-009,terricola,W,CL,CL,5.502543927,16.73642106,2.426,2.667,0.741,0.769,2.327,2.291,0.797,0.563,1.992,1.863,0.674,0.625,3.104,3.129,1.146,1.23,3.144,2.769,0.917,1.072,,,0.808,0.88,2.695,3.742,1.006,1.204,4.251,3.791,0.939,1.079,3.255,2.964,1.16,1.045,
JL190703-010,terricola,W,CL,CL,4.718791544,18.94342794,2.154,,0.674,,2.181,,0.674,,,,0.616,,2.666,,0.791,,2.292,,0.726,,2.056,,0.711,,3.862,,1.163,,4.248,,1.366,1.43,3.047,,1.246,1.142,
JL190703-011,ternarius,W,CL,CL,3.310388184,16.55741627,2.01,,0.615,,1.778,,0.698,,1.586,,0.604,,2.384,2.592,0.964,0.895,2.118,2.377,0.853,0.757,2.072,2.091,0.546,0.621,2.841,,0.815,,3.3,3.141,0.831,1.036,2.363,1.999,0.836,0.981,
JL190703-012,bimaculatus,W,DY,DY,4.266742429,17.05137942,3.699,,0.739,,2.373,2.065,0.634,0.761,2.065,1.888,0.631,0.61,,,,,,,,,,,,,4.243,3.678,1.205,1.698,3.901,4.17,1.097,1.265,2.86,2.596,1.002,0.963,
JL190703-013,bimaculatus,W,DY,PF,3.703,16.239,1.595,,0.559,,1.557,,0.408,,1.212,,0.416,,2.182,1.942,0.821,0.773,1.932,1.786,0.661,0.803,1.895,1.767,0.578,0.513,2.368,2.56,0.835,0.855,2.683,2.7,0.888,0.973,2.044,1.807,0.777,0.704,
JL190709-003,vagans,W,DY,PF,,,1.672,1.303,0.41,0.387,1.264,1.413,0.408,0.508,1.079,1.626,0.331,0.417,2.041,,0.625,,1.631,,0.648,,1.583,,0.428,,2.043,2.004,0.699,0.693,2.401,2.43,0.649,0.931,1.731,1.723,0.672,0.639,
JL190710-001,perplexus,W,DY,PF,4.421286347,20.69498476,1.946,1.624,0.59,0.522,1.584,1.296,0.423,0.45,1.346,1.391,0.325,0.411,2.339,,0.853,,1.921,2.038,0.743,0.752,2.028,2.026,0.587,0.598,2.752,2.422,0.843,0.805,3.012,2.875,1.248,0.842,2.072,1.978,1.021,0.893,
JL190710-002,impatiens,W,CL,CL,4.654,17.04,2.25,,0.7,0.485,1.968,2.118,0.711,0.747,1.77,,0.677,0.546,2.591,2.984,0.993,1.087,2.412,2.312,0.93,0.869,2.27,2.566,0.611,0.668,3.24,3.251,0.962,0.994,3.227,3.415,0.959,0.97,2.714,2.511,1.124,1.092,
JL190710-005,vagans,W,DY,PF,,,,,,,,,,,,,,,,,,,,,,,,,,,3.177,2.735,0.855,0.897,3.465,3.307,1.245,1.148,2.229,2.285,0.792,0.732,
JL190711-001,ternarius,W,CL,CL,3.664677013,16.55421453,,,,,,,,,,,,,2.681,2.859,0.866,1.049,2.291,2.366,0.86,0.934,2.204,2.198,0.781,0.599,2.909,2.969,1.057,1.063,3.35,3.09,1.194,1.086,2.389,2.54,0.793,0.951,
JL190711-002,ternarius,W,CL,CL,4.443,18.35,2.119,,0.618,0.546,1.947,1.837,0.569,0.689,,1.617,0.611,0.512,2.345,2.714,1.046,0.96,2.33,2.225,0.69,0.795,2.14,,0.504,,3.126,2.756,0.909,0.854,3.42,3.397,0.831,0.869,2.162,2.047,0.83,0.822,
JL190711-003,terricola,W,MEM,MEM,4.315631366,13.10491071,2.227011765,,0.661788446,,1.872622095,,0.509989747,,1.732423863,,0.300112351,,2.696020826,,1.112221487,,2.502172474,,0.855064138,,2.384051674,,0.427777495,,3.438456252,,1.015894514,,3.656514514,,1.294360292,,2.168464033,,0.872418482,,
JL190711-004,terricola,W,CL,CL,5.257,20.198,,,,,,,,,,,,,3.082,3.602,1.018,1.201,3.226,2.703,0.801,1.197,2.846,2.919,0.734,0.865,3.52,3.742,1.113,1.3,4.44,4.548,1.03,1.275,2.964,2.9,0.991,1.35,
JL190711-005,terricola,W,CL,CL,4.720923671,22.71402858,2.622,2.595,0.635,0.654,2.161,1.928,0.723,0.599,2.127,1.807,0.678,0.646,2.97,3.071,0.945,1.181,2.757,2.603,0.853,0.906,2.445,2.527,0.76,0.703,3.733,4.218,1.078,0.982,4.014,4.081,1.152,1.234,2.617,2.579,0.861,1.157,
JL190711-006,terricola,W,CL,CL,4.685130041,17.8666108,2.676,,0.699,,2.188,,0.805,,2.011,,0.743,,3.097,3.366,1.194,1.068,2.818,2.789,1.112,1.192,2.681,2.236,0.842,0.654,3.455,3.52,0.981,1.139,4.271,4.186,1.539,1.179,2.776,2.604,1.42,1.229,
JL190711-007,bimaculatus,W,MEM,MEM,4.301403172,15.13310399,2.212521031,,0.662941655,,1.895712347,,0.608835821,,1.688890095,,0.500027137,,2.999251018,,1.08531886,,2.406664858,,0.901014925,,2.245476255,,0.674833107,,3.064998643,,1.1207327,,3.775478969,,1.428390773,,2.487055631,,1.215158752,,
JL190711-008,vagans,M,CL,CL,4.345,16.612,2.099,,0.739,,1.873,,0.635,,1.614,,0.508,,2.719,3.066,0.918,0.973,2.567,2.659,0.802,0.836,2.43,2.69,0.366,0.467,2.903,,0.926,0.948,3.659,3.429,1.048,1.005,2.71,2.861,0.786,0.677,
JL190716-001,ternarius,W,CL,CL,3.739446411,15.73362433,2.099,,0.481,,1.793,,0.594,,1.695,,0.569,,2.658,2.854,0.869,0.943,2.162,2.38,0.577,0.884,2.108,2.064,0.581,0.69,2.895,2.686,0.872,0.805,3.155,3.373,1.066,0.948,2.431,2.172,1.066,0.957,
JL190716-002,ternarius,W,CL,CL,3.820895522,15.21150733,1.637,2.119,0.546,0.435,1.877,1.783,0.558,0.394,1.523,1.456,0.491,0.45,2.581,,0.963,0.699,2.177,2.088,0.791,0.72,1.987,2.007,0.479,0.569,2.991,2.63,0.891,0.801,2.903,3.291,1.092,0.912,2.164,2.071,0.873,0.974,
JL190716-003,vagans,W,CL,CL,3.715591025,14.96202854,1.856,1.916,0.579,0.495,1.57,1.51,0.579,0.395,1.415,,0.532,,2.305,2.708,0.863,0.897,1.877,2.137,0.626,0.844,1.96,1.957,0.411,0.423,2.408,2.097,0.851,0.685,3.008,2.606,0.817,0.969,2.134,2.121,0.672,0.924,
JL190716-004,impatiens,W,CL,CL,4.095,15.643,2.115,1.937,0.483,0.742,1.956,1.884,0.503,0.626,1.942,1.634,0.531,0.587,2.435,,0.81,,2.504,,0.811,,2.086,,0.615,,2.713,2.762,0.907,0.932,3.35,3.266,0.562,1.071,2.538,2.481,0.894,1.028,
JL190716-005a,bimaculatus,W,CL,CL,3.739,14.166,1.872,1.848,0.461,0.471,1.601,1.613,0.396,0.441,1.303,1.307,0.435,0.502,2.637,,0.907,0.822,2.007,1.879,0.694,0.632,1.917,2.04,0.417,0.456,2.442,2.455,0.664,0.722,2.828,2.919,0.731,0.692,1.934,2.018,0.731,0.775,
JL190716-006,ternarius,W,CL,CL,4.026626016,18.77887119,,,,,,,,,,,,,2.687,2.506,1.014,1.01,2.319,2.297,0.702,0.812,2.168,2.335,0.666,0.498,3.596,2.915,0.809,0.897,3.217,3.285,0.817,0.986,2.164,2.45,0.755,0.897,
JL190716-007,ternarius,W,CL,CL,3.496858609,16.17474716,1.837,,0.565,,1.684,,0.605,,,,,,1.931,,0.775,,2.131,,0.795,,2.136,,0.619,,2.336,,0.821,,2.948,3.073,0.966,0.87,1.885,1.921,0.881,0.882,
JL190716-008,ternarius,W,CL,CL,3.983727938,15.80038517,2.255,,0.611,,1.914,,0.616,,1.526,,0.494,,2.367,2.57,0.915,0.883,2.211,2.251,0.722,0.839,2.153,2.091,0.417,0.565,2.896,3.006,0.809,0.746,3.176,3.317,0.734,1.043,1.953,2.286,0.787,0.688,
JL190716-009,ternarius,W,CL,CL,4.842972418,20.16493871,1.44,1.601,0.451,0.483,1.514,1.393,0.602,0.49,1.334,1.101,0.365,0.46,2.065,,0.58,,1.438,1.698,0.619,0.56,1.608,1.421,0.424,0.472,1.993,,0.639,,2.422,2.497,0.924,0.856,1.469,1.574,0.646,0.751,
JL190716-010,bimaculatus,M,CL,CL,4.843,20.165,2.806,2.644,0.763,0.817,2.394,2.047,0.659,0.59,1.987,2.279,0.502,0.523,3.079,3.337,1.063,1.135,2.958,2.876,0.881,1.019,3.073,3.31,0.675,0.666,3.698,3.743,0.796,1.031,4.527,3.946,0.875,1.122,3.328,3.364,0.77,0.867,
JL190716-011,impatiens,W,CL,CL,4.784,19.024,2.071,2.166,0.599,0.587,2.021,2.025,0.735,0.659,1.638,1.829,0.641,0.477,3,2.805,1.091,,2.543,2.492,0.967,0.76,2.639,2.45,0.625,0.75,3.33,3.406,0.924,0.891,3.357,3.593,1.252,1.21,2.586,2.796,1.076,1.187,
JL190716-012,impatiens,W,CL,CL,4.413,17.944,2.145,2.265,0.596,0.467,2.103,2.14,0.571,0.568,,1.859,0.467,0.604,2.673,2.61,1.075,1.059,2.52,2.693,0.889,0.859,2.419,2.384,0.704,0.649,,3.711,1.002,0.883,3.643,3.819,1.362,1.078,2.716,2.721,1.295,1.236,
JL190718-002,vagans,M,DY,PF,4.111,17.049,1.901,1.839,0.487,0.492,1.374,1.621,0.384,0.389,1.327,1.178,0.244,0.234,2.305,2.394,0.613,0.768,1.806,1.727,0.545,0.661,2.007,2.067,0.362,0.319,2.645,2.67,0.634,0.612,2.368,2.732,0.761,0.5,2.113,2.049,0.53,0.34,
JL190724-002,ternarius,W,CL,CL,4.415349985,15.25223119,2.155,,0.506,,2.146,,0.531,,,,0.465,,2.82,2.695,1.106,1.199,2.27,2.322,1.006,0.907,2.153,2.414,0.688,0.709,3.224,3.046,1.121,0.866,3.619,3.604,1.11,0.942,2.323,2.477,0.924,0.731,
JL190724-003,bimaculatus,W,CL,CL,4.657,18.392,2.003,,0.498,0.555,2.121,2.182,0.718,0.663,1.815,1.943,0.602,0.657,3.711,,1.337,,2.571,,1.026,,2.772,,0.796,,3.514,3.49,1.096,0.837,3.662,3.99,1.247,0.974,2.901,2.794,1.203,0.933,
JL190724-004,ternarius,W,CL,CL,3.95985727,16.12122515,2.25,2.001,0.679,0.615,1.955,1.984,0.657,0.645,1.798,1.729,0.683,0.539,2.739,2.663,0.954,1.053,2.304,2.438,1.058,0.907,2.34,2.538,0.581,0.578,3.487,,0.616,,2.862,,0.689,,2.787,,0.688,,
JL190724-005,ternarius,W,CL,DMO,3.351557083,15.71945997,2.232,,0.559,,1.966,,0.54,,1.65,,0.439,,2.698,2.394,0.918,1.051,2.403,2.285,0.739,0.75,1.949,2.255,0.576,0.603,3.098,2.796,0.914,0.94,3.227,3.472,1.072,1.037,2.103,2.395,0.785,0.652,
JL190724-006,vagans,W,CL,DMO,3.794047963,17.40393428,1.988,,0.627,,1.874,,0.514,,1.491,,0.35,,2.841,2.652,0.931,0.889,2.464,1.891,0.901,0.961,2.269,2.212,0.696,0.629,2.697,3.15,1.013,0.973,3.558,3.307,1.114,0.947,2.265,2.243,0.698,0.897,
JL190731-001,impatiens,W,CL,DMO,4.298,16.8,2.095,,0.637,,2.024,,0.622,,1.659,,0.461,,2.906,,0.971,,2.35,,0.91,,2.168,,0.679,,2.976,3.699,0.99,0.929,3.353,3.513,0.949,1.091,2.577,2.363,0.851,1.048,
JL190731-002,impatiens,W,CL,DMO,4.933,18.322,2.606,,0.71,,2.102,,0.643,,1.869,,0.584,,3.24,3.281,1.337,1.218,2.536,2.544,1.042,0.898,2.529,2.583,0.731,0.736,3.365,3.655,1.11,0.96,3.683,3.919,1.446,1.291,2.757,3.01,1.275,1.145,
JL190731-003,impatiens,W,CL,DMO,5.028,19.64,2.11,2.581,0.686,0.857,2.233,2.257,0.655,0.641,1.925,2.19,0.674,0.525,3.062,3.477,1.072,0.851,2.499,2.569,0.961,1.013,2.56,2.734,0.772,0.876,3.46,3.523,1.024,1.137,3.954,4.025,1.145,1.289,2.808,2.954,1.068,1.196,
JL190731-004,bimaculatus,W,CL,DMO,5.139,19.413,2.86,2.924,0.916,0.553,2.521,,0.664,,1.935,,0.59,,3.17,3.058,1.254,1.183,2.906,2.807,1.218,1.127,3.039,2.964,0.907,0.843,3.864,3.867,1.031,1.161,4.215,3.823,1.212,1.196,3.12,3.17,1.135,1.18,
JL190731-005,bimaculatus,W,CL,DMO,4.693,18.362,2.177,,0.779,,2.085,,0.637,,1.78,,0.47,,,2.675,,1.155,2.255,2.554,1.097,0.972,2.658,2.449,0.824,0.707,3.566,3.459,1.058,0.699,3.891,3.792,0.981,0.963,2.474,2.624,0.964,0.808,
JL190806-001,vagans,M,DY,PF,5.057,18.824,2.271,,0.621,,1.778,1.631,0.41,0.596,1.541,1.748,0.388,0.37,2.596,2.626,1.022,0.987,2.277,2.353,0.795,0.816,2.344,2.47,0.506,0.584,3.088,3.082,0.973,1.092,3.457,3.419,0.71,0.907,2.225,2.707,0.595,0.71,
JL190806-002,bimaculatus,M,DY,DY,4.674,19.663,2.494,2.722,0.739,0.711,2.025,2.171,0.529,0.585,2.273,2.674,0.351,0.448,3.224,3.654,1.265,0.96,2.98,2.567,0.71,1.002,3.324,3.19,0.67,0.661,3.844,3.973,1.198,1.071,4.158,4.125,1.152,1.134,3.07,3.02,0.723,0.723,
JL190806-004,bimaculatus,W,PF,DMO,4.297,19.267,2.417,2.207,0.83,0.677,2.114,2.056,0.688,0.674,1.927,1.895,0.51,0.406,2.581,2.982,0.995,0.852,2.525,3.718,0.805,0.717,2.493,2.721,0.773,0.774,3.624,,0.98,,3.92,,1.264,,2.589,,1.103,,
JL190806-005,impatiens,W,DY,DY,4.924,21.444,3.388,3.403,0.72,0.682,2.308,2.25,0.783,0.6,1.873,1.937,0.565,0.761,3.076,3.1,1.245,1.284,2.912,2.75,0.848,1.033,2.839,2.844,0.844,0.701,3.557,4.083,1.031,1.291,4.239,4.44,1.351,1.354,2.703,2.689,1.401,1.339,
JL190806-006,impatiens,W,DY,DY,4.263,17.707,3.795,3.106,,0.677,,2,,0.585,,1.75,,0.632,2.612,2.526,1.311,0.622,2.517,2.048,0.923,0.544,2.49,1.908,0.696,0.675,2.612,2.526,1.042,1.311,2.377,2.517,0.718,0.923,2.61,2.49,0.718,0.696,
JL190806-007,impatiens,W,DY,DY,,21.907,3.775,,0.736,,2.689,,0.78,,2.232,,0.63,,3.321,3.268,1.361,1.071,2.985,3.1,1.069,1.247,2.959,2.681,1.022,0.982,4.058,4.016,1.033,1.158,4.299,4.54,1.499,1.2,3.338,3.084,1.713,1.637,
JL190806-008,bimaculatus,W,DY,DY,4.767,19.691,3.304,3.717,0.764,0.751,1.995,2.181,0.711,0.812,1.926,1.664,0.517,0.591,2.902,3.389,1.357,1.168,2.466,2.889,1.03,1.1,2.435,2.217,0.756,0.654,4.569,3.74,0.908,1.108,3.806,3.726,1.119,1.368,2.435,2.548,1.023,1.109,
JL190809-001,ternarius,W,DY,PF,3.54655647,14.08792134,1.7,1.788,0.512,0.527,1.226,1.401,0.484,0.407,1.117,1.157,0.398,0.271,2.403,2.063,0.859,0.813,1.591,1.767,0.677,0.607,1.586,1.447,0.359,0.498,2.318,1.986,0.777,0.67,2.555,2.398,0.721,0.542,1.633,1.687,0.438,0.501,
