specimen.id,species,caste,digitizer,its.mm,body.length.mm,scale,x,y,notes
,,,,,,,1603.333,405.333,
,,,,,,,1566,417.333,
,,,,,,,1424.667,382.667,
,,,,,,,1304.667,397.333,
,,,,,,,1235.333,333.333,
,,,,,,,1122,320,
,,,,,,,824.667,480,
,,,,,,,1154,480,
,,,,,,,1172.667,554.667,
,,,,,,,1186,578.667,
,,,,,,,1483.333,532,
,,,,,,,1170,645.333,
,,,,,,,839.333,570.667,
,,,,,,,1214,674.667,
DRA180720-008,bimaculatus,M,JL,5.228,21.173,141.796,1991.333,189.333,its.large.tilt
,,,,,,,1495.333,196,
,,,,,,,1556.667,253.333,
,,,,,,,1642,264,
,,,,,,,1728.667,249.333,
,,,,,,,1803.333,321.333,
,,,,,,,1799.333,384,
,,,,,,,1762,392,
,,,,,,,1614,349.333,
,,,,,,,1492.667,350.667,
,,,,,,,1439.333,290.667,
,,,,,,,1330,270.667,
,,,,,,,1031.333,394.667,
,,,,,,,1351.333,424,
,,,,,,,1363.333,496,
,,,,,,,1374,525.333,
,,,,,,,1667.333,500,
,,,,,,,1346,590.667,
,,,,,,,1036.667,484,
,,,,,,,1383.333,622.667,
DRA180720-009,borealis,W,JL,5.714,21.26,140.727,1649,355,
,,,,,,,1211.667,376.333,
,,,,,,,1279.667,420.333,
,,,,,,,1377,428.333,
,,,,,,,1441,419,
,,,,,,,1502.333,492.333,
,,,,,,,1491.667,541.667,
,,,,,,,1471.667,549.667,
,,,,,,,1353,515,
,,,,,,,1241,521.667,
,,,,,,,1179.667,469.667,
,,,,,,,1087.667,443,
,,,,,,,803.667,584.333,
,,,,,,,1107.667,599,
,,,,,,,1118.333,667,
,,,,,,,1131.667,692.333,
,,,,,,,1365,653.667,
,,,,,,,1114.333,756.333,
,,,,,,,817,663,
,,,,,,,1149,787,
DRA180720-010,borealis,W,JL,5.323,17.276,140.901,1700.333,360.667,its.large.tilt
,,,,,,,1269.667,368.667,
,,,,,,,1335,415.333,
,,,,,,,1427,424.667,
,,,,,,,1488.333,418,
,,,,,,,1540.333,483.333,
,,,,,,,1532.333,542,
,,,,,,,1508.333,548.667,
,,,,,,,1397.667,511.333,
,,,,,,,1281.667,507.333,
,,,,,,,1232.333,458,
,,,,,,,1139,430,
,,,,,,,851,554,
,,,,,,,1147,586,
,,,,,,,1164.333,658,
,,,,,,,1175,680.667,
,,,,,,,1409.667,647.333,
,,,,,,,1156.333,740.667,
,,,,,,,847,630,
,,,,,,,1192.333,775.333,
DRA180805-003,vagans,Q,JL,5.038435206,20.01040965,141.358,2184,224,
,,,,,,,1590.667,221.333,
,,,,,,,1668,297.333,
,,,,,,,1793.333,309.333,
,,,,,,,1888,293.333,
,,,,,,,1972,378.667,
,,,,,,,1954.667,448,
,,,,,,,1921.333,457.333,
,,,,,,,1758.667,408,
,,,,,,,1608,409.333,
,,,,,,,1530.667,338.667,
,,,,,,,1406.667,312,
,,,,,,,1043.667,458.667,
,,,,,,,1439.667,506.667,
,,,,,,,1443.667,593.333,
,,,,,,,1453,625.333,
,,,,,,,1779.667,596,
,,,,,,,1429,692,
,,,,,,,1061,556,
,,,,,,,1470.333,733.333,
DRA180814-003,impatiens,M,JL,5.038,20.01,141.784,1684.667,282,
,,,,,,,1262,346,
,,,,,,,1316.667,383.333,
,,,,,,,1406,384.667,
,,,,,,,1492.667,362,
,,,,,,,1546,416.667,
,,,,,,,1535.333,474,
,,,,,,,1516.667,480.667,
,,,,,,,1384.667,462,
,,,,,,,1274,478,
,,,,,,,1218,430,
,,,,,,,1114,424.667,
,,,,,,,848.667,568.667,
,,,,,,,1143.333,560.667,
,,,,,,,1158,622,
,,,,,,,1170,643.333,
,,,,,,,1447.333,592.667,
,,,,,,,1166,706,
,,,,,,,855.333,634,
,,,,,,,1203.333,732.667,
DRA180814-004,borealis,M,JL,4.413,20.75,140.006,1930.333,315.333,its.slight.tilt
,,,,,,,1470.333,336.667,
,,,,,,,1535.667,384.667,
,,,,,,,1630.333,395.333,
,,,,,,,1703.667,383.333,
,,,,,,,1761,458,
,,,,,,,1750.333,508.667,
,,,,,,,1729,514,
,,,,,,,1603.667,476.667,
,,,,,,,1481,480.667,
,,,,,,,1426.333,426,
,,,,,,,1338.333,396.667,
,,,,,,,1035.667,544.667,
,,,,,,,1351.667,554,
,,,,,,,1369,628.667,
,,,,,,,1382.333,652.667,
,,,,,,,1610.333,615.333,
,,,,,,,1363.667,719.333,
,,,,,,,1043.667,620.667,
,,,,,,,1402.333,750,
DRA180814-005,borealis,M,JL,4.796,17.736,141.392,1861,350,its.large.tilt
,,,,,,,1403.667,348.667,
,,,,,,,1451.667,400.667,
,,,,,,,1533,418,
,,,,,,,1622.333,408.667,
,,,,,,,1681,468.667,
,,,,,,,1678.333,530,
,,,,,,,1637,540.667,
,,,,,,,1511.667,499.333,
,,,,,,,1401,507.333,
,,,,,,,1345,438,
,,,,,,,1253,410,
,,,,,,,959.667,524.667,
,,,,,,,1270.333,568.667,
,,,,,,,1278.333,636.667,
,,,,,,,1286.333,658,
,,,,,,,1534.333,644.667,
,,,,,,,1266.333,718,
,,,,,,,995.667,610,
,,,,,,,1303.667,748.667,
DRA180814-017,impatiens,W,JL,3.483,15.28,141.902,1274,166,its.large.tilt
,,,,,,,954,173,
,,,,,,,995,202,
,,,,,,,1053,211,
,,,,,,,1127,201,
,,,,,,,1154,248,
,,,,,,,1145,285,
,,,,,,,1135,289,
,,,,,,,1031,262,
,,,,,,,950,265,
,,,,,,,921,231,
,,,,,,,839,218,
,,,,,,,645,307,
,,,,,,,859,315,
,,,,,,,864,356,
,,,,,,,873,370,
,,,,,,,1068,358,
,,,,,,,869,412,
,,,,,,,647,356,
,,,,,,,888.5,432.5,
DRA180819-002,cf rufocinctus,M,JL,,,141.112,1737.667,398.667,
,,,,,,,1307,401.333,
,,,,,,,1373.667,444,
,,,,,,,1452.333,453.333,
,,,,,,,1553.667,442.667,
,,,,,,,1599,510.667,
,,,,,,,1587,564,
,,,,,,,1559,568,
,,,,,,,1432.333,530.667,
,,,,,,,1320.333,528,
,,,,,,,1277.667,485.333,
,,,,,,,1185.667,457.333,
,,,,,,,920.333,577.333,
,,,,,,,1207,594.667,
,,,,,,,1219,657.333,
,,,,,,,1233.667,681.333,
,,,,,,,1459,662.667,
,,,,,,,1209.667,740,
,,,,,,,919,642.667,
,,,,,,,1242,773.333,
DRA190709-001,vagans,W,JL,5.894,23.38,140.741,1793.667,434,
,,,,,,,1348.333,426,
,,,,,,,1404.333,480.667,
,,,,,,,1500.333,496.667,
,,,,,,,1567,486,
,,,,,,,1628.333,559.333,
,,,,,,,1613.667,618,
,,,,,,,1580.333,626,
,,,,,,,1469.667,578,
,,,,,,,1341.667,574,
,,,,,,,1283,514,
,,,,,,,1185.667,487.333,
,,,,,,,876.333,612.667,
,,,,,,,1200.333,654,
,,,,,,,1205.667,728.667,
,,,,,,,1213.667,747.333,
,,,,,,,1473.667,730,
,,,,,,,1192.333,810,
,,,,,,,887,694,
,,,,,,,1231,842,
DRA190709-003,bimaculatus,W,JL,4.168,17.494,142.004,1713,212,
,,,,,,,1345,256,
,,,,,,,1394,295,
,,,,,,,1460,295,
,,,,,,,1532,276,
,,,,,,,1588,328,
,,,,,,,1588,381,
,,,,,,,1564,386,
,,,,,,,1452,367,
,,,,,,,1351,377,
,,,,,,,1308,337,
,,,,,,,1218,331,
,,,,,,,999,447,
,,,,,,,1260,444,
,,,,,,,1280,503,
,,,,,,,1285,517,
,,,,,,,1505,484,
,,,,,,,1271,569,
,,,,,,,1018,515,
,,,,,,,1303,594,
DRA190709-004,impatiens,W,JL,4.31,16.697,141.536,1676,570,
,,,,,,,1305,601,
,,,,,,,1346,637,
,,,,,,,1419,645,
,,,,,,,1504,626,
,,,,,,,1545,679,
,,,,,,,1536,728,
,,,,,,,1512,733,
,,,,,,,1400,703,
,,,,,,,1301,711,
,,,,,,,1263,669,
,,,,,,,1173,657,
,,,,,,,957,748,
,,,,,,,1203,764,
,,,,,,,1212,816,
,,,,,,,1219,833,
,,,,,,,1443,817,
,,,,,,,1202,880,
,,,,,,,963,808,
,,,,,,,1233.5,908.5,
DRA190709-005,impatiens,W,JL,4.735,18.494,142.015,1719,483,its.slight.tilt
,,,,,,,1349,496,
,,,,,,,1393,533,
,,,,,,,1458,542,
,,,,,,,1544,529,
,,,,,,,1581,587,
,,,,,,,1568,635,
,,,,,,,1553,640,
,,,,,,,1435,609,
,,,,,,,1338,606,
,,,,,,,1306,565,
,,,,,,,1218,546,
,,,,,,,986,638,
,,,,,,,1234,661,
,,,,,,,1240,719,
,,,,,,,1244,737,
,,,,,,,1482,724,
,,,,,,,1230,786,
,,,,,,,988,699,
,,,,,,,1253,812,
DRA190709-006,vagans,W,JL,4.175,17.188,141.001,1563,425.333,
,,,,,,,1239,485.333,
,,,,,,,1285.667,518.667,
,,,,,,,1349.667,517.333,
,,,,,,,1411,496,
,,,,,,,1465,540,
,,,,,,,1469,586,
,,,,,,,1449,597,
,,,,,,,1342,578,
,,,,,,,1259,591,
,,,,,,,1211,556,
,,,,,,,1136,549,
,,,,,,,962,654,
,,,,,,,1180,652,
,,,,,,,1196,706,
,,,,,,,1203,720,
,,,,,,,1393,684,
,,,,,,,1199,760,
,,,,,,,980,715,
,,,,,,,1229,784,
DRA190709-007,vagans,M,JL,3.87,16.115,141.302,1810,324,its.large.tilt
,,,,,,,1423,368,
,,,,,,,1472,406,
,,,,,,,1556,411,
,,,,,,,1637,390,
,,,,,,,1691,448,
,,,,,,,1689,494,
,,,,,,,1654,506,
,,,,,,,1541,481,
,,,,,,,1438,492,
,,,,,,,1388,448,
,,,,,,,1297,427,
,,,,,,,1042,556,
,,,,,,,1334,559,
,,,,,,,1347,618,
,,,,,,,1357,635,
,,,,,,,1588,601,
,,,,,,,1339,687,
,,,,,,,1059,623,
,,,,,,,1374,716,
DRA190709-008,vagans,W,JL,4.055,18.127,140.675,1578,447,its.slight.tilt
,,,,,,,1229,455,
,,,,,,,1275,490,
,,,,,,,1342,499,
,,,,,,,1413,488,
,,,,,,,1454,540,
,,,,,,,1454,588,
,,,,,,,1433,595,
,,,,,,,1327,561,
,,,,,,,1234,564,
,,,,,,,1190,516,
,,,,,,,1121,499,
,,,,,,,886,605,
,,,,,,,1137,620,
,,,,,,,1144,679,
,,,,,,,1150,689,
,,,,,,,1359,679,
,,,,,,,1138,737,
,,,,,,,899,664,
,,,,,,,1168,762,
DRA190709-009,vagans,M,JL,3.522,18.231,141.683,1920,388,its.large.tilt
,,,,,,,1506,424,
,,,,,,,1566,464,
,,,,,,,1654,471,
,,,,,,,1725,453,
,,,,,,,1782,509,
,,,,,,,1784,562,
,,,,,,,1754,571,
,,,,,,,1630,543,
,,,,,,,1520,544,
,,,,,,,1468,502,
,,,,,,,1375,490,
,,,,,,,1122,606,
,,,,,,,1421,617,
,,,,,,,1433,676,
,,,,,,,1439,694,
,,,,,,,1677,670,
,,,,,,,1419,741,
,,,,,,,1153,675,
,,,,,,,1454,765,
DRA190709-010,bimaculatus,W,JL,4.39,19.968,141.345,1663,289,
,,,,,,,1297,314,
,,,,,,,1340,356,
,,,,,,,1409,363,
,,,,,,,1484,350,
,,,,,,,1542,404,
,,,,,,,1533,456,
,,,,,,,1514,466,
,,,,,,,1390,434,
,,,,,,,1300,438,
,,,,,,,1253,392,
,,,,,,,1168,374,
,,,,,,,920,472,
,,,,,,,1190,495,
,,,,,,,1201,555,
,,,,,,,1209,571,
,,,,,,,1431,557,
,,,,,,,1196,622,
,,,,,,,938,544,
,,,,,,,1219,648,
DRA190709-011,bimaculatus,W,JL,4.517,18.998,141.011,1738,450,its.slight.tilt
,,,,,,,1329,464,
,,,,,,,1380,510,
,,,,,,,1461,519,
,,,,,,,1534,506,
,,,,,,,1587,561,
,,,,,,,1581,621,
,,,,,,,1556,627,
,,,,,,,1440,591,
,,,,,,,1330,595,
,,,,,,,1283,541,
,,,,,,,1193,524,
,,,,,,,939,628,
,,,,,,,1215,650,
,,,,,,,1227,711,
,,,,,,,1234,731,
,,,,,,,1475,723,
,,,,,,,1217,790,
,,,,,,,947,700,
,,,,,,,1248,818,
DRA190709-012,bimaculatus,W,JL,4.268,20.304,141.339,1866,176,its.slight.tilt
,,,,,,,1474,180,
,,,,,,,1524,225,
,,,,,,,1596,237,
,,,,,,,1677,224,
,,,,,,,1731,290,
,,,,,,,1721,343,
,,,,,,,1694,346,
,,,,,,,1578,311,
,,,,,,,1474,306,
,,,,,,,1431,261,
,,,,,,,1331,236,
,,,,,,,1097,330,
,,,,,,,1361,365,
,,,,,,,1369,428,
,,,,,,,1375,444,
,,,,,,,1607,440,
,,,,,,,1359,494,
,,,,,,,1106,404,
,,,,,,,1380,523,
DRA190709-013,vagans,W,JL,4.092,16.961,141.276,1742,276,its.large.tilt
,,,,,,,1379,306,
,,,,,,,1432,342,
,,,,,,,1500,350,
,,,,,,,1561,334,
,,,,,,,1614,384,
,,,,,,,1619,428,
,,,,,,,1596,435,
,,,,,,,1482,416,
,,,,,,,1398,426,
,,,,,,,1342,381,
,,,,,,,1261,369,
,,,,,,,1029,491,
,,,,,,,1297,487,
,,,,,,,1311,546,
,,,,,,,1325,562,
,,,,,,,1536,530,
,,,,,,,1315,610,
,,,,,,,1049,554,
,,,,,,,1343,635,
DRA190709-014,vagans,W,JL,3.816,15.422,140.687,1788,554,its.slight.tilt
,,,,,,,1453,550,
,,,,,,,1493,587,
,,,,,,,1561,599,
,,,,,,,1627,590,
,,,,,,,1663,645,
,,,,,,,1659,684,
,,,,,,,1636,691,
,,,,,,,1540,656,
,,,,,,,1449,651,
,,,,,,,1415,616,
,,,,,,,1346,591,
,,,,,,,1134,671,
,,,,,,,1361,698,
,,,,,,,1364,745,
,,,,,,,1372,764,
,,,,,,,1565,762,
,,,,,,,1358,802,
,,,,,,,1140,726,
,,,,,,,1386,827,
DRA190709-015,terricola,W,JL,4.528,16.985,142.683,1525,991,
,,,,,,,1157,977,
,,,,,,,1202,1017,
,,,,,,,1274,1035,
,,,,,,,1343,1030,
,,,,,,,1387,1084,
,,,,,,,1374,1134,
,,,,,,,1349,1138,
,,,,,,,1245,1102,
,,,,,,,1146,1093,
,,,,,,,1107,1046,
,,,,,,,1019,1021,
,,,,,,,793,1096,
,,,,,,,1035,1137,
,,,,,,,1036,1188,
,,,,,,,1043,1205,
,,,,,,,1270,1212,
,,,,,,,1033,1255,
,,,,,,,796,1156,
,,,,,,,1055,1279,
DRA190709-016,ternarius,Q,JL,6.137,26.448,141.81,1970,406,its.slight.tilt
,,,,,,,1380,440,
,,,,,,,1462,502,
,,,,,,,1578,512,
,,,,,,,1690,490,
,,,,,,,1768,584,
,,,,,,,1756,656,
,,,,,,,1716,664,
,,,,,,,1532,614,
,,,,,,,1378,622,
,,,,,,,1310,552,
,,,,,,,1166,528,
,,,,,,,788,708,
,,,,,,,1202,730,
,,,,,,,1208,822,
,,,,,,,1232,854,
,,,,,,,1588,810,
,,,,,,,1208,938,
,,,,,,,814,806,
,,,,,,,1260,974,
DRA190718-002,perplexus,M,JL,4.612,17.795,140.936,2175,302,originally identified as rufo-prep
,,,,,,,1703,349,
,,,,,,,1755,389,
,,,,,,,1858,398,
,,,,,,,1952,379,
,,,,,,,2019,441,
,,,,,,,2017,504,
,,,,,,,1968,519,
,,,,,,,1843,485,
,,,,,,,1719,500,
,,,,,,,1654,442,
,,,,,,,1550,417,
,,,,,,,1276.333,546.667,
,,,,,,,1576.333,573.333,
,,,,,,,1592.333,649.333,
,,,,,,,1608.333,674.667,
,,,,,,,1873.667,633.333,
,,,,,,,1592.333,729.333,
,,,,,,,1297.667,634.667,
,,,,,,,1633.667,758.667,
FJ170607-006,vagans,W,JL,4.735,18.468,139.911,1872.333,455.667,
,,,,,,,1423,478.333,
,,,,,,,1477.667,522.333,
,,,,,,,1581.667,529,
,,,,,,,1657.667,517,
,,,,,,,1725.667,585,
,,,,,,,1719,643.667,
,,,,,,,1679,651.667,
,,,,,,,1552.333,613,
,,,,,,,1436.333,614.333,
,,,,,,,1375,563.667,
,,,,,,,1277.667,549,
,,,,,,,991,679.667,
,,,,,,,1313.667,703.667,
,,,,,,,1323,781,
,,,,,,,1329.667,798.333,
,,,,,,,1593.667,763.667,
,,,,,,,1315,853,
,,,,,,,1008.333,762.333,
,,,,,,,1344.333,887.667,
FJ170617-035,borealis,W,JL,3.912,16.118,140.007,1676,439,
,,,,,,,1336,456,
,,,,,,,1371,487,
,,,,,,,1446,494,
,,,,,,,1516,483,
,,,,,,,1560,538,
,,,,,,,1553,581,
,,,,,,,1530,586,
,,,,,,,1426,561,
,,,,,,,1337,556,
,,,,,,,1294,515,
,,,,,,,1222,496,
,,,,,,,1002,584,
,,,,,,,1237,605,
,,,,,,,1247,654,
,,,,,,,1254,669,
,,,,,,,1456,666,
,,,,,,,1242,721,
,,,,,,,1011,645,
,,,,,,,1272,746,
FJ170624-002,impatiens,W,JL,3.961,20.861,139.718,2089,550,its.large.tilt
,,,,,,,1679,552,
,,,,,,,1726,601,
,,,,,,,1802,615,
,,,,,,,1873,603,
,,,,,,,1937,666,
,,,,,,,1925,718,
,,,,,,,1900,723,
,,,,,,,1778,682,
,,,,,,,1668,682,
,,,,,,,1624,630,
,,,,,,,1533,599,
,,,,,,,1262,700,
,,,,,,,1554,731,
,,,,,,,1558,796,
,,,,,,,1568,815,
,,,,,,,1813,812,
,,,,,,,1547,867,
,,,,,,,1279,771,
,,,,,,,1573,900,
FJ170624-004,impatiens,W,JL,3.652,16.164,139.026,1812,549,its.large.tilt
,,,,,,,1462,558,
,,,,,,,1504,597,
,,,,,,,1569,604,
,,,,,,,1651,595,
,,,,,,,1684,647,
,,,,,,,1673,691,
,,,,,,,1655,694,
,,,,,,,1546,666,
,,,,,,,1452,667,
,,,,,,,1422,627,
,,,,,,,1323,607,
,,,,,,,1115,693,
,,,,,,,1349,716,
,,,,,,,1357,762,
,,,,,,,1369,780,
,,,,,,,1581,773,
,,,,,,,1355,828,
,,,,,,,1115,747,
,,,,,,,1381,851,
FJ170624-005,impatiens,W,JL,4.868,18.207,138.78,1765,458,
,,,,,,,1383,496,
,,,,,,,1427,532,
,,,,,,,1495,537,
,,,,,,,1593,514,
,,,,,,,1635,578,
,,,,,,,1624,624,
,,,,,,,1606,632,
,,,,,,,1477,606,
,,,,,,,1382,612,
,,,,,,,1337,572,
,,,,,,,1247,557,
,,,,,,,1009,675,
,,,,,,,1273,679,
,,,,,,,1285,734,
,,,,,,,1293,750,
,,,,,,,1539,721,
,,,,,,,1284,800,
,,,,,,,1026,740,
,,,,,,,1312,825,
FJ170703-037,borealis,Q,JL,7.267,,138.718,2112,326,its.slight.tilt
,,,,,,,1512,370,
,,,,,,,1602,428,
,,,,,,,1742,434,
,,,,,,,1812,420,
,,,,,,,1912,520,
,,,,,,,1914,598,
,,,,,,,1864,610,
,,,,,,,1716,566,
,,,,,,,1548,568,
,,,,,,,1460,490,
,,,,,,,1326,464,
,,,,,,,952,662,
,,,,,,,1352,688,
,,,,,,,1388,800,
,,,,,,,1404,818,
,,,,,,,1722,758,
,,,,,,,1370,906,
,,,,,,,960,768,
,,,,,,,1432,950,
FJ170703-038,vagans,W,JL,4.769,18.727,140.035,1843,427,its.large.tilt
,,,,,,,1389,445,
,,,,,,,1441,493,
,,,,,,,1530,505,
,,,,,,,1629,487,
,,,,,,,1683,555,
,,,,,,,1667,608,
,,,,,,,1639,616,
,,,,,,,1511,580,
,,,,,,,1391,585,
,,,,,,,1337,533,
,,,,,,,1236,509,
,,,,,,,956,632,
,,,,,,,1272,656,
,,,,,,,1282,721,
,,,,,,,1295,747,
,,,,,,,1545,726,
,,,,,,,1282,804,
,,,,,,,974,711,
,,,,,,,1310,835,
FJ170703-039,bimaculatus,W,JL,4.236,15.592,140.002,1761,419,
,,,,,,,1373,421,
,,,,,,,1424,460,
,,,,,,,1487,471,
,,,,,,,1567,463,
,,,,,,,1618,517,
,,,,,,,1610,574,
,,,,,,,1584,578,
,,,,,,,1469,542,
,,,,,,,1375,541,
,,,,,,,1330,490,
,,,,,,,1248,469,
,,,,,,,1000,566,
,,,,,,,1260,594,
,,,,,,,1266,653,
,,,,,,,1273,671,
,,,,,,,1507,663,
,,,,,,,1255,720,
,,,,,,,1002,634,
,,,,,,,1285,747,
FJ170703-041,ternarius,W,JL,3.997,15.573,139.607,1582,344,
,,,,,,,1244,371,
,,,,,,,1284,401,
,,,,,,,1351,409,
,,,,,,,1418,396,
,,,,,,,1461,445,
,,,,,,,1455,488,
,,,,,,,1436,494,
,,,,,,,1337,471,
,,,,,,,1250,473,
,,,,,,,1209,430,
,,,,,,,1139,416,
,,,,,,,922,519,
,,,,,,,1149,530,
,,,,,,,1163,578,
,,,,,,,1168,595,
,,,,,,,1367,578,
,,,,,,,1158,646,
,,,,,,,928,576,
,,,,,,,1185,668,
FJ170703-042,impatiens,W,JL,3.878,14.182,139.058,1767,533,its.large.tilt
,,,,,,,1377,533,
,,,,,,,1418,574,
,,,,,,,1492,583,
,,,,,,,1586,572,
,,,,,,,1617,631,
,,,,,,,1607,676,
,,,,,,,1588,680,
,,,,,,,1465,647,
,,,,,,,1366,650,
,,,,,,,1328,606,
,,,,,,,1239,587,
,,,,,,,1003,671,
,,,,,,,1267,700,
,,,,,,,1273,755,
,,,,,,,1280,769,
,,,,,,,1518,767,
,,,,,,,1269,826,
,,,,,,,1006,730,
,,,,,,,1295,853,
FJ170703-044,impatiens,W,JL,4.616,,140.882,1946,470,
,,,,,,,1540,472,
,,,,,,,1593,519,
,,,,,,,1670,530,
,,,,,,,1743,521,
,,,,,,,1802,580,
,,,,,,,1792,642,
,,,,,,,1774,645,
,,,,,,,1635,605,
,,,,,,,1543,603,
,,,,,,,1497,548,
,,,,,,,1399,522,
,,,,,,,1140,636,
,,,,,,,1417,663,
,,,,,,,1426,729,
,,,,,,,1434,748,
,,,,,,,1676,746,
,,,,,,,1412,807,
,,,,,,,1139,708,
,,,,,,,1444,837,
FJ170703-045,bimaculatus,W,JL,3.721,,139.777,1709,764,its.large.tilt
,,,,,,,1331,759,
,,,,,,,1377,801,
,,,,,,,1447,814,
,,,,,,,1521,805,
,,,,,,,1567,862,
,,,,,,,1559,913,
,,,,,,,1533,916,
,,,,,,,1424,881,
,,,,,,,1331,881,
,,,,,,,1288,831,
,,,,,,,1208,805,
,,,,,,,965,903,
,,,,,,,1218,928,
,,,,,,,1220,987,
,,,,,,,1229,1007,
,,,,,,,1460,1005,
,,,,,,,1210,1056,
,,,,,,,970,968,
,,,,,,,1236,1084,
FJ170703-045a,bimaculatus,W,JL,,,138.035,1900,474,
,,,,,,,1498,474,
,,,,,,,1551,525,
,,,,,,,1622,536,
,,,,,,,1703,525,
,,,,,,,1766,589,
,,,,,,,1753,644,
,,,,,,,1724,648,
,,,,,,,1601,610,
,,,,,,,1493,606,
,,,,,,,1448,553,
,,,,,,,1355,528,
,,,,,,,1090,619,
,,,,,,,1378,662,
,,,,,,,1382,724,
,,,,,,,1388,741,
,,,,,,,1639,738,
,,,,,,,1362,794,
,,,,,,,1095,693,
,,,,,,,1393,826,
FJ170703-048,ternarius,W,JL,5.05,22.237,139.733,1719,432,its.large.tilt
,,,,,,,1396,450,
,,,,,,,1437,482,
,,,,,,,1494,486,
,,,,,,,1570,475,
,,,,,,,1609,523,
,,,,,,,1602,560,
,,,,,,,1580,564,
,,,,,,,1481,544,
,,,,,,,1396,542,
,,,,,,,1361,508,
,,,,,,,1289,493,
,,,,,,,1090,582,
,,,,,,,1311,591,
,,,,,,,1322,632,
,,,,,,,1327,651,
,,,,,,,1507,639,
,,,,,,,1315,692,
,,,,,,,1101,633,
,,,,,,,1340,714,
FJ170706-007,vagans,W,JL,4.626,17.12,139.578,1799,391,its.large.tilt
,,,,,,,1419,409,
,,,,,,,1468,449,
,,,,,,,1556,455,
,,,,,,,1626,441,
,,,,,,,1679,501,
,,,,,,,1675,552,
,,,,,,,1653,559,
,,,,,,,1530,526,
,,,,,,,1422,528,
,,,,,,,1373,482,
,,,,,,,1283,463,
,,,,,,,1046,576,
,,,,,,,1325,594,
,,,,,,,1333,654,
,,,,,,,1340,674,
,,,,,,,1571,656,
,,,,,,,1326,722,
,,,,,,,1055,640,
,,,,,,,1359,755,
FJ170706-008,vagans,W,JL,4.306,18.243,139.028,1788,388,its.large.tilt
,,,,,,,1374,445,
,,,,,,,1431,484,
,,,,,,,1526,485,
,,,,,,,1594,466,
,,,,,,,1652,517,
,,,,,,,1656,579,
,,,,,,,1628,591,
,,,,,,,1511,565,
,,,,,,,1391,574,
,,,,,,,1335,525,
,,,,,,,1237,513,
,,,,,,,981,648,
,,,,,,,1282,657,
,,,,,,,1298,723,
,,,,,,,1307,742,
,,,,,,,1551,705,
,,,,,,,1294,801,
,,,,,,,1001,727,
,,,,,,,1330,827,
FJ170709-051,borealis,W,JL,4.636,17.692,139.359,1736,444,
,,,,,,,1364,477,
,,,,,,,1425,518,
,,,,,,,1494,523,
,,,,,,,1572,509,
,,,,,,,1617,575,
,,,,,,,1603,621,
,,,,,,,1580,625,
,,,,,,,1474,598,
,,,,,,,1380,605,
,,,,,,,1338,567,
,,,,,,,1247,537,
,,,,,,,1011,656,
,,,,,,,1270,670,
,,,,,,,1288,730,
,,,,,,,1298,746,
,,,,,,,1492,716,
,,,,,,,1277,798,
,,,,,,,1017,719,
,,,,,,,1305,828,
FJ170709-052,vagans,Q,JL,5.648,23.301,139.698,2248,391.333,its.slight.tilt
,,,,,,,1780,416.667,
,,,,,,,1838.667,470,
,,,,,,,1958.667,480.667,
,,,,,,,2025.333,464.667,
,,,,,,,2109.333,547.333,
,,,,,,,2106.667,606,
,,,,,,,2066.667,616.667,
,,,,,,,1940,576.667,
,,,,,,,1802.667,575.333,
,,,,,,,1724,512.667,
,,,,,,,1618.667,495.333,
,,,,,,,1328,631.333,
,,,,,,,1670.667,674,
,,,,,,,1681.333,748.667,
,,,,,,,1690.667,775.333,
,,,,,,,1965.333,739.333,
,,,,,,,1672,840.667,
,,,,,,,1340,728.667,
,,,,,,,1714.667,875.333,
FJ170709-063,borealis,W,JL,4.574,19.913,139.388,1821,497,its.slight.tilt
,,,,,,,1433,529,
,,,,,,,1483,565,
,,,,,,,1561,570,
,,,,,,,1627,555,
,,,,,,,1683,621,
,,,,,,,1674,671,
,,,,,,,1657,677,
,,,,,,,1544,648,
,,,,,,,1439,648,
,,,,,,,1407,615,
,,,,,,,1318,592,
,,,,,,,1065,714,
,,,,,,,1331,727,
,,,,,,,1347,782,
,,,,,,,1361,802,
,,,,,,,1565,770,
,,,,,,,1342,861,
,,,,,,,1068,784,
,,,,,,,1375,889,
FJ170709-064,bimaculatus,W,JL,4.268,17.788,139.382,2015,412,its.large.tilt
,,,,,,,1602,416,
,,,,,,,1653,465,
,,,,,,,1733,475,
,,,,,,,1805,466,
,,,,,,,1858,526,
,,,,,,,1854,577,
,,,,,,,1828,584,
,,,,,,,1704,550,
,,,,,,,1603,550,
,,,,,,,1551,496,
,,,,,,,1460,472,
,,,,,,,1184,578,
,,,,,,,1487,609,
,,,,,,,1498,676,
,,,,,,,1508,694,
,,,,,,,1742,678,
,,,,,,,1494,745,
,,,,,,,1206,650,
,,,,,,,1526,774,
FJ170709-066,bimaculatus,W,JL,4.369,19.137,139.692,1997,481,its.large.tilt
,,,,,,,1563,488,
,,,,,,,1617,533,
,,,,,,,1694,546,
,,,,,,,1802,530,
,,,,,,,1846,591,
,,,,,,,1832,641,
,,,,,,,1806,646,
,,,,,,,1680,616,
,,,,,,,1560,620,
,,,,,,,1518,569,
,,,,,,,1419,548,
,,,,,,,1150,658,
,,,,,,,1447,681,
,,,,,,,1456,748,
