specimen_id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,species,caste,investigator,scale,scale1,body,scale2,its,notes
FJ190724-001,2.410052081,0.716457,3.53481518,0.213666413,0.12507648,2.390711973,0.288303413,0.831087433,0.172262763,0.387040934,2.209965528,0.344368835,3.39498739,0.670576473,0.465550432,vag,M,JL,134.022,68.193,1056.436,67.672,239.708,its.large.tilt; fur.yes
FJ190724-002,2.24249545,0.807842764,2.913259623,0.221115971,0.088288827,1.831938823,0.383282171,0.753436473,0.232104534,0.345236478,1.980148597,0.318376301,2.743194969,0.708395588,0.52311809,terri,W,JL,147.244,69.483,1251.537,68.858,289.705,its.large.tilt; fur.yes
FJ190724-003,2.320777707,0.811823672,2.950477834,0.224802577,0.106401196,1.939228484,0.349322602,0.725010044,0.25105545,0.347550895,2.18077336,0.309264906,2.885919213,0.725385461,0.506760806,terri,W,JL,151.831,68.672,1228.157,69.256,370.195,its.no.tilt; fur.no
FJ190724-004,2.960970273,0.780956005,4.714758621,0.277336504,0.106349584,3.092718193,0.380737218,1.018901308,0.2797717,0.399067776,2.73603805,0.377769322,4.365498216,0.861393579,0.627824019,bim,W,JL,105.125,69.376,1567.274,67.671,337.926,its.no.tilt; fur.yes
FJ190724-006,2.078734715,0.752330261,2.855397872,0.183837066,0.103351829,1.863310747,0.282008384,0.643190729,0.176428032,0.266408718,1.934332832,0.298344433,2.728643313,0.617042717,0.481005872,tern,W,JL,154.811,68.622,1063.196,69.183,215.741,its.slight.tilt; fur.yes - there's fuzzy parts on the base of the glossa
FJ190809-001,2.154989286,0.642762486,2.888508324,0.194939838,0.089250041,1.937600132,0.303029504,0.69619911,0.159907697,0.29444536,1.945353552,0.223880007,2.848623702,0.627169936,0.4534597,tern,M,JL,303.35,138.779,2226.552,137.952,555.705,
FJ190809-002,1.881630861,0.696179805,2.611081657,0.195212152,0.097796354,1.675600514,0.287134284,0.613114541,0.174857292,0.245988713,1.75680203,0.20212721,2.557579404,0.603568118,0.417147783,tern,W,JL,307.445,138.712,1928.774,140.444,465.145,
FJ190809-003,2.894139003,0.844876656,4.587170771,0.292034152,0.110622806,3.00344942,0.504264006,1.044505566,0.252219999,0.357965345,2.70016694,0.331838249,4.443612539,0.789846838,0.560877742,bor,W,,198.874,138.233,2740.514,137.458,715.794,
FJ190809-004,2.012511469,0.666604404,2.628840608,0.200511207,0.081989776,1.60421746,0.334250885,0.640929349,0.173708874,0.224711627,1.862577009,0.265686853,2.651317342,0.621667322,0.406553939,tern,W,JL,305.16,139.331,2156.307,135.552,555.81,
FJ190809-005,2.124536279,0.673886583,2.895226503,0.23488738,0.099302719,1.678884738,0.327337058,0.696187288,0.194902141,0.283710029,1.93030099,0.311352027,2.72958817,0.661242287,0.440883223,tern,W,JL,308.914,141.834,2242.16,138.061,585.713,
FJ190809-006,2.109303539,0.669995107,2.937119556,0.223209917,0.126044691,1.736304029,0.337008645,0.739650954,0.172151362,0.194288044,1.966015332,0.211127059,2.78703311,0.629055619,0.444283151,tern,W,JL,306.55,139.531,2085.512,139.675,594.47,
FJ190809-008,2.081244419,0.654585177,2.871738937,0.214596645,0.094362814,1.63298151,0.319909578,0.707483845,0.215202971,0.281170605,1.881206194,0.242896262,2.876928958,0.60963136,0.419946815,tern,W,JL,303.467,141.391,1925.56,138.668,564.391,
FJ190809-009,2.021051162,0.677202822,2.6807399,0.228755329,0.095431301,1.685133489,0.302183788,0.673944904,0.194158588,0.209125343,1.80919767,0.213011369,2.640080956,0.638405999,0.418282408,tern,W,JL,315.232,140.021,1752.165,139.58,484.228,
FJ190809-010,2.060440224,0.675047901,2.730111464,0.218458938,0.09615462,1.780866271,0.336940473,0.637597001,0.179345824,0.241887805,1.875832268,0.286012326,2.858043168,0.684581645,0.464965038,tern,W,JL,323.063,139.445,2050.012,137.461,568.148,
FJ190809-011,1.795434319,0.625785117,2.467029906,0.176333498,0.080032269,1.62204921,0.285363058,0.618319707,0.176333498,NA,1.63742501,0.185674864,2.417589172,0.595689782,0.413907688,bor,W,JL,312.374,139.344,1939.105,138.903,477.98,
FJ190809-012,2.046137379,0.69395394,2.836165978,0.215172852,0.079510294,1.920827549,0.29170611,0.671703099,0.194039237,0.28817046,1.855476577,0.255014969,3.018072954,0.629576358,0.461607934,tern,W,JL,298.955,137.285,1983.944,139.272,515.197,
FJ190809-013,2.080438466,0.653016522,2.789786076,0.213002025,0.089524433,1.79888476,0.304300416,0.696147842,0.195872847,0.295271673,1.920693306,0.314969592,2.81005306,0.647240034,0.440192528,tern,W,JL,314.551,139.843,1942.414,91.926,474.489,
FJ190809-014,2.066243053,0.686310142,2.794014227,0.207158905,0.083497738,1.83196831,0.310957736,0.650792564,0.194154878,0.282230009,1.850200086,0.304385708,2.783804557,0.617014457,0.451020967,tern,W,JL,321.362,141.839,1966.261,138.087,527.496,
FJ190814-001,2.722372712,0.68184047,4.569598439,0.24297922,0.127742734,3.109633191,0.402408893,0.973549785,0.200228512,0.350774797,2.573854467,0.330984742,4.47199543,0.802561234,0.582047559,bim,M,JL,210.055,137.552,2747.094,135.007,658.43,
FJ190814-002,2.652214487,0.700665972,4.119441394,0.246711379,0.119328278,2.551008385,0.405361713,0.957854749,0.219704861,0.301209873,2.431925192,0.38196549,4.053541719,0.75463659,0.538584444,imp,M,JL,212.171,143.676,2537.023,133.778,622.903,
FJ190814-003,2.905797651,0.723217165,4.560845933,0.24744835,0.113927833,3.112713665,0.381319838,0.911972833,0.21426742,0.281316993,2.691079661,0.363757091,4.495755155,0.756507181,0.570601962,bim,M,JL,210.844,137.747,3212.167,NA,NA,
FJ190814-004,2.429716024,0.60886266,3.704880632,0.226005207,0.111107231,2.421459417,0.34642828,0.800273927,0.213538817,0.278272476,2.170214912,0.263392736,3.626745508,0.702575922,0.510993936,bim,W,JL,257.733,139.04,2410.28,144.03,505.542,
FJ190814-005,2.810184144,0.740080926,4.4744249,0.2390272,0.104721629,3.090264509,0.370002997,0.972453261,0.248253156,0.299192612,2.681756023,0.345879697,4.380732269,0.76445712,0.566960773,bim,M,JL,213.528,138.881,2803.283,134.011,664.146,
FJ190814-006,2.618886646,0.80701051,3.825980984,0.257718714,0.109339906,2.353527807,0.32487164,0.80775311,0.253044433,0.303500244,2.241263058,0.368265915,3.822090306,0.734167354,0.562048119,imp,W,JL,219.499,137.229,2949.459,136.959,667.707,
FJ190814-007,2.360612512,0.740698061,3.552530323,0.226770054,0.101638704,2.313361589,0.343955937,0.800246099,0.217109709,0.279235923,2.128100158,0.295568273,3.426980996,0.588351335,0.399992187,imp,W,JL,255.995,144.229,2540.043,138.1,660.136,
FJ190814-008,2.712783791,0.801798044,4.127799636,0.249506284,0.114882656,2.482892179,0.437799483,0.849826243,0.236734741,0.352662237,2.474123942,0.458895302,3.932429846,0.817294591,0.524781464,imp,W,JL,261.284,135.678,3091.316,135.024,650.896,
FJ190814-009,2.746568514,0.71216464,4.231017785,0.26888875,0.130899396,2.804974987,0.419994303,1.004326076,0.23297164,0.308143882,2.532463371,0.450873226,4.095730003,0.887731214,0.603211622,bim,W,JL,224.684,137.201,2569.275,133.827,483.903,
FJ190815-001,2.786946282,0.677991581,4.100796753,0.232461415,0.103182,2.711871116,0.414101022,0.957501503,0.223707156,0.339166166,2.423451594,0.233694127,4.051894167,0.613254159,0.491491281,vag,W,JL,199.56,70.46,1286.223,69.539,291.65,
FJ190815-005,2.785658806,0.723071426,4.289491876,0.25063302,0.081554665,2.830661447,0.382487495,0.964869357,0.213630503,0.317243763,2.555313481,0.233234691,4.204166278,0.777262559,0.534816075,vag,W,JL,257.496,71.721,1286.349,69.57,318.308,
FJ190822-001,2.496900904,0.731247391,3.630521817,0.25047212,0.127287546,2.386979426,0.384168572,0.812607097,0.230800119,0.345894046,2.330484047,0.370821986,3.495378193,0.73953285,0.54054269,imp,W,JL,251.525,NA,NA,68.857,326.653,
FJ190822-002,2.98199311,0.854737999,5.781429899,0.289861067,0.130813426,2.820169077,0.460490232,0.87236526,0.26388763,0.301397262,2.726151353,0.368308327,4.117781379,0.941673088,0.575716196,imp,W,JL,176.488,70.206,1627.849,69.271,352.619,
FJ190822-006,2.713499539,0.627151946,3.918350831,0.24170582,0.095375762,2.712056291,0.383225052,0.907456781,0.223766383,0.293865072,2.513742329,0.337135535,4.176116719,0.739797226,0.584438999,bim,M,JL,222.415,69.692,1337.92,67.102,353.396,
FJ190822-007,2.932666587,0.738527611,4.413709406,0.223404466,0.100180309,2.888406745,0.393454398,1.007573956,0.205259664,0.352052745,2.826036775,0.32835503,4.268833343,0.730606907,0.542362638,bim,M,JL,201.876,71.028,1334.937,66.129,367.24,
FJ190827-001,3.034553924,0.893145465,4.873157032,0.267522559,0.118837296,3.071254843,0.428840227,1.05690722,0.237674592,0.257809591,2.925116659,0.377169771,4.665080849,0.812276685,0.605032363,vag,W,JL,252.446,138.7,2790.819,140.252,639.253,
FJ190827-002,3.434400158,0.84687608,5.160813948,0.282861659,0.118743518,3.348496073,0.491253025,1.048273818,0.280308194,0.371887193,3.135022472,0.318555835,4.96694819,0.909260631,0.635906554,bor,W,JL,202.47,138.361,3248.066,135.563,859.593,
FJ190827-003,3.072298026,0.802897735,4.999976556,0.280902143,0.122272237,2.987025836,0.446330942,1.077901252,0.239546115,0.294734374,2.808932339,0.405893937,4.498682421,0.79856051,0.560650818,vag,W,JL,213.27,139.007,2722.257,138.199,653.449,
FJ190827-004,3.039328146,0.814058377,4.754779144,0.265702557,0.107106851,3.228279798,0.442368082,1.073957946,0.221314283,NA,2.844149016,0.308527932,4.67031504,0.812056515,0.642014018,vag,W,JL,207.307,138.481,2880.992,140.676,644.023,
FJ190827-005,3.192758712,0.849329913,5.095023567,0.297980276,0.120648697,3.470802022,0.422869068,0.954158701,0.254841091,0.378783433,3.01424407,0.391565239,4.848875618,0.951172651,0.574220599,bor,W,JL,211.316,138.697,3459.682,136.641,759.924,
FJ190827-005,2.90281744,0.760988857,4.576306064,0.256681972,0.112375646,2.956263882,0.429923288,0.997368274,0.221335648,0.348927712,2.616463221,0.276419919,4.405948448,0.84848909,0.545943222,bim,M,JL,214.308,137.964,3390.903,137.109,811.815,
FJ190827-006,2.908696434,0.73772051,4.521080974,0.255919708,0.111376628,3.067080557,0.380006435,0.97649152,0.236599031,0.316309244,2.68312765,0.447001817,4.402842974,0.833528922,0.592690036,bim,M,JL,211.328,138.515,2780.836,134.816,638.951,
FJ190827-007,3.256562985,0.841562698,5.26020238,0.303581901,0.121830622,3.258753522,0.477237969,0.999379061,0.252187662,0.314206865,3.085695395,0.359644685,4.884930719,0.855355603,0.659684931,bor,W,JL,173.93,137.391,2647.965,134.136,747.867,
FJ190827-008,2.32993263,0.660593171,3.299697842,0.225439684,0.103480697,2.180002199,0.337757659,0.72182857,0.190920844,0.281367409,2.059434581,0.214126755,3.297134993,0.671128904,0.443748128,imp,M,JL,263.769,136.678,2667.013,128.291,520.593,
FJ190827-009,3.077091703,0.844862429,4.611331575,0.307295209,0.088213851,3.237499205,0.481545455,0.942911527,0.228461542,0.376489355,2.810947951,0.32009571,4.260203458,0.797237323,0.56610901,ferv,W,JL,204.367,138.815,2748.702,138.047,622.206,
FJ190827-012,2.673054087,0.622614884,3.760715738,0.245790972,0.113867426,2.336140708,0.321756812,0.737547784,0.195372102,0.278178121,2.615087434,0.181423343,3.5799634,0.818174054,0.564802765,san,W;Q,JL,245.9,136.055,3292.964,135.561,873.721,
FJ190827-013,2.878885101,0.74994987,4.413102638,0.263279765,0.12422298,2.979971736,0.358360308,0.936253306,0.201485768,0.329236968,2.648953947,0.230456329,4.289194764,0.853332951,0.578007582,bim,W,JL,209.454,135.022,2890.028,133.633,639.141,
FJ190827-014,2.357520452,0.711262545,3.52056338,0.23396812,0.109886143,2.22877625,0.386414776,0.822946782,0.226128026,0.234858733,2.27340474,0.309430716,3.420649405,0.710095302,0.51704141,imp,W,JL,296.425,139.117,2435.589,136.564,656.003,
FJ190827-015,2.52016697,0.802899088,3.661152297,0.237904355,0.138144631,2.307872279,0.40260555,0.803526409,0.212468289,0.286156735,2.257962826,0.233347405,3.465866274,0.757045518,0.529052036,imp,W,JL,253.459,139.552,2633.587,138.687,622.766,
FJ190827-016,2.407163151,0.696681877,3.418055962,0.234407232,0.129084804,2.305759793,0.375059836,0.799834697,0.210410676,0.213220835,2.215318123,0.330892811,3.421861386,0.711814034,0.475447266,imp,W,JL,290.375,139.434,2269.132,138.521,627.925,
FJ190827-017,2.272936085,0.668726311,3.133845239,0.22176136,0.114640875,1.974724273,0.383761398,0.764862026,0.227816904,NA,2.099638059,0.263371869,3.060631371,0.697374665,0.524430988,tern,W,JL,316.074,141.324,2416.567,139.012,574.913,
FJ190827-017,3.023291071,0.831910586,4.604438971,0.289251495,0.102624385,3.31256589,0.491239609,1.016401243,0.236064075,0.312981052,2.79400487,0.390210567,4.489877504,0.856535774,0.57648782,ferv,W,JL,214.374,137.876,2999.528,136.2,666.108,
FJ190827-018,2.365652962,0.697469646,3.085599858,0.22251654,0.112379914,2.02071874,0.340815188,0.713603584,0.188651745,0.246432283,2.137414134,0.200717346,3.072130618,0.654283161,0.517977998,tern,W,JL,315.608,139.818,2553.3,139.512,628.001,
FJ190827-019,2.264281371,0.756697263,3.101911553,0.219300214,0.079710357,2.036114336,0.322161203,0.698820683,0.196816138,0.293372481,2.039382086,0.330637845,3.206690923,0.713826325,0.46998384,tern,W,JL,307.551,139.561,2556.215,137.975,586.299,
FJ190828-001,2.464699975,0.801035494,3.803512197,0.241264519,0.111603695,2.317026035,0.376722989,0.829039447,0.214724982,0.296476199,2.37855551,0.340556718,3.640817992,0.69359298,0.45267656,imp,W,JL,249.929,135.598,2641.819,137.481,669.108,
FJ190828-002,2.40134346,0.804066995,4.014875699,0.281647828,0.138697473,2.677569567,0.368184123,0.854913816,0.214498291,0.36493109,2.380905216,0.457504037,4.111814188,0.874117503,0.572702693,imp,W,JL,213.032,135.656,3095.509,134.916,727.096,
FJ190828-003,2.798111667,0.868196792,4.132042534,0.277027471,0.128086608,2.63583891,0.369651522,0.917399506,0.255309764,NA,2.58157749,0.439502013,4.206430844,0.925649232,0.65270439,imp,W,JL,213.098,NA,NA,134.417,743.643,
FJ190828-004,2.791092081,0.737197775,4.34333186,0.280213157,0.116724455,2.798291951,0.409796849,0.964051847,0.22383357,0.362567193,2.536913876,0.329299793,4.404258488,0.795290066,0.562394992,bim,M,JL,214.865,141.392,2717.874,135.973,610.181,
FJ190905-001,2.142978355,0.638914967,3.138390711,0.222981453,0.080719312,2.13479996,0.304084681,0.689479067,0.197459052,0.28365321,1.948397067,0.31181141,3.156538038,0.691611579,0.491442527,imp,W,JL,309.963,69.689,1222.217,67.644,283.863,
FJ190905-002,2.744875539,0.83103797,3.84264949,0.283773521,0.110482047,2.42075615,0.447638504,0.836825454,0.26148054,0.297237035,1.806348768,0.321950605,3.672310648,0.754379196,0.570706804,imp,W,JL,246.221,68.881,1349.528,69.561,342.053,
FJ190905-003,2.394956895,0.717425342,3.476771163,0.24407898,0.121906155,2.341866764,0.413349486,0.767745917,0.216711048,0.318959836,2.031127975,0.357337417,3.350906868,0.790930944,0.498980941,imp,W,JL,262.497,69.829,1159.767,68.445,333.408,
HFN190709-001,2.826537522,1.105666263,4.511892475,0.300672031,0.162450322,2.77368104,0.520252,1.025106596,0.284074404,0.424294928,2.948240997,0.326848085,4.350296786,0.951206527,0.693448281,san,W,JL,214.127,70.029,1556.209,69.377,424.57,
JL190619-001,2.194921251,0.652744698,2.974085048,0.221208943,0.099739713,1.72496162,0.370605293,0.757266863,0.224809997,0.28624587,2.006036503,0.310562459,2.944224731,0.679146108,0.446300075,tern,W,JL,316.574,70.214,1245.53,70.01,298.429,
JL190619-002,2.163131005,0.616120188,2.725267694,0.230743145,0.119532147,1.69971559,0.375549065,0.704703161,0.199995521,0.271577883,1.919274291,0.263666233,2.686134936,0.670743529,0.5624982,tern,W,JL,312.577,71.697,1252.535,70.39,283.132,
JL190619-003,3.013502362,1.055941966,4.181484039,0.303607366,0.140526453,2.783713802,0.463130594,1.020971395,0.311560582,0.33560127,2.791793326,0.538591409,4.155245586,0.971344847,0.682532398,tern,Q,JL,237.514,69.345,1874.69,68.674,432.185,
JL190619-004,3.247291265,1.164642899,4.201051048,0.336595941,0.179420498,2.696326739,0.506567822,0.993166713,0.330691784,NA,2.839988005,0.505815668,4.015175797,0.881179455,0.724008928,tern,Q,JL,203.416,68.054,1944.664,67.549,488.148,
JL190619-005,3.072302783,1.046506144,4.217803532,0.297498785,0.145106098,2.712040197,0.445959409,0.98269315,0.263298986,0.370383918,2.770525414,0.462337387,4.004567353,0.898035894,0.630934791,tern,Q,JL,207.779,69.367,1662.209,68.708,414.135,
JL190619-007,2.251670443,0.67515602,3.036262426,0.237156525,0.115037659,1.89368603,0.373367504,0.730297404,0.218092228,0.274831358,1.972509195,0.259451462,2.83146983,0.662978005,0.380276154,tern,W,JL,312.941,70.678,1228.243,71.118,292.062,
JL190619-008,2.209507669,0.775397966,3.002433299,0.238219274,0.09940915,1.680054205,0.351252259,0.780422827,0.252852037,0.312055709,2.017603498,0.363685821,2.812339264,0.688086069,0.458053625,terri,W,JL,303.292,68.849,1305.299,69.561,273.748,
JL190619-009,2.609789372,0.64770572,4.170037101,0.263222474,0.108142282,2.758110671,0.319943101,0.968276878,0.23675257,0.283012511,2.310580474,0.450541543,3.892398429,0.775251223,0.555934516,bim,W,JL,240.424,69.766,1447.276,70.289,304.322,
JL190619-010,2.140238222,0.672391728,2.802404784,0.214725271,0.11355995,1.731831149,0.341530874,0.758464291,0.198136776,0.258659317,1.93446803,0.261170479,2.912979708,0.649826733,0.433160872,tern,W,JL,310.215,69.216,1173.754,69.767,285.237,
JL190627-001,2.235583542,0.619739518,3.436432259,0.216528473,0.117658792,2.211181946,0.367979506,0.853715582,0.203981539,0.294164581,2.148126564,0.321038016,3.42160122,0.710278473,0.457787078,bim,W,JL,255.68,72.067,998.955,68.58,262.8,
JL190628-001,2.181460215,0.658891458,2.978066758,0.204038552,0.089930125,1.893712556,0.338349322,0.71490298,0.206816933,0.295769835,1.953521199,0.290238621,2.907380913,0.63784602,0.431706118,tern,W,JL,313.132,70.879,1148.576,68.843,266.608,
JL190628-002,2.173998787,0.689724204,3.049093663,0.229943422,0.11899877,2.014978009,0.372710128,0.769781478,0.216456917,0.339114842,2.110775615,0.262869189,3.088850515,0.700197873,0.487327193,terri,W,JL,301.709,71.169,1092.841,69.276,270.681,
JL190628-003,3.923324018,1.105821635,5.843489341,0.351225467,0.151424625,4.04815136,0.541443149,1.151060572,0.278393456,0.433844078,3.487488356,0.463728545,5.610859486,0.963733899,0.727474222,bor,Q,JL,93.393,88.505,1929.847,69.134,476.403,its.no.tilt; fur.yes
JL190628-004,2.766542146,0.706143433,3.981510934,0.253200347,0.138633067,2.672925579,0.416043036,0.919143725,0.252127743,0.349245684,2.5028911,0.355011445,3.958234189,0.72605031,0.532743196,bim,W,JL,243.333,69.681,1386.046,68.341,325.994,
JL190628-005,2.820201831,0.772684914,4.358669133,0.262239809,0.117071343,2.859814091,0.452204453,1.011346555,0.268069962,0.37581306,2.521243766,0.391383549,4.196117914,0.804579831,0.554557587,bim,W,JL,213.545,69.007,1464.059,69.85,335.172,
JL190628-006,2.208477497,0.763794399,2.755743887,0.244029338,0.100636266,1.732003784,0.398476072,0.682012855,0.223794529,0.288558229,1.916721741,0.308397802,2.828182301,0.640312172,0.554536148,terri,W,JL,308.676,69.316,1411.882,68.609,341.977,
JL190703-001,2.960386091,0.943733756,4.130629281,0.273282834,0.140846771,2.702654132,0.434516276,1.021241751,0.221697794,0.386279094,2.646803351,0.426361607,4.0964647,0.859964831,0.676610402,vag,Q,JL,206.998,68.681,1501.326,69.014,358.151,
JL190703-002,2.102249715,0.684048511,2.989474676,0.226817796,0.096974051,1.940309909,0.332337577,0.73327504,0.206046698,0.305120612,1.944938711,0.34591518,2.953490942,0.631145596,0.428248694,vag,W,JL,307.639,68.362,1163.95,69.995,259.106,
JL190703-004,2.270477472,0.724280562,3.152306765,0.221135049,0.123269468,2.032291046,0.352214181,0.781415997,0.202741542,0.295231942,2.191947887,0.23141583,3.112365912,0.679424116,0.488598557,vag,W,JL,300.269,69.39,1162.612,69.721,300.167,
JL190703-005,2.197180077,0.760670593,2.921922332,0.221114968,0.104820781,1.867188008,0.365998414,0.677555027,0.214614455,0.302397389,1.918191037,0.373695022,2.798178556,0.667277715,0.552699663,tern,W,JL,153.834,68.28,1169.993,68.586,277.283,its.large.tilt; fur.yes
JL190703-006,2.126114327,0.662364367,2.775812217,0.215950144,0.110493183,1.833931226,0.299977856,0.724380754,0.204428838,0.29466325,1.885134921,0.292701908,2.808250293,0.581974629,0.418961754,tern,W,JL,158.055,65.622,1311.917,68.404,251.098,its.slight.tilt; fur.yes
JL190703-007,2.648024495,0.736369807,4.029323268,0.256240402,0.136164723,2.617983911,0.397484101,0.937608019,0.234711317,0.374428916,2.348186733,0.305715895,3.659564123,0.767209548,0.521180056,bim,W,JL,207.719,68.524,1331.787,69.519,304.631,
JL190703-009,2.493709773,0.969260906,3.25634775,0.251609092,0.117993843,1.990466714,0.36228973,0.828904574,0.215509468,0.340443394,2.30507136,0.293485899,3.128086813,0.803395417,0.532415037,terri,W,JL,160.805,95.626,1600.437,67.612,372.038,its.large.tilt; fur.yes
JL190703-010,2.332579114,0.775431081,3.07124834,0.243604492,0.103465809,1.855888952,0.382192364,0.783210561,0.24160242,0.327863122,2.11639983,0.333964675,2.959602636,0.722659006,0.565702918,terri,W,JL,157.337,73.181,1386.299,68.451,323.006,its.no.tilt; fur.yes
JL190703-011,2.049582122,0.645012969,2.479675915,0.214552385,0.12444654,1.733166968,0.316094213,0.716006445,0.22698394,0.294774555,1.855366921,0.274424271,2.679268516,0.713962902,0.539036915,tern,W,JL,152.676,68.552,1135.044,69.194,229.059,its.slight.tilt; fur.yes
JL190703-012,2.738713715,0.763707548,4.33890833,0.247242958,0.128728974,2.823777719,0.38159109,0.964334335,0.25192559,0.337327656,2.593127267,0.266101401,4.166464133,0.770491653,0.614023226,bim,W,JL,218.894,68.99,1497.195,68.773,331.602,
JL190703-013,2.243627497,0.564159555,3.300028135,0.206627278,0.101778736,2.20973147,0.38357873,0.748404139,0.201166026,0.282128232,2.076807653,0.271662134,3.271921598,0.65675701,0.421510519,bim,W,JL,319.89,69.051,1121.294,68.421,253.393,
JL190703-014,2.667839883,0.790764114,4.3408378,0.27219025,0.115263336,2.864627329,0.428297972,1.025901318,0.243572011,0.327808926,2.544503997,0.2595154,4.35477643,0.818904834,0.552169009,bim,W,JL,242.922,68.494,1472.485,68.508,313.394,
JL190710-001,2.550603393,0.779582767,3.599444109,0.265391048,0.11055016,2.26011479,0.360234134,0.936480768,0.249526943,0.326868871,2.324929532,0.337896406,3.515157463,0.675337421,0.479523095,vag,W,JL,254.726,71.203,1473.545,70.261,310.644,
JL190711-001,2.112164366,0.688596388,2.774723674,0.227911509,0.087121758,1.760613559,0.344412039,0.702378361,0.197752561,0.264425701,1.957374996,0.366785981,2.863030762,0.633280987,0.428279162,tern,W,JL,298.651,72.084,1193.294,67.851,248.652,
JL190711-005,2.349265634,0.729912179,2.977325493,0.234113966,0.113561803,1.811556806,0.375422702,0.750227124,0.235552415,0.319285318,2.093070206,0.317070863,2.945553425,0.713363701,0.549790542,terri,W,JL,158.504,73.892,1678.385,67.34,317.907,its.no.tilt; fur.yes
JL190711-006,2.421320061,0.818286962,3.191998804,0.236520643,0.133792933,1.986283479,0.355947291,0.807481384,0.259418331,0.354134449,2.16845785,0.274362906,3.155066211,0.735351068,0.569609232,terri,W,JL,153.902,82.338,1471.101,68.171,319.39,its.large.tilt; fur.yes
JL190711-008,2.306133642,0.725055251,3.41752441,0.236149605,0.108518022,2.175054762,0.355349022,0.79303163,0.197197766,0.358558012,1.851012154,0.293487025,3.338393286,0.6901122,0.470493949,san,M,JL,306.327,70.014,1163.089,68.421,297.321,
JL190716-001,2.068857803,0.720255102,2.699579168,0.204906196,0.061978221,1.736598759,0.299106894,0.682528959,0.198429472,0.216093265,1.796382951,0.310448908,2.640389967,0.616708089,0.520654242,tern,W,JL,161.347,69.646,1095.784,69.763,260.875,its.no.tilt; fur.yes
JL190716-002,1.991982438,0.613012631,2.588953581,0.204015144,0.089313099,1.559492221,0.311991346,0.669803697,0.214654322,0.2888295,1.823295473,0.188170914,2.579408864,0.503814705,0.459291782,tern,W,JL,157.155,69.799,1061.748,68.34,261.12,its.no.tilt; fur.yes
JL190716-003,2.123259241,0.597133242,2.920433924,0.210755858,0.095701199,1.731725168,0.318611871,0.777206298,0.191312165,0.284864466,1.920433924,0.262770576,2.780548287,0.599512738,0.407475361,vag,W,JL,299.223,70.711,1057.98,69.168,257,
JL190716-005,2.879572766,0.848670947,4.158978848,0.291064686,0.116492921,2.190793241,0.455644692,1.057007966,0.243052096,0.327795807,2.538539974,0.3385139,4.048170894,0.790368615,0.546818328,vag,W,JL,214.777,69.93,979.423,69.004,250.545,
JL190716-005,2.141997796,0.552893709,3.076735684,0.200645806,0.088078694,2.021966334,0.331625407,0.746024215,0.182405279,0.30635043,1.924592231,0.204062721,3.164435429,0.644125009,0.459003395,bim,W,JL,314.026,69.642,986.522,68.869,257.527,
JL190716-006,2.208855578,0.706981822,3.08784355,0.227872704,0.133792176,1.937550338,0.322885118,0.717518787,0.213108971,0.309512557,2.027211065,0.245645098,2.91752145,0.655029188,0.477957573,tern,W,JL,150.233,67.983,1276.644,68.88,277.354,its.large.tilt; fur.yes
JL190716-007,1.883623096,0.629238145,2.45616332,0.211812575,0.08124274,1.557660589,0.320279559,0.651787032,0.206893343,0.24204676,1.839815296,0.223672642,2.578592195,0.60494362,0.434862691,tern,W,JL,311.634,70.004,1132.297,69.396,242.668,
JL190716-008,2.053611873,0.684499263,2.823434475,0.211813536,0.093590935,1.666494425,0.347940315,0.690072509,0.218098117,0.298005912,1.881210344,0.290073851,2.825226235,0.660196423,0.449480088,tern,W,JL,298.031,68.542,1082.99,69.69,277.626,
JL190716-009,1.745565275,0.50600697,2.051195363,0.169655753,0.071800005,1.296732925,0.258568695,0.490439381,0.158985026,0.248373961,1.560100676,0.214337179,2.163722137,0.535808716,0.365859543,tern,W,JL,306.727,68.771,1386.763,68.16,330.097,
JL190716-010,2.821032557,0.749068886,4.295124219,0.263331807,0.10481347,2.919950152,0.400905387,0.9970261,0.226974694,0.347049466,2.664964148,0.346464127,4.177815646,0.763041498,0.576766757,bim,M,JL,211.843,68.771,1386.763,68.16,330.097,
JL190716-011,2.456119386,0.698384014,3.530581314,0.245808055,0.117770015,2.247444444,0.387794956,0.797362625,0.234103505,0.320494831,2.168976903,0.307795122,3.428675525,0.807280888,0.525980272,imp,W,JL,240.163,68.884,1310.477,66.401,317.648,
JL190716-012,2.252857922,0.721290946,3.293059472,0.233389867,0.104456321,2.181411508,0.339755852,0.758281237,0.208814036,0.292342938,2.094056705,0.290712656,3.185119083,0.672609304,0.486020996,imp,W,JL,304.242,69.023,1238.527,68.189,300.885,
JL190724-001,2.359320716,1.026397486,2.9814816,0.226370712,0.106858502,1.907803227,0.343288434,0.737714428,0.222016816,0.323641718,1.748863716,0.338469188,2.960483455,0.727999439,0.507614537,terri,W,JL,156.871,69.615,1214.7,69.48,340.724,fur.yes; its.slight.tilt
JL190724-002,2.372777108,0.719172854,3.111259707,0.194333874,0.122482195,2.017284776,0.308072747,0.748260483,0.211587108,0.292346124,2.055096801,0.282063575,2.997098176,0.637606374,0.496918389,tern,W,JL,158.521,70.142,1069.822,68.86,304.041,
